C_b,cc,u,M,N,D,lnw_local,neff,lnw_chin_full,lnw_chin_M100,lnw_kappa_full,lnw_kappa_M100,design
9e+18,43.6438,3.99284,54.2085,1.66346e+08,9.01736e+09,0.854168,26.6047,0.847947,0.529143,0.917888,0.790522,"Marin, Nemotron-CC"
9e+18,43.6438,4.35206,77.6382,1.38998e+08,1.07915e+10,1.06503,23.6237,1.01366,0.654877,1.08956,0.944678,"Marin, Nemotron-CC"
9e+18,43.6438,4.71128,111.194,1.16146e+08,1.29148e+10,1.29936,20.7422,1.17937,0.780611,1.26122,1.09883,"Marin, Nemotron-CC"
1.8e+19,44.3369,-0.87721,0.415942,2.68562e+09,1.11706e+09,-1.2021,31.1547,-1.43659,-1.21594,-1.45445,-1.34051,"Marin, Nemotron-CC"
1.8e+19,44.3369,-0.394007,0.674349,2.1092e+09,1.42234e+09,-1.03216,35.4611,-1.21368,-1.04681,-1.22353,-1.13315,"Marin, Nemotron-CC"
1.8e+19,44.3369,0.089196,1.09329,1.6565e+09,1.81105e+09,-0.863034,38.9391,-0.990776,-0.877677,-0.992612,-0.925789,"Marin, Nemotron-CC"
1.8e+19,44.3369,0.572399,1.77251,1.30097e+09,2.30598e+09,-0.684466,41.4214,-0.767869,-0.708547,-0.761696,-0.718427,"Marin, Nemotron-CC"
1.8e+19,44.3369,1.0556,2.8737,1.02174e+09,2.93617e+09,-0.493294,42.8454,-0.544962,-0.539418,-0.530779,-0.511065,"Marin, Nemotron-CC"
1.8e+19,44.3369,1.5388,4.65902,8.02442e+08,3.73859e+09,-0.292664,43.0953,-0.322055,-0.370288,-0.299863,-0.303703,"Marin, Nemotron-CC"
1.8e+19,44.3369,2.02201,7.55347,6.30213e+08,4.7603e+09,-0.0879218,42.0562,-0.0991485,-0.201158,-0.0689466,-0.0963412,"Marin, Nemotron-CC"
1.8e+19,44.3369,2.50521,12.2461,4.9495e+08,6.06122e+09,0.118427,39.8663,0.123758,-0.0320282,0.16197,0.111021,"Marin, Nemotron-CC"
1.8e+19,44.3369,2.98841,19.8542,3.88718e+08,7.71767e+09,0.329906,36.8842,0.346665,0.137102,0.392886,0.318383,"Marin, Nemotron-CC"
1.8e+19,44.3369,3.47162,32.1887,3.05287e+08,9.82681e+09,0.555117,33.3226,0.569572,0.306231,0.623803,0.525744,"Marin, Nemotron-CC"
1.8e+19,44.3369,3.95482,52.1863,2.39763e+08,1.25123e+10,0.804231,29.2156,0.792479,0.475361,0.854719,0.733106,"Marin, Nemotron-CC"
1.8e+19,44.3369,4.43802,84.6074,1.88303e+08,1.59318e+10,1.08571,24.891,1.01539,0.644491,1.08564,0.940468,"Marin, Nemotron-CC"
1.8e+19,44.3369,4.92122,137.171,1.47887e+08,2.02857e+10,1.40646,20.961,1.23829,0.813621,1.31655,1.14783,"Marin, Nemotron-CC"
1.8e+19,44.3369,5.40443,222.389,1.16146e+08,2.58296e+10,1.77844,17.6781,1.4612,0.982751,1.54747,1.35519,"Marin, Nemotron-CC"
3e+19,44.8477,-1.42672,0.240096,4.56344e+09,1.09566e+09,-1.45929,26.3534,-1.71804,-1.4381,-1.75021,-1.60662,"Marin, Nemotron-CC"
3e+19,44.8477,-0.86195,0.422338,3.44077e+09,1.45316e+09,-1.24054,32.6673,-1.4575,-1.24042,-1.48032,-1.36425,"Marin, Nemotron-CC"
3e+19,44.8477,-0.297183,0.742908,2.59428e+09,1.92731e+09,-1.0374,38.1747,-1.19697,-1.04275,-1.21042,-1.12189,"Marin, Nemotron-CC"
3e+19,44.8477,0.267584,1.3068,1.95605e+09,2.55617e+09,-0.832769,42.1777,-0.936437,-0.845067,-0.940527,-0.879525,"Marin, Nemotron-CC"
3e+19,44.8477,0.832351,2.29872,1.47483e+09,3.39022e+09,-0.615434,44.4193,-0.675904,-0.647388,-0.670632,-0.637161,"Marin, Nemotron-CC"
3e+19,44.8477,1.39712,4.04353,1.112e+09,4.4964e+09,-0.384078,44.943,-0.41537,-0.449709,-0.400738,-0.394796,"Marin, Nemotron-CC"
3e+19,44.8477,1.96188,7.11272,8.38431e+08,5.96352e+09,-0.144086,43.7017,-0.154837,-0.25203,-0.130843,-0.152432,"Marin, Nemotron-CC"
3e+19,44.8477,2.52665,12.5115,6.32164e+08,7.90934e+09,0.100224,40.9177,0.105696,-0.0543517,0.139052,0.0899322,"Marin, Nemotron-CC"
3e+19,44.8477,3.09142,22.0083,4.76642e+08,1.04901e+10,0.352439,37.2043,0.366229,0.143327,0.408947,0.332297,"Marin, Nemotron-CC"
3e+19,44.8477,3.65619,38.7134,3.5938e+08,1.39128e+10,0.624081,32.8104,0.626762,0.341006,0.678842,0.574661,"Marin, Nemotron-CC"
3e+19,44.8477,4.22095,68.0983,2.70967e+08,1.84524e+10,0.929343,27.8275,0.887296,0.538684,0.948737,0.817025,"Marin, Nemotron-CC"
3e+19,44.8477,4.78572,119.788,2.04305e+08,2.44732e+10,1.28007,23.0129,1.14783,0.736363,1.21863,1.05939,"Marin, Nemotron-CC"
3e+19,44.8477,5.35049,210.711,1.54043e+08,3.24585e+10,1.69001,18.9256,1.40836,0.934042,1.48853,1.30175,"Marin, Nemotron-CC"
3e+19,44.8477,5.91525,370.648,1.16146e+08,4.30493e+10,2.19656,15.523,1.6689,1.13172,1.75842,1.54412,"Marin, Nemotron-CC"
9e+19,45.9463,-2.36135,0.0942927,1.26127e+10,1.18928e+09,-1.8559,15.6833,-2.20931,-1.82939,-2.26819,-2.07285,"Marin, Nemotron-CC"
9e+19,45.9463,-1.64018,0.193945,8.7944e+09,1.70563e+09,-1.59986,23.4228,-1.87663,-1.57697,-1.92355,-1.76337,"Marin, Nemotron-CC"
9e+19,45.9463,-0.91901,0.398914,6.13206e+09,2.44616e+09,-1.33419,31.8461,-1.54394,-1.32455,-1.57891,-1.45388,"Marin, Nemotron-CC"
9e+19,45.9463,-0.197839,0.820502,4.27569e+09,3.50821e+09,-1.06915,39.1198,-1.21126,-1.07212,-1.23427,-1.1444,"Marin, Nemotron-CC"
9e+19,45.9463,0.523331,1.68764,2.9813e+09,5.03136e+09,-0.79512,43.1006,-0.878576,-0.819701,-0.889633,-0.834916,"Marin, Nemotron-CC"
9e+19,45.9463,1.2445,3.4712,2.07877e+09,7.21582e+09,-0.504293,43.4151,-0.545892,-0.567278,-0.544995,-0.525433,"Marin, Nemotron-CC"
9e+19,45.9463,1.96567,7.13971,1.44946e+09,1.03487e+10,-0.198538,41.0851,-0.213208,-0.314855,-0.200357,-0.215949,"Marin, Nemotron-CC"
9e+19,45.9463,2.68684,14.6852,1.01066e+09,1.48418e+10,0.117669,37.1448,0.119476,-0.0624323,0.144281,0.093534,"Marin, Nemotron-CC"
9e+19,45.9463,3.40801,30.2052,7.04701e+08,2.12856e+10,0.449606,32.6045,0.45216,0.18999,0.488919,0.403017,"Marin, Nemotron-CC"
9e+19,45.9463,4.12918,62.1272,4.91366e+08,3.05272e+10,0.817218,27.5115,0.784843,0.442413,0.833557,0.712501,"Marin, Nemotron-CC"
9e+19,45.9463,4.85035,127.786,3.42614e+08,4.37811e+10,1.24374,22.3034,1.11753,0.694836,1.17819,1.02198,"Marin, Nemotron-CC"
9e+19,45.9463,5.57152,262.835,2.38894e+08,6.27895e+10,1.74806,17.5966,1.45021,0.947259,1.52283,1.33147,"Marin, Nemotron-CC"
9e+19,45.9463,6.2927,540.608,1.66573e+08,9.00507e+10,2.38378,13.4322,1.78289,1.19968,1.86747,1.64095,"Marin, Nemotron-CC"
9e+19,45.9463,7.01387,1111.94,1.16146e+08,1.29148e+11,3.37896,9.6631,2.11558,1.4521,2.21211,1.95043,"Marin, Nemotron-CC"
1.8e+20,46.6395,-1.6682,0.188585,1.26127e+10,2.37856e+09,-1.61935,22.0215,-1.92749,-1.62725,-1.98194,-1.81649,"Marin, Nemotron-CC"
1.8e+20,46.6395,-0.947034,0.38789,8.7944e+09,3.41126e+09,-1.37535,29.5239,-1.5948,-1.37483,-1.6373,-1.50701,"Marin, Nemotron-CC"
1.8e+20,46.6395,-0.225863,0.797827,6.13206e+09,4.89232e+09,-1.11101,35.9979,-1.26212,-1.12241,-1.29266,-1.19753,"Marin, Nemotron-CC"
1.8e+20,46.6395,0.495307,1.641,4.27569e+09,7.01641e+09,-0.834098,39.2766,-0.929434,-0.869984,-0.948027,-0.888043,"Marin, Nemotron-CC"
1.8e+20,46.6395,1.21648,3.37528,2.9813e+09,1.00627e+10,-0.543897,38.9289,-0.59675,-0.617561,-0.603389,-0.57856,"Marin, Nemotron-CC"
1.8e+20,46.6395,1.93765,6.9424,2.07877e+09,1.44316e+10,-0.240893,36.3422,-0.264067,-0.365139,-0.258751,-0.269076,"Marin, Nemotron-CC"
1.8e+20,46.6395,2.65882,14.2794,1.44946e+09,2.06974e+10,0.0732814,32.723,0.0686171,-0.112716,0.085887,0.0404069,"Marin, Nemotron-CC"
1.8e+20,46.6395,3.37999,29.3704,1.01066e+09,2.96835e+10,0.401876,28.875,0.401301,0.139707,0.430525,0.34989,"Marin, Nemotron-CC"
1.8e+20,46.6395,4.10116,60.4102,7.04702e+08,4.25712e+10,0.760664,24.815,0.733984,0.392129,0.775163,0.659373,"Marin, Nemotron-CC"
1.8e+20,46.6395,4.82233,124.254,4.91366e+08,6.10542e+10,1.16985,20.5958,1.06667,0.644552,1.1198,0.968857,"Marin, Nemotron-CC"
1.8e+20,46.6395,5.5435,255.57,3.42614e+08,8.75621e+10,1.63972,16.5956,1.39935,0.896975,1.46444,1.27834,"Marin, Nemotron-CC"
1.8e+20,46.6395,6.26467,525.667,2.38894e+08,1.25579e+11,2.19999,12.8692,1.73204,1.1494,1.80908,1.58782,"Marin, Nemotron-CC"
1.8e+20,46.6395,6.98584,1081.21,1.66573e+08,1.80101e+11,2.98428,9.36967,2.06472,1.40182,2.15371,1.89731,"Marin, Nemotron-CC"
1.8e+20,46.6395,7.70701,2223.88,1.16146e+08,2.58295e+11,4.88994,6.41961,2.3974,1.65424,2.49835,2.20679,"Marin, Nemotron-CC"
3e+20,47.1503,-1.15741,0.314299,1.26129e+10,3.96421e+09,-1.46476,25.7084,-1.7198,-1.47829,-1.771,-1.62758,"Marin, Nemotron-CC"
3e+20,47.1503,-0.436239,0.646463,8.79454e+09,5.68535e+09,-1.20798,31.7717,-1.38712,-1.22587,-1.42636,-1.3181,"Marin, Nemotron-CC"
3e+20,47.1503,0.284934,1.32967,6.13214e+09,8.15375e+09,-0.932013,35.397,-1.05443,-0.973447,-1.08173,-1.00861,"Marin, Nemotron-CC"
3e+20,47.1503,1.00611,2.73493,4.27574e+09,1.16939e+10,-0.645615,35.4907,-0.72175,-0.721023,-0.737086,-0.699128,"Marin, Nemotron-CC"
3e+20,47.1503,1.72728,5.62533,2.98134e+09,1.6771e+10,-0.349299,33.2587,-0.389065,-0.4686,-0.392447,-0.389643,"Marin, Nemotron-CC"
3e+20,47.1503,2.44845,11.5704,2.07879e+09,2.40525e+10,-0.0416477,30.0557,-0.0563801,-0.216176,-0.0478079,-0.080159,"Marin, Nemotron-CC"
3e+20,47.1503,3.16962,23.7986,1.44947e+09,3.44953e+10,0.278862,26.688,0.276305,0.0362476,0.296831,0.229325,"Marin, Nemotron-CC"
3e+20,47.1503,3.8908,48.9499,1.01067e+09,4.94722e+10,0.621553,23.338,0.60899,0.288671,0.64147,0.53881,"Marin, Nemotron-CC"
3e+20,47.1503,4.61197,100.682,7.04707e+08,7.09515e+10,1.00456,19.8409,0.941674,0.541095,0.986109,0.848294,"Marin, Nemotron-CC"
3e+20,47.1503,5.33314,207.088,4.91369e+08,1.01757e+11,1.43638,16.3996,1.27436,0.793518,1.33075,1.15778,"Marin, Nemotron-CC"
3e+20,47.1503,6.05432,425.947,3.42616e+08,1.45936e+11,1.92797,13.143,1.60704,1.04594,1.67539,1.46726,"Marin, Nemotron-CC"
3e+20,47.1503,6.77549,876.107,2.38895e+08,2.09297e+11,2.55292,9.92071,1.93973,1.29837,2.02003,1.77675,"Marin, Nemotron-CC"
3e+20,47.1503,7.49666,1802.02,1.66573e+08,3.00168e+11,3.59099,6.99053,2.27241,1.55079,2.36467,2.08623,"Marin, Nemotron-CC"
3e+20,47.1503,8.21783,3706.46,1.16146e+08,4.30492e+11,,4.64754,2.6051,1.80321,2.7093,2.39572,"Marin, Nemotron-CC"
6e+18,43.2383,0.914218,2.49482,6.33111e+08,1.5795e+09,-0.717621,27.776,-0.597849,-0.587429,-0.806034,-0.787766,Llama 3
6e+18,43.2383,1.28004,3.59678,5.27282e+08,1.89652e+09,-0.593537,28.9925,-0.488254,-0.480451,-0.643717,-0.615817,Llama 3
6e+18,43.2383,1.64586,5.18546,4.39143e+08,2.27716e+09,-0.468456,29.9528,-0.378659,-0.373474,-0.481401,-0.443867,Llama 3
6e+18,43.2383,2.01168,7.47586,3.65737e+08,2.7342e+09,-0.341545,30.5965,-0.269064,-0.266497,-0.319084,-0.271918,Llama 3
6e+18,43.2383,2.3775,10.7779,3.04602e+08,3.28297e+09,-0.211903,30.8767,-0.159469,-0.15952,-0.156767,-0.0999689,Llama 3
6e+18,43.2383,2.74332,15.5385,2.53686e+08,3.94189e+09,-0.0784765,30.761,-0.0498739,-0.0525434,0.00554953,0.0719804,Llama 3
6e+18,43.2383,3.10914,22.4018,2.1128e+08,4.73305e+09,0.0600348,30.229,0.059721,0.0544336,0.167866,0.24393,Llama 3
6e+18,43.2383,3.47496,32.2966,1.75963e+08,5.68301e+09,0.205271,29.2713,0.169316,0.161411,0.330183,0.415879,Llama 3
6e+18,43.2383,3.84078,46.5618,1.4655e+08,6.82362e+09,0.35934,27.8929,0.278911,0.268388,0.4925,0.587828,Llama 3
6e+18,43.2383,4.2066,67.128,1.22053e+08,8.19317e+09,0.524997,26.1222,0.388506,0.375365,0.654817,0.759778,Llama 3
6e+18,43.2383,4.57242,96.7782,1.01651e+08,9.83759e+09,0.705962,24.0226,0.498101,0.482342,0.817133,0.931727,Llama 3
6e+18,43.2383,4.93824,139.525,8.46592e+07,1.18121e+10,0.907489,21.6961,0.607696,0.589319,0.97945,1.10368,Llama 3
6e+18,43.2383,5.30406,201.152,7.05078e+07,1.41828e+10,1.1375,19.2732,0.717291,0.696296,1.14177,1.27563,Llama 3
6e+18,43.2383,5.66988,290.001,5.8722e+07,1.70294e+10,1.40907,16.8895,0.826886,0.803273,1.30408,1.44757,Llama 3
1e+19,43.7491,0.386076,1.4712,1.06436e+09,1.56588e+09,-0.906627,30.0515,-0.747864,-0.742366,-1.03471,-1.04284,Llama 3
1e+19,43.7491,0.747498,2.11171,8.88397e+08,1.87604e+09,-0.769379,31.7573,-0.639587,-0.636675,-0.874343,-0.872958,Llama 3
1e+19,43.7491,1.10892,3.03109,7.41524e+08,2.24762e+09,-0.634207,33.3227,-0.531309,-0.530984,-0.713978,-0.703076,Llama 3
1e+19,43.7491,1.47034,4.35073,6.18933e+08,2.69281e+09,-0.499678,34.6538,-0.423032,-0.425293,-0.553612,-0.533194,Llama 3
1e+19,43.7491,1.83177,6.2449,5.16608e+08,3.22617e+09,-0.364545,35.6582,-0.314755,-0.319603,-0.393247,-0.363312,Llama 3
1e+19,43.7491,2.19319,8.96375,4.31201e+08,3.86517e+09,-0.227661,36.2562,-0.206477,-0.213912,-0.232882,-0.19343,Llama 3
1e+19,43.7491,2.55461,12.8663,3.59913e+08,4.63075e+09,-0.0878792,36.3889,-0.0981999,-0.108221,-0.0725162,-0.0235475,Llama 3
1e+19,43.7491,2.91603,18.4679,3.00411e+08,5.54796e+09,0.0560512,36.0207,0.0100775,-0.0025297,0.0878492,0.146335,Llama 3
1e+19,43.7491,3.27746,26.5082,2.50746e+08,6.64683e+09,0.205587,35.1373,0.118355,0.103161,0.248215,0.316217,Llama 3
1e+19,43.7491,3.63888,38.0491,2.09292e+08,7.96337e+09,0.362511,33.743,0.226632,0.208852,0.40858,0.486099,Llama 3
1e+19,43.7491,4.0003,54.6146,1.74691e+08,9.54066e+09,0.529083,31.8641,0.33491,0.314543,0.568945,0.655981,Llama 3
1e+19,43.7491,4.36172,78.3921,1.4581e+08,1.14304e+10,0.708267,29.5577,0.443187,0.420234,0.729311,0.825863,Llama 3
