uid,Mstar,rho,w,TD,C_over_Cmin
B:Qwen/Qwen2-7B,24.2,0.3527,3.606758152034964,7.820274456104892,2.9869678178700307
B:Qwen/Qwen2-1.5B,24.2,0.3527,6.332669800090865,15.998009400272593,8.448624345318782
B:Qwen/Qwen2-0.5B,24.2,0.3527,11.446372917257031,31.339118751771096,31.686371888738456
B:deepseek-ai/DeepSeek-V2,24.2,0.3527,2.655242808875667,4.965728426627002,1.9168424532054316
B:deepseek-ai/DeepSeek-Coder-V2-Base,24.2,0.3527,2.8801483358986277,5.640445007695883,2.1356019155225026
B:01-ai/Yi-6B,24.2,0.3527,2.8993772061322,5.6981316183966,2.1552663673479953
B:01-ai/Yi-34B,24.2,0.3527,1.5718611543018641,1.7155834629055924,1.1546094697964489
B:01-ai/Yi-1.5-34B,24.2,0.3527,1.676260096651101,2.028780289953303,1.205716940050456
B:01-ai/Yi-1.5-9B,24.2,0.3527,2.707734980248481,5.123204940745443,1.9660554032815525
B:01-ai/Yi-1.5-6B,24.2,0.3527,3.091946322662168,6.2758389679865045,2.3606449635698654
B:google/gemma-7b,24.2,0.3527,3.2809429373646,6.842828812093801,2.5773390902496143
B:google/gemma-2b,24.2,0.3527,3.9589300328779555,8.876790098633867,3.482798843606128
B:google/gemma-2-27b,24.2,0.3527,2.8627998939755055,5.588399681926516,2.1179910570928926
B:google/gemma-2-9b,24.2,0.3527,3.5312411466420395,7.593723439926118,2.8878935619875308
B:google/gemma-2-2b,24.2,0.3527,3.380631921584811,7.141895764754432,2.6977737368079366
B:tiiuae/falcon-180B,24.2,0.3527,0.9266022116651974,-0.22019336500440778,1.004126541940506
B:tiiuae/falcon-40b,24.2,0.3527,0.9956522712456258,-0.013043186263122508,1.0000134571667805
B:tiiuae/falcon-7b,24.2,0.3527,2.134957676939208,3.4048730308176234,1.4893319351467817
B:tiiuae/falcon-rw-1b,24.2,0.3527,2.5657900679017165,4.69737020370515,1.8355510242065898
B:microsoft/phi-2,24.2,0.3527,2.917228852323233,5.751686556969699,2.173658802963822
B:microsoft/phi-1_5,24.2,0.3527,1.6823263987765387,2.046979196329616,1.2088519396988853
B:bigscience/bloom-560m,24.2,0.3527,3.1207562906581474,6.362268871974442,2.3927020150206966
B:bigscience/bloom-1b1,24.2,0.3527,2.48621901979306,4.458657059379179,1.7659578082324867
B:bigscience/bloom-3b,24.2,0.3527,1.725121150509974,2.175363451529922,1.23146638754785
B:bigscience/bloom-7b1,24.2,0.3527,1.275445428947701,0.8263362868431032,1.0427419665326383
B:bigscience/bloom,24.2,0.3527,0.4205917290215903,-1.738224812935229,1.6750855183231077
B:EleutherAI/gpt-neox-20b,24.2,0.3527,0.9816685678381082,-0.05499429648567544,1.000242659087594
B:EleutherAI/gpt-neo-2.7B,24.2,0.3527,1.939965321365375,2.8198959640961245,1.3576162481906373
B:EleutherAI/gpt-neo-1.3B,24.2,0.3527,2.397760627277852,4.193281881833556,1.6915906422946174
B:EleutherAI/gpt-neo-125m,24.2,0.3527,5.056915104864602,12.170745314593807,5.408539531638685
B:EleutherAI/gpt-j-6b,24.2,0.3527,1.427952393376437,1.2838571801293113,1.0936087130267496
B:facebook/opt-6.7b,24.2,0.3527,1.2423741430454933,0.72712242913648,1.033880959259178
B:facebook/opt-1.3b,24.2,0.3527,2.2152419477399836,3.645725843219951,1.5481409279199154
B:facebook/opt-350m,24.2,0.3527,3.518975050610749,7.556925151832248,2.8720385815807465
B:facebook/opt-13b,24.2,0.3527,0.9833795363693185,-0.049861390892044444,1.0001991258478282
B:facebook/opt-2.7b,24.2,0.3527,1.7118550460199948,2.1355651380599845,1.2243633097671702
B:facebook/opt-30b,24.2,0.3527,0.7321976327122922,-0.8034071018631234,1.070998765033077
B:facebook/opt-125m,24.2,0.3527,5.059747277253522,12.179241831760567,5.414294095141189
B:facebook/opt-66b,24.2,0.3527,0.5544416418207172,-1.3366750745378484,1.2751629039730377
B:mosaicml/mpt-30b,24.2,0.3527,1.1195607228919886,0.3586821686759658,1.0090768536865513
B:mosaicml/mpt-7b,24.2,0.3527,1.8705195071771004,2.6115585215313013,1.3146022269724382
B:facebook/xglm-564M,24.2,0.3527,3.561056800878034,7.683170402634102,2.9267090827574056
B:facebook/xglm-1.7B,24.2,0.3527,2.413102148806367,4.239306446419102,1.7042620039743586
B:facebook/xglm-4.5B,24.2,0.3527,1.6405631404125283,1.9216894212375848,1.1876309871356143
B:facebook/xglm-7.5B,24.2,0.3527,1.4296210472818265,1.2888631418454795,1.0942482035219168
B:codellama/CodeLlama-7b-hf,24.2,0.3527,2.626436938300105,4.8793108149003155,1.890311111978082
B:codellama/CodeLlama-13b-hf,24.2,0.3527,2.082215770345153,3.2466473110354594,1.4521396186972304
B:codellama/CodeLlama-34b-hf,24.2,0.3527,1.4880156483881606,1.4640469451644818,1.1176592064034152
B:codellama/CodeLlama-70b-hf,24.2,0.3527,1.2325823969186103,0.6977471907558308,1.0314221681751197
B:bigcode/starcoderbase-1b,24.2,0.3527,3.55086106820484,7.652583204614519,2.9133916694143682
B:bigcode/starcoderbase-3b,24.2,0.3527,2.522014933876971,4.5660448016309125,1.796948782970628
B:bigcode/starcoderbase-7b,24.2,0.3527,1.8231039031918355,2.469311709575506,1.2864452374253552
B:bigcode/starcoderbase,24.2,0.3527,1.4131827594032949,1.2395482782098846,1.0880219811738263
B:bigcode/starcoder2-15b,24.2,0.3527,2.339716333261595,4.019148999784784,1.644508741618398
B:bigcode/starcoder2-7b,24.2,0.3527,2.9417628461217156,5.825288538365147,2.1991506716725664
B:bigcode/starcoder2-3b,24.2,0.3527,3.8289932552192467,8.48697976565774,3.2933010214190306
B:deepseek-ai/deepseek-coder-1.3b-base,24.2,0.3527,4.325275542860276,9.97582662858083,4.059556465371372
B:deepseek-ai/deepseek-coder-6.7b-base,24.2,0.3527,2.4205920437710815,4.261776131313244,1.7104828014730193
B:deepseek-ai/deepseek-coder-33b-base,24.2,0.3527,1.3773296338368148,1.1319889015104445,1.0750221747189712
B:openlm-research/open_llama_3b_v2,24.2,0.3527,2.522014933876971,4.5660448016309125,1.796948782970628
B:openlm-research/open_llama_7b_v2,24.2,0.3527,1.8705195071771004,2.6115585215313013,1.3146022269724382
B:openlm-research/open_llama_7b,24.2,0.3527,1.8705195071771004,2.6115585215313013,1.3146022269724382
B:openlm-research/open_llama_3b,24.2,0.3527,2.522014933876971,4.5660448016309125,1.796948782970628
B:openlm-research/open_llama_13b,24.2,0.3527,1.5036283312424044,1.510884993727213,1.1242491188275385
B:deepseek-ai/deepseek-llm-67b-base,24.2,0.3527,1.0768247203775927,0.23047416113277808,1.0038898911380931
B:deepseek-ai/deepseek-llm-7b-base,24.2,0.3527,2.388556513401018,4.165669540203054,1.684034076096064
B:deepseek-ai/deepseek-moe-16b-base,24.2,0.3527,3.2998102120686434,6.89943063620593,2.599805150232886
B:stabilityai/stablelm-base-alpha-3b,24.2,0.3527,2.9097457394223265,5.729237218266979,2.165932998639229
B:stabilityai/stablelm-base-alpha-7b-v2,24.2,0.3527,1.9453628345861742,2.8360885037585226,1.3610465439192834
B:stabilityai/stablelm-2-1_6b,24.2,0.3527,3.981117754771322,8.943353264313966,3.515934980258699
B:stabilityai/stablelm-base-alpha-7b,24.2,0.3527,2.1580903798012265,3.4742711394036796,1.5060061127873707
B:RWKV/rwkv-4-169m-pile,24.2,0.3527,4.704706617665312,11.114119852995934,4.7253878157365445
B:RWKV/rwkv-4-430m-pile,24.2,0.3527,3.3844169600710887,7.153250880213266,2.702430852405762
B:RWKV/rwkv-4-1b5-pile,24.2,0.3527,2.1782152784331754,3.5346458352995263,1.520690789341552
B:RWKV/rwkv-4-7b-pile,24.2,0.3527,1.2651502577301577,0.795450773190473,1.0398932301458021
B:RWKV/rwkv-4-14b-pile,24.2,0.3527,0.9907608312037803,-0.027717506388658997,1.0000610717137948
B:RWKV/rwkv-4-3b-pile,24.2,0.3527,1.7057976842000715,2.1173930526002147,1.2211475965697125
B:togethercomputer/RedPajama-INCITE-Base-7B-v0.1,24.2,0.3527,1.8705195071771004,2.6115585215313013,1.3146022269724382
B:togethercomputer/RedPajama-INCITE-Base-3B-v1,24.2,0.3527,2.3311353612892365,3.9934060838677095,1.6376638930949348
B:LLM360/Amber,24.2,0.3527,2.056245957236531,3.168737871709593,1.434249659212701
B:Salesforce/codegen-6B-nl,24.2,0.3527,1.3774703721316812,1.1324111163950437,1.0750716141875023
B:Salesforce/codegen-16B-nl,24.2,0.3527,0.9746374491541082,-0.07608765253767535,1.0004678892532388
B:HuggingFaceTB/SmolLM-135M,24.2,0.3527,6.296001543166904,15.888004629500712,8.348157532469674
B:HuggingFaceTB/SmolLM-360M,24.2,0.3527,4.4412115755827815,10.323634726748345,4.255469367352036
B:HuggingFaceTB/SmolLM-1.7B,24.2,0.3527,3.0741662501434117,6.222498750430235,2.3410347442197317
B:cerebras/Cerebras-GPT-111M,24.2,0.3527,0.9349784474320197,-0.19506465770394077,1.003208470429251
B:cerebras/Cerebras-GPT-256M,24.2,0.3527,0.9349784474320197,-0.19506465770394077,1.003208470429251
B:cerebras/Cerebras-GPT-590M,24.2,0.3527,0.9349784474320197,-0.19506465770394077,1.003208470429251
B:cerebras/Cerebras-GPT-1.3B,24.2,0.3527,0.9349784474320197,-0.19506465770394077,1.003208470429251
B:cerebras/Cerebras-GPT-2.7B,24.2,0.3527,0.9349784474320197,-0.19506465770394077,1.003208470429251
B:cerebras/Cerebras-GPT-6.7B,24.2,0.3527,0.9349784474320197,-0.19506465770394077,1.003208470429251
B:cerebras/btlm-3b-8k-base,24.2,0.3527,2.1391631837991487,3.417489551397446,1.492346935216294
B:h2oai/h2o-danube-1.8b-base,24.2,0.3527,3.0016586590815306,6.004975977244592,2.2624319248563816
B:h2oai/h2o-danube2-1.8b-base,24.2,0.3527,4.422236556889129,10.266709670667389,4.222956006091671
B:h2oai/h2o-danube3-500m-base,24.2,0.3527,7.663729812682498,19.991189438047495,12.666717552926695
B:h2oai/h2o-danube3-4b-base,24.2,0.3527,4.301342677302013,9.904028031906037,4.019926313466292
B:allenai/OLMo-1B-hf,24.2,0.3527,5.168646026851477,12.505938080554433,5.638776884185108
B:allenai/OLMo-7B-hf,24.2,0.3527,2.598867765077599,4.796603295232797,1.8652335379407887
B:allenai/OLMo-7B-0424-hf,24.2,0.3527,2.4231836395580757,4.269550918674227,1.7126405449624607
B:TinyLlama/TinyLlama_v1.1,24.2,0.3527,4.587778056647071,10.763334169941214,4.5125869907314415
B:EleutherAI/pythia-70m,24.2,0.3527,6.193801902729939,15.581405708189818,8.072389632883304
B:EleutherAI/pythia-160m,24.2,0.3527,4.613740081847663,10.841220245542988,4.559243483027536
B:EleutherAI/pythia-410m,24.2,0.3527,3.3410153720751357,7.023046116225407,2.649400826220812
B:EleutherAI/pythia-1b,24.2,0.3527,2.4196916235309547,4.259074870592864,1.7097337525689107
B:EleutherAI/pythia-1.4b,24.2,0.3527,2.149911099171984,3.4497332975159516,1.5000853288930973
B:EleutherAI/pythia-2.8b,24.2,0.3527,1.695133093522812,2.085399280568436,1.2155282832033856
B:EleutherAI/pythia-6.9b,24.2,0.3527,1.232091431476855,0.6962742944305649,1.0313009171612235
B:EleutherAI/pythia-12b,24.2,0.3527,1.0160252909447245,0.04807587283417347,1.0001791707282413
B:meta-llama/Llama-3.2-1B,24.2,0.3527,7.48441295315224,19.453238859456718,12.031270552373076
B:meta-llama/Llama-3.2-3B,24.2,0.3527,5.343356713028565,13.030070139085694,6.01216162560546
B:meta-llama/Llama-4-Scout-17B-16E,24.2,0.3527,5.024531170542207,12.073593511626619,5.343039919070496
B:meta-llama/Llama-4-Maverick-17B-128E,24.2,0.3527,4.0693164625528,9.2079493876584,3.6499203554025694
B:Qwen/Qwen2.5-0.5B,24.2,0.3527,13.206121177334982,36.61836353200495,44.71526401171243
B:Qwen/Qwen2.5-1.5B,24.2,0.3527,8.835993288913253,23.50797986673976,17.3749543080409
B:Qwen/Qwen2.5-3B,24.2,0.3527,6.920795787522498,17.762387362567495,10.172623378803092
B:Qwen/Qwen2.5-7B,24.2,0.3527,5.032520537492231,12.097561612476692,5.359147989485345
B:Qwen/Qwen2.5-14B,24.2,0.3527,3.984025258398089,8.952075775194267,3.520294096672753
B:Qwen/Qwen2.5-32B,24.2,0.3527,3.008035922145088,6.024107766435264,2.269257379047307
B:Qwen/Qwen2.5-72B,24.2,0.3527,2.270840734385319,3.812522203155957,1.5904086433731068
B:Qwen/Qwen3-0.6B-Base,24.2,0.3527,15.783162481036769,44.349487443110306,69.42088724757312
B:Qwen/Qwen3-1.7B-Base,24.2,0.3527,10.859607603662436,29.578822810987308,27.973302086120473
B:Qwen/Qwen3-4B-Base,24.2,0.3527,8.048809888037313,21.146429664111942,14.105679413692378
B:Qwen/Qwen3-8B-Base,24.2,0.3527,6.263357883105068,15.790073649315204,8.259396341592176
B:Qwen/Qwen3-14B-Base,24.2,0.3527,5.087603627651372,12.262810882954117,5.471119453093291
B:Qwen/Qwen3-32B,24.2,0.3527,3.8411785406214665,8.523535621864399,3.310743015385378
B:Qwen/Qwen3-30B-A3B-Base,24.2,0.3527,8.630905188176675,22.89271556453002,16.47968484241873
B:Qwen/Qwen3-235B-A22B,24.2,0.3527,4.420422012506514,10.261266037519544,4.219856050515682
B:google/gemma-3-270m,24.2,0.3527,11.120466912731366,30.3614007381941,29.586688721524975
B:google/gemma-3-1b-pt,24.2,0.3527,4.744812665051522,11.234437995154565,4.799965414677684
B:google/gemma-3-4b-pt,24.2,0.3527,3.754675473574982,8.264026420724946,3.1883840960622756
B:google/gemma-3-12b-pt,24.2,0.3527,3.741006453765282,8.223019361295846,3.169359393033833
B:google/gemma-3-27b-pt,24.2,0.3527,2.9467161231842587,5.840148369552776,2.204327528224256
B:allenai/OLMo-2-0425-1B,24.2,0.3527,5.293200876105923,12.879602628317768,5.903287158147284
B:allenai/OLMo-2-1124-7B,24.2,0.3527,3.0186499167681977,6.055949750304594,2.2806548450510293
B:allenai/OLMo-2-1124-13B,24.2,0.3527,2.630149188968245,4.890447566904735,1.8937113695518208
B:allenai/OLMo-2-0325-32B,24.2,0.3527,2.071480381765638,3.214441145296914,1.444710283623992
B:allenai/OLMoE-1B-7B-0924,24.2,0.3527,6.029744287337782,15.089232862013347,7.642651010971892
B:allenai/Olmo-3-1025-7B,24.2,0.3527,3.473713541074327,7.421140623222982,2.814105518341456
B:allenai/Olmo-3-1125-32B,24.2,0.3527,2.004167841667276,3.0125035250018284,1.3992228451003599
B:HuggingFaceTB/SmolLM2-135M,24.2,0.3527,9.626848987323529,25.880546961970587,21.12625026247265
B:HuggingFaceTB/SmolLM2-360M,24.2,0.3527,8.671496956860121,23.014490870580364,16.65440613859649
B:HuggingFaceTB/SmolLM2-1.7B,24.2,0.3527,7.1618719264572865,18.48561577937186,10.94225715680157
B:HuggingFaceTB/SmolLM3-3B-Base,24.2,0.3527,5.861646590166793,14.58493977050038,7.218633223960859
B:microsoft/Phi-3-mini-4k-instruct,24.2,0.3527,4.05623817082576,9.16871451247728,3.6298232207673333
B:microsoft/Phi-3-small-8k-instruct,24.2,0.3527,3.190686064683349,6.572058194050046,2.471967640136326
B:microsoft/Phi-3-medium-4k-instruct,24.2,0.3527,2.5497547264768134,4.649264179430441,1.8213207454418747
B:microsoft/Phi-3.5-mini-instruct,24.2,0.3527,3.5656926369924085,7.697077910977225,2.9327794733916797
B:microsoft/Phi-3.5-MoE-instruct,24.2,0.3527,3.3450863396827675,7.035259019048302,2.654340385470652
B:microsoft/phi-4,24.2,0.3527,3.2236171315709297,6.670851394712789,2.5100117576848526
B:microsoft/Phi-4-mini-instruct,24.2,0.3527,4.079624491579665,9.238873474738995,3.6658170208940537
B:deepseek-ai/DeepSeek-V2-Lite,24.2,0.3527,5.0410949445074875,12.123284833522462,5.376472892091238
B:deepseek-ai/DeepSeek-V3-Base,24.2,0.3527,2.689520626708141,5.068561880124422,1.9488521403129844
B:moonshotai/Kimi-K2-Base,24.2,0.3527,2.8773448352482025,5.632034505744608,2.1327476230820235
B:zai-org/GLM-4.5-Base,24.2,0.3527,3.307069567516641,6.921208702549923,2.6084898033683475
B:tiiuae/Falcon3-7B-Base,24.2,0.3527,4.640278891310375,10.920836673931126,4.607285116277515
B:tiiuae/falcon-11B,24.2,0.3527,2.900212922603281,5.700638767809844,2.1561244686427847
B:ibm-granite/granite-3.0-2b-base,24.2,0.3527,6.430750193350106,16.292250580050318,8.72133950103175
B:ibm-granite/granite-3.0-8b-base,24.2,0.3527,4.254995980607203,9.764987941821609,3.9439661162085358
B:swiss-ai/Apertus-8B-2509,24.2,0.3527,4.626983968074202,10.880951904222606,4.583173984427156
B:swiss-ai/Apertus-70B-2509,24.2,0.3527,2.1516051912840135,3.4548155738520405,1.501309387031543
B:marin-community/marin-8b-base,24.2,0.3527,4.367588729651684,10.102766188955053,4.130300736495007
B:apple/DCLM-7B,24.2,0.3527,2.598657674067488,4.795973022202464,1.8650436150616014
B:m-a-p/neo_7b,24.2,0.3527,3.0419385621232724,6.125815686369817,2.3058270283277102
B:LLM360/K2,24.2,0.3527,0.9582530478117716,-0.1252408565646853,1.0012896892394008
B:stabilityai/stablelm-3b-4e1t,24.2,0.3527,4.216107999705496,9.648323999116489,3.881025551235881
A:Nemotron 3.5 Lightning,24.2,0.3527,7.25472464542693,18.76417393628079,11.248734071274582
A:LongCat-2.0,24.2,0.3527,3.323895298731808,6.9716858961954244,2.6287060437960554
A:Ring-2.6-1T,24.2,0.3527,1.913585945118445,2.7407578353553346,1.3410312817917835
A:Granite 4.1 30B,24.2,0.3527,2.9121353144341295,5.736405943302389,2.1683975610129695
A:Granite 4.1 8B,24.2,0.3527,4.641649885866238,10.924949657598715,4.60977653999669
A:MiMo-V2.5-Pro,24.2,0.3527,3.1794375225689206,6.538312567706762,2.4590779435351573
A:Solar Open 100B,24.2,0.3527,4.425469305725327,10.276407917175982,4.228482804410733
A:K-EXAONE,24.2,0.3527,2.8644821000011422,5.593446300003427,2.119693290947736
A:Kimi Linear,24.2,0.3527,4.659557930013061,10.978673790039181,4.642406437207455
A:Ling-1T,24.2,0.3527,2.689520626708141,5.068561880124422,1.9488521403129844
A:Granite-4.0-H-Tiny,24.2,0.3527,11.141485375611516,30.42445612683455,29.71927100292315
A:Granite-4.0-H-Micro,24.2,0.3527,6.9209732975281515,17.762919892584456,10.173176363933285
A:Granite-4.0-H-Small,24.2,0.3527,5.133124069879021,12.399372209637065,5.564861321687538
A:Qwen3-Next-80B-A3B,24.2,0.3527,6.554733529461253,16.66420058838376,9.074452647712002
A:Ling-mini-base-2.0-20T,24.2,0.3527,9.492098618910736,25.476295856732207,20.452798995686674
A:Ling-flash-base-2.0-20T,24.2,0.3527,5.648274139546209,13.944822418638626,6.703740735123143
A:LongCat-Flash,24.2,0.3527,3.5112983188638793,7.533894956591638,2.86214938842638
A:Teuken 7B,24.2,0.3527,3.0500629348262986,6.150188804478896,2.3146617224956816
A:NVIDIA-Nemotron-Nano-9B-v2,24.2,0.3527,5.01812423812448,12.054372714373441,5.33014652599459
A:NVIDIA-Nemotron-Nano-12B-v2,24.2,0.3527,4.5339373727121055,10.601812118136316,4.416900168010552
A:Tri-21B,24.2,0.3527,1.7109808719338147,2.132942615801444,1.223898160309817
A:Qwen3-Coder-480B-A35B,24.2,0.3527,2.1580903798012265,3.4742711394036796,1.5060061127873707
A:EXAONE 4.0 (32B),24.2,0.3527,2.7758837928924756,5.327651378677427,2.0316190018779783
A:EXAONE 4.0 (1.2B),24.2,0.3527,8.370055166668937,22.11016550000681,15.385672507200256
A:dots.llm1,24.2,0.3527,3.1620208770403972,6.486062631121191,2.4392258348473073
A:MiMo-7B-Base,24.2,0.3527,5.821242384210837,14.463727152632512,7.1191445846767
A:Seed-Coder,24.2,0.3527,3.3279755020405526,6.983926506121658,2.6336267601577386
A:Pangu Pro MoE,24.2,0.3527,3.415934650103211,7.247803950309633,2.741451224672917
A:Falcon-H1,24.2,0.3527,2.9690008294697483,5.907002488409245,2.227743765711186
A:MamayLM,24.2,0.3527,3.5761535509342792,7.728460652802838,2.946512398558325
A:Trillion-7B,24.2,0.3527,2.388556513401018,4.165669540203054,1.684034076096064
A:Demist-2,24.2,0.3527,7.24852493728649,18.74557481185947,11.228095062678822
A:Nemotron-H 8B,24.2,0.3527,4.637841144381655,10.913523433144965,4.602857479407261
A:Nemotron-H 56B,24.2,0.3527,2.5841378828704795,4.752413648611439,1.851960934630732
A:GLM-4-9B-0414,24.2,0.3527,4.449122611052734,10.347367833158202,4.269076912526488
A:GLM-4-32B-0414,24.2,0.3527,2.8442601077831546,5.5327803233494635,2.0993075409371755
A:Pangu Ultra,24.2,0.3527,1.6363870193893368,1.9091610581680105,1.1855559777188676
A:Hunyuan-TurboS,24.2,0.3527,2.388556513401018,4.165669540203054,1.684034076096064
"A:Ling-lite-1.5 (""Bailing"")",24.2,0.3527,5.644649921821961,13.933949765465883,6.695217484553377
"A:Ling-Plus (""Bailing"")",24.2,0.3527,2.465255424373867,4.395766273121602,1.7480482482604878
A:YandexGPT 5 Lite,24.2,0.3527,4.672499338072562,11.017498014217686,4.6660871232634
A:Step-1,24.2,0.3527,0.6169647314574471,-1.1491058056276586,1.1779063408171693
A:Mistral Small 3,24.2,0.3527,2.522014933876971,4.5660448016309125,1.796948782970628
A:MiniMax-Text-01,24.2,0.3527,1.9332506181802502,2.7997518545407507,1.3533662640994175
A:EXAONE 3.5 2.4B,24.2,0.3527,5.2801025364352245,12.840307609305674,5.875078452807728
A:EXAONE 3.5 7.8B,24.2,0.3527,3.907939999186083,8.723819997558248,3.407510713223712
A:EXAONE 3.5 32B,24.2,0.3527,2.117758648329964,3.3532759449898926,1.4770774237303108
A:Pleias 1.0 350m,24.2,0.3527,5.863122003399414,14.58936601019824,7.22228389706877
A:Pleias 1.0 1.2B,24.2,0.3527,5.748119227943053,14.244357683829158,6.941461328230898
A:INTELLECT-1,24.2,0.3527,1.6494088498207535,1.9482265494622606,1.1920546169054804
A:Hymba,24.2,0.3527,3.7155945776405246,8.146783732921573,3.134214696133898
A:Qwen2.5-Coder (32B),24.2,0.3527,1.9856969995966216,2.957090998789865,1.3870735703956043
A:Hunyuan-Large,24.2,0.3527,1.831723932827347,2.4951717984820405,1.2914899913502174
A:RWKV-5 (Eagle) 7B,24.2,0.3527,1.8888407581981586,2.6665222745944757,1.325746969655123
A:RWKV-6 (Finch) 3B,24.2,0.3527,2.5995942446825606,4.798782734047682,1.86589041522432
A:Telechat2-115B,24.2,0.3527,1.570074254035482,1.7102227621064459,1.1537828191577606
A:Qwen2.5-Coder (7B),24.2,0.3527,3.3135221079017114,6.940566323705134,2.616228209141825
A:Qwen2.5-Coder (1.5B),24.2,0.3527,5.821242384210837,14.463727152632512,7.1191445846767
A:GLA Transformer 1.3B,24.2,0.3527,1.5036283312424044,1.510884993727213,1.1242491188275385
A:GLA Transformer 340M,24.2,0.3527,1.2358993204586322,0.7076979613758965,1.0322464410911902
A:Falcon Mamba,24.2,0.3527,3.4126218121469023,7.237865436440707,2.737329516132483
A:EXAONE 3.0,24.2,0.3527,3.7455373920108563,8.236612176032569,3.175656262647851
A:AFM-on-device,24.2,0.3527,5.3286189062926095,12.985856718877828,5.980028436147642
A:Nemotron-4 340B,24.2,0.3527,1.0321362693394367,0.09640880801831009,1.0007093949811234
A:PLaMo-100B,24.2,0.3527,0.9349784474320197,-0.19506465770394077,1.003208470429251
A:Mamba2-Hybrid,24.2,0.3527,2.6993460217819973,5.0980380653459925,1.958115372026339
A:Samba 3.8B,24.2,0.3527,3.4977518753981727,7.493255626194518,2.8447619038526777
A:MiniCPM-1.2B,24.2,0.3527,3.506080443972349,7.5182413319170465,2.8554424734210624
"A:Mamba 2, 2.7B",24.2,0.3527,1.7118550460199948,2.1355651380599845,1.2243633097671702
A:Granite 20B,24.2,0.3527,1.7844668398046948,2.3534005194140843,1.2642429131035566
A:ALLaM 34B,24.2,0.3527,1.9160643285657755,2.7481929856973264,1.3425767086381009
A:Yi-Large,24.2,0.3527,1.078720636156128,0.2361619084683837,1.0040773214804872
A:Fugaku-LLM,24.2,0.3527,1.068883011512553,0.20664903453765882,1.0031497117366417
A:OpenELM-1.1B,24.2,0.3527,4.290095598470925,9.870286795412776,4.001397868225487
A:OpenELM-3B,24.2,0.3527,3.132400372464208,6.397201117392624,2.4057574818252347
A:OpenELM-450M,24.2,0.3527,6.645166696757917,16.93550009027375,9.337969981163042
A:OpenELM-270M,24.2,0.3527,7.1035844414427665,18.3107533243283,10.752738795924687
A:Arctic,24.2,0.3527,2.1822196734707293,3.546659020412188,1.5236324825610006
A:HGRN2 3B,24.2,0.3527,1.1330277496607495,0.39908324898224845,1.011110497319121
A:HGRN2 1B,24.2,0.3527,1.6494088498207535,1.9482265494622606,1.1920546169054804
A:Viking,24.2,0.3527,1.3823618293762951,1.1470854881288854,1.0767978108006437
A:DBRX,24.2,0.3527,2.522014933876971,4.5660448016309125,1.796948782970628
A:Aramco Metabrain AI,24.2,0.3527,1.052788077563808,0.1583642326914243,1.001877279600531
A:StarCoder 2 15B,24.2,0.3527,2.3516075384285817,4.054822615285746,1.6540432942552057
A:StarCoder 2 7B,24.2,0.3527,2.9088833817216413,5.726650145164924,2.165044157671993
A:StarCoder 2 3B,24.2,0.3527,3.757962775040979,8.273888325122936,3.1929719862335753
A:Griffin,24.2,0.3527,0.958009087583924,-0.125972737248228,1.0013051454119055
A:Hawk,24.2,0.3527,1.223327977744151,0.6699839332324531,1.029169731068997
A:Nemotron-4 15B,24.2,0.3527,3.019980621039028,6.059941863117084,2.2820870843219327
A:DeciCoder-6B,24.2,0.3527,1.1389931695579958,0.41697950867398736,1.012069490891962
A:InternLM2-20B,24.2,0.3527,1.8093231534278889,2.4279694602836663,1.2784492251180737
A:Stable Code 3B,24.2,0.3527,2.8010674271192992,5.403202281357897,2.0563267515832613
A:DeepSeek-LLM-1.3b-base,24.2,0.3527,2.652572241856683,4.957716725570048,1.91436861147955
A:Poro 34B,24.2,0.3527,1.0689990341318343,0.20699710239550284,1.0031599985543402
A:CRYSTALCODER,24.2,0.3527,2.129261121337373,3.3877833640121193,1.485259579736515
A:XVERSE-65B-2,24.2,0.3527,1.284636262027506,0.8539087860825181,1.0453524108321184
A:Mamba-2.8B,24.2,0.3527,1.6900375314635463,2.070112594390639,1.212862482774628
A:SEA-LION V1 3B,24.2,0.3527,2.5041082023275574,4.512324606982672,1.7813810610353535
A:SEA-LION V1 7B,24.2,0.3527,1.8572385030787337,2.571715509236201,1.3066153868088797
A:Granite 13B,24.2,0.3527,2.248180235364335,3.7445407060930056,1.5730297974781322
A:Yuan 2.0,24.2,0.3527,0.46841863148545215,-1.5947441055436435,1.4892494616649048
A:Nemotron-3-8B,24.2,0.3527,2.8575784136754363,5.572735241026309,2.112714817404011
A:HGRN 1B (WT 103),24.2,0.3527,1.6494088498207535,1.9482265494622606,1.1920546169054804
A:Jais-30b (phase 1),24.2,0.3527,0.8292768949972028,-0.5121693150083916,1.0251139915147929
A:XVERSE-13B-2,24.2,0.3527,2.2662452008476643,3.798735602542993,1.5868673729147815
A:DeepSeek Coder 33B,24.2,0.3527,1.3823618293762951,1.1470854881288854,1.0767978108006437
A:BlueLM 70B,24.2,0.3527,0.8303520108104634,-0.5089439675686098,1.0247638183005952
A:BlueLM 130B,24.2,0.3527,0.6674834470146482,-0.9975496589560553,1.1219274180524523
A:BlueLM 175B,24.2,0.3527,0.6010475076969994,-1.1968574769090017,1.19931408428124
A:DeepSeek Coder 1.3B,24.2,0.3527,4.325275542860276,9.97582662858083,4.059556465371372
A:DeepSeek Coder 6.7B,24.2,0.3527,2.4257442856203077,4.277232856860923,1.7147751814675554
