uid,Mstar,rho,w,TD,C_over_Cmin
B:RWKV/rwkv-4-169m-pile,16.0,0.3,4.226220728434506,9.67866218530352,4.949307421697933
B:RWKV/rwkv-4-430m-pile,16.0,0.3,3.1935789019331633,6.58073670579949,2.9025072839890487
B:RWKV/rwkv-4-1b5-pile,16.0,0.3,2.1952844919858565,3.5858534759575695,1.6528275431076243
B:RWKV/rwkv-4-7b-pile,16.0,0.3,1.382893626866315,1.148680880598945,1.0911098672729083
B:RWKV/rwkv-4-14b-pile,16.0,0.3,1.1232586623279301,0.36977598698379044,1.0113158281783858
B:RWKV/rwkv-4-3b-pile,16.0,0.3,1.783125089299193,2.349375267897579,1.3164736447570484
B:togethercomputer/RedPajama-INCITE-Base-7B-v0.1,16.0,0.3,1.9285663871323138,2.7856991613969413,1.423590914703629
B:togethercomputer/RedPajama-INCITE-Base-3B-v1,16.0,0.3,2.3257049910364844,3.9771149731094533,1.7803665550811258
B:LLM360/Amber,16.0,0.3,2.0902796187371657,3.270838856211497,1.557533009545417
B:Salesforce/codegen-6B-nl,16.0,0.3,1.486652208354811,1.4599566250644331,1.1390315277215541
B:Salesforce/codegen-16B-nl,16.0,0.3,1.107691340644956,0.323074021934868,1.0087515966403968
B:HuggingFaceTB/SmolLM-135M,16.0,0.3,5.414746855731799,13.244240567195398,8.493166797369716
B:HuggingFaceTB/SmolLM-360M,16.0,0.3,4.024029966739245,9.072089900217733,4.479994518128525
B:HuggingFaceTB/SmolLM-1.7B,16.0,0.3,2.942797272153272,5.828391816459816,2.5271355026055744
B:cerebras/Cerebras-GPT-111M,16.0,0.3,1.069234599991188,0.20770379997356425,1.0037407604735726
B:cerebras/Cerebras-GPT-256M,16.0,0.3,1.069234599991188,0.20770379997356425,1.0037407604735726
B:cerebras/Cerebras-GPT-590M,16.0,0.3,1.069234599991188,0.20770379997356425,1.0037407604735726
B:cerebras/Cerebras-GPT-1.3B,16.0,0.3,1.069234599991188,0.20770379997356425,1.0037407604735726
B:cerebras/Cerebras-GPT-2.7B,16.0,0.3,1.069234599991188,0.20770379997356425,1.0037407604735726
B:cerebras/Cerebras-GPT-6.7B,16.0,0.3,1.069234599991188,0.20770379997356425,1.0037407604735726
B:cerebras/btlm-3b-8k-base,16.0,0.3,2.1617620627264285,3.4852861881792854,1.6216916720094885
B:h2oai/h2o-danube-1.8b-base,16.0,0.3,2.883654203189908,5.650962609569724,2.44489260407718
B:h2oai/h2o-danube2-1.8b-base,16.0,0.3,4.009401575051201,9.028204725153604,4.44740991553788
B:h2oai/h2o-danube3-500m-base,16.0,0.3,6.400248492509302,16.200745477527907,12.61205714254158
B:h2oai/h2o-danube3-4b-base,16.0,0.3,3.915978706574129,8.747936119722386,4.243578535533266
B:allenai/OLMo-1B-hf,16.0,0.3,4.578186953398489,10.734560860195465,5.853856267531087
B:allenai/OLMo-7B-hf,16.0,0.3,2.5510340491430736,4.653102147429221,2.025091986464375
B:allenai/OLMo-7B-0424-hf,16.0,0.3,2.403590124461157,4.21077037338347,1.861431353728601
B:TinyLlama/TinyLlama_v1.1,16.0,0.3,4.136711163792403,9.41013349137721,4.73714860191541
B:EleutherAI/pythia-70m,16.0,0.3,5.339894038107277,13.01968211432183,8.226931739610066
B:EleutherAI/pythia-160m,16.0,0.3,4.156614409719611,9.469843229158833,4.783714862771312
B:EleutherAI/pythia-410m,16.0,0.3,3.1587104116143103,6.476131234842931,2.8476843842182764
B:EleutherAI/pythia-1b,16.0,0.3,2.4006435807589557,4.201930742276867,1.8582972483006068
B:EleutherAI/pythia-1.4b,16.0,0.3,2.170997155692556,3.512991467077668,1.6302024087861042
B:EleutherAI/pythia-2.8b,16.0,0.3,1.7736383368726099,2.3209150106178296,1.3099317859470228
B:EleutherAI/pythia-6.9b,16.0,0.3,1.3520968348557678,1.0562905045673034,1.0784715470222905
B:EleutherAI/pythia-12b,16.0,0.3,1.1475760314504002,0.44272809435120064,1.0159027151975246
B:meta-llama/Llama-3.2-1B,16.0,0.3,6.272646057997029,15.817938173991088,12.01103503392283
B:meta-llama/Llama-3.2-3B,16.0,0.3,4.70948790091361,11.128463702740829,6.221123034111411
B:meta-llama/Llama-4-Scout-17B-16E,16.0,0.3,4.469380462560613,10.40814138768184,5.56198535749141
B:meta-llama/Llama-4-Maverick-17B-128E,16.0,0.3,3.7355635839047032,8.20669075171411,3.8704138062401165
B:Qwen/Qwen2.5-0.5B,16.0,0.3,10.167613522757948,27.502840568273847,41.89277233000924
B:Qwen/Qwen2.5-1.5B,16.0,0.3,7.223965749748634,18.6718972492459,17.025101946482977
B:Qwen/Qwen2.5-3B,16.0,0.3,5.868533239556536,14.605599718669607,10.243809537002708
B:Qwen/Qwen2.5-7B,16.0,0.3,4.475424517205583,10.426273551616749,5.577906306799094
B:Qwen/Qwen2.5-14B,16.0,0.3,3.6688614475708183,8.006584342712454,3.7391156562388006
B:Qwen/Qwen2.5-32B,16.0,0.3,2.8888645078727513,5.666593523618253,2.452043661105817
B:Qwen/Qwen2.5-72B,16.0,0.3,2.274439118013486,3.8233173540404586,1.7290137276558633
B:Qwen/Qwen3-0.6B-Base,16.0,0.3,11.832321601225361,32.496964803676086,63.81680343294098
B:Qwen/Qwen3-1.7B-Base,16.0,0.3,8.608999344709273,22.82699803412782,26.780100643137956
B:Qwen/Qwen3-4B-Base,16.0,0.3,6.672782557818562,17.018347673455686,13.967844466834142
B:Qwen/Qwen3-8B-Base,16.0,0.3,5.390857936493049,13.172573809479147,8.40752490930126
B:Qwen/Qwen3-14B-Base,16.0,0.3,4.517056680140416,10.551170040421248,5.688501367694871
B:Qwen/Qwen3-32B,16.0,0.3,3.556666492528994,7.669999477586982,3.5261802267663884
B:Qwen/Qwen3-30B-A3B-Base,16.0,0.3,7.081097487263478,18.243292461790436,16.19075460311312
B:Qwen/Qwen3-235B-A22B,16.0,0.3,4.0080021994686845,9.024006598406054,4.444302361859488
B:google/gemma-3-270m,16.0,0.3,8.784584455701347,23.35375336710404,28.249571317404584
B:google/gemma-3-1b-pt,16.0,0.3,4.256845263824592,9.770535791473776,5.023523525899996
B:google/gemma-3-4b-pt,16.0,0.3,3.488422820598266,7.465268461794798,3.4014287475924383
B:google/gemma-3-12b-pt,16.0,0.3,3.477617736527028,7.432853209581085,3.382002957538402
B:google/gemma-3-27b-pt,16.0,0.3,2.8386965059673304,5.516089517901991,2.3839400740181422
B:allenai/OLMo-2-0425-1B,16.0,0.3,4.6718606626567585,11.015581987970275,6.114169092912397
B:allenai/OLMo-2-1124-7B,16.0,0.3,2.8975326189099078,5.692597856729723,2.463980728399598
B:allenai/OLMo-2-1124-13B,16.0,0.3,2.577128337663601,4.7313850129908035,2.055464683191186
B:allenai/OLMo-2-0325-32B,16.0,0.3,2.103444938142783,3.3103348144283493,1.5691212311964855
B:allenai/OLMoE-1B-7B-0924,16.0,0.3,5.219347454883264,12.658042364649793,7.8110868423628625
B:allenai/Olmo-3-1025-7B,16.0,0.3,3.2651101901987998,6.795330570596399,3.0176967340534513
B:allenai/Olmo-3-1125-32B,16.0,0.3,2.0451637397534523,3.135491219260357,1.5186023942306741
B:HuggingFaceTB/SmolLM2-135M,16.0,0.3,7.770371473681112,20.311114421043335,20.50126603026412
B:HuggingFaceTB/SmolLM2-360M,16.0,0.3,7.109414383536902,18.328243150610707,16.35374496663834
B:HuggingFaceTB/SmolLM2-1.7B,16.0,0.3,6.041964237473798,15.125892712421393,10.977369822331086
B:HuggingFaceTB/SmolLM3-3B-Base,16.0,0.3,5.095322736495713,12.285968209487137,7.399557382069233
B:microsoft/Phi-3-mini-4k-instruct,16.0,0.3,3.7253493481753033,8.17604804452591,3.8500776537404406
B:microsoft/Phi-3-small-8k-instruct,16.0,0.3,3.037406737949092,6.112220213847276,2.6636278392792816
B:microsoft/Phi-3-medium-4k-instruct,16.0,0.3,2.509969990027418,4.5299099700822545,1.978157898141526
B:microsoft/Phi-3.5-mini-instruct,16.0,0.3,3.33850365838015,7.015510975140451,3.13973957656032
B:microsoft/Phi-3.5-MoE-instruct,16.0,0.3,3.161983858223093,6.485951574669278,2.8527944254583195
B:microsoft/phi-4,16.0,0.3,3.064051189643561,6.192153568930683,2.7031767125786947
B:microsoft/Phi-4-mini-instruct,16.0,0.3,3.7436107687719975,8.230832306315992,3.8864943858782404
B:deepseek-ai/DeepSeek-V2-Lite,16.0,0.3,4.481909567105109,10.445728701315325,5.595026872966375
B:deepseek-ai/DeepSeek-V3-Base,16.0,0.3,2.626527804403767,4.879583413211301,2.114138477064788
B:moonshotai/Kimi-K2-Base,16.0,0.3,2.7817527186186113,5.345258155855834,2.3086555620287785
B:zai-org/GLM-4.5-Base,16.0,0.3,3.131391457759901,6.394174373279703,2.8053333109274377
B:tiiuae/Falcon3-7B-Base,16.0,0.3,4.176942546913793,9.530827640741379,4.831633588872282
B:tiiuae/falcon-11B,16.0,0.3,2.800546539505352,5.4016396185160565,2.333266873960872
B:ibm-granite/granite-3.0-2b-base,16.0,0.3,5.513162517778099,13.539487553334297,8.852721709548268
B:ibm-granite/granite-3.0-8b-base,16.0,0.3,3.88005991050779,8.640179731523371,4.16715462420567
B:swiss-ai/Apertus-8B-2509,16.0,0.3,4.166761109388548,9.500283328165644,4.8075879196009925
B:swiss-ai/Apertus-70B-2509,16.0,0.3,2.1724521657932767,3.51735649737983,1.631547930659517
B:marin-community/marin-8b-base,16.0,0.3,3.96721940140575,8.90165820421725,4.354466154497603
B:apple/DCLM-7B,16.0,0.3,2.550858637684404,4.652575913053211,2.0248892597130674
B:m-a-p/neo_7b,16.0,0.3,2.9165357845828055,5.7496073537484165,2.490326694678871
B:LLM360/K2,16.0,0.3,1.0918325276781435,0.2754975830344306,1.0064511021823515
B:stabilityai/stablelm-3b-4e1t,16.0,0.3,3.849876525496831,8.549629576490492,4.1037595395045035
A:Nemotron 3.5 Lightning,16.0,0.3,6.108528823797941,15.325586471393823,11.268759985714139
A:LongCat-2.0,16.0,0.3,3.1449377045977434,6.43481311379323,2.8262674488823243
A:Ring-2.6-1T,16.0,0.3,1.9662702588835084,2.8988107766505253,1.4534299672581052
A:Granite 4.1 30B,16.0,0.3,2.8103360033167926,5.431008009950378,2.3461784097101526
A:Granite 4.1 8B,16.0,0.3,4.177992225549943,9.533976676649829,4.834117816466105
A:MiMo-V2.5-Pro,16.0,0.3,3.028296170336111,6.084888511008334,2.6502173586084843
A:Solar Open 100B,16.0,0.3,4.0118944565400065,9.03568336962002,4.45294991127639
A:K-EXAONE,16.0,0.3,2.771171857768592,5.313515573305776,2.2949011891543774
A:Kimi Linear,16.0,0.3,4.19169896591641,9.57509689774923,4.866646043278754
A:Ling-1T,16.0,0.3,2.626527804403767,4.879583413211301,2.114138477064788
A:Granite-4.0-H-Tiny,16.0,0.3,8.798705072338807,23.396115217016423,28.370178484603315
A:Granite-4.0-H-Micro,16.0,0.3,5.868661269435466,14.605983808306398,10.244337573887172
A:Granite-4.0-H-Small,16.0,0.3,4.5514105075652,10.6542315226956,5.780990958855094
A:Qwen3-Next-80B-A3B,16.0,0.3,5.603443619228246,13.810330857684738,9.192207829391318
A:Ling-mini-base-2.0-20T,16.0,0.3,7.67776107605826,20.03328322817478,19.879371146981338
A:Ling-flash-base-2.0-20T,16.0,0.3,4.937124208871559,11.811372626614677,6.898067123185607
A:LongCat-Flash,16.0,0.3,3.295135111100555,6.885405333301666,3.0671485154352527
A:Teuken 7B,16.0,0.3,2.9231600225915537,5.769480067774661,2.4995675641637956
A:NVIDIA-Nemotron-Nano-9B-v2,16.0,0.3,4.464532501639523,10.393597504918569,5.549239746075907
A:NVIDIA-Nemotron-Nano-12B-v2,16.0,0.3,4.095381536334487,9.286144609003461,4.64155530160573
A:Tri-21B,16.0,0.3,1.7877326231947885,2.363197869584366,1.3196707585958685
A:Qwen3-Coder-480B-A35B,16.0,0.3,2.178020539132978,3.5340616173989337,1.6367089489166449
A:EXAONE 4.0 (32B),16.0,0.3,2.6980961510995742,5.094288453298723,2.201895035017239
A:EXAONE 4.0 (1.2B),16.0,0.3,6.898648307306074,17.69594492191822,15.168356416323613
A:dots.llm1,16.0,0.3,3.01418033989591,6.0425410196877305,2.629552120382716
A:MiMo-7B-Base,16.0,0.3,5.065433238441542,12.196299715324624,7.3028137057748985
A:Seed-Coder,16.0,0.3,3.1482210948097973,6.444663284429392,2.8313610370020292
A:Pangu Pro MoE,16.0,0.3,3.2188580699269305,6.656574209780791,2.9427951928406912
A:Falcon-H1,16.0,0.3,2.8569463282109577,5.570838984632873,2.4085207546010796
A:MamayLM,16.0,0.3,3.3468327623709424,7.040498287112827,3.1538391119178164
A:Trillion-7B,16.0,0.3,2.3743437332827373,4.123031199848212,1.8305581398649833
A:Demist-2,16.0,0.3,6.104088338159282,15.312265014477845,11.249149360952014
A:Nemotron-H 8B,16.0,0.3,4.175076013024021,9.525228039072061,4.827218541393229
A:Nemotron-H 56B,16.0,0.3,2.5387304718981514,4.616191415694454,2.0109191722213007
A:GLM-4-9B-0414,16.0,0.3,4.030126053092813,9.090378159278439,4.493627323659184
A:GLM-4-32B-0414,16.0,0.3,2.7545229136316753,5.2635687408950265,2.273406645311634
A:Pangu Ultra,16.0,0.3,1.721218692998867,2.1636560789966013,1.2747826762832233
A:Hunyuan-TurboS,16.0,0.3,2.3743437332827373,4.123031199848212,1.8305581398649833
"A:Ling-lite-1.5 (""Bailing"")",16.0,0.3,4.934429516550008,11.803288549650023,6.88974851372396
"A:Ling-Plus (""Bailing"")",16.0,0.3,2.4390404995586112,4.317121498675833,1.8995552292013607
A:YandexGPT 5 Lite,16.0,0.3,4.201599364239774,9.604798092719323,4.890244354655692
A:Step-1,16.0,0.3,0.7507718761305262,-0.7476843716084214,1.0706243608088584
A:Mistral Small 3,16.0,0.3,2.486724245788405,4.460172737365214,1.9520545259911517
A:MiniMax-Text-01,16.0,0.3,1.9834440239149234,2.95033207174477,1.467301945829687
A:EXAONE 3.5 2.4B,16.0,0.3,4.662025446540265,10.986076339620794,6.086439961563629
A:EXAONE 3.5 7.8B,16.0,0.3,3.6091786299059727,7.827535889717918,3.6246190538755716
A:EXAONE 3.5 32B,16.0,0.3,2.1433496220252217,3.430048866075665,1.6048750424579017
A:Pleias 1.0 350m,16.0,0.3,5.096413607429185,12.289240822287557,7.40310595873954
A:Pleias 1.0 1.2B,16.0,0.3,5.011260475576244,12.033781426728734,7.129850407234928
A:INTELLECT-1,16.0,0.3,1.7328621078878659,2.198586323663598,1.2824431980910858
A:Hymba,16.0,0.3,3.4575144609061956,7.372543382718587,3.346096153555188
A:Qwen2.5-Coder (32B),16.0,0.3,2.0291203375725417,3.087361012717625,1.5050497711859703
A:Hunyuan-Large,16.0,0.3,1.8944904227362949,2.6834712682088844,1.3973528808263647
A:RWKV-5 (Eagle) 7B,16.0,0.3,1.9446219872727748,2.8338659618183244,1.4361938411643649
A:RWKV-6 (Finch) 3B,16.0,0.3,2.5516405930236354,4.654921779070906,2.0257931306381343
A:Telechat2-115B,16.0,0.3,1.6617077795773567,1.9851233387320701,1.2369543671318313
A:Qwen2.5-Coder (7B),16.0,0.3,3.136587555294342,6.409762665883026,2.8133479781467177
A:Qwen2.5-Coder (1.5B),16.0,0.3,5.065433238441542,12.196299715324624,7.3028137057748985
A:GLA Transformer 1.3B,16.0,0.3,1.6016993506583503,1.805098051975051,1.2010951711438782
A:GLA Transformer 340M,16.0,0.3,1.3556504039338164,1.0669512118014493,1.0798910089230382
A:Falcon Mamba,16.0,0.3,3.2162026100755345,6.648607830226604,2.938541626954306
A:EXAONE 3.0,16.0,0.3,3.481200004268891,7.443600012806673,3.3884334657898805
A:AFM-on-device,16.0,0.3,4.698436998444948,11.095310995334845,6.189568074045793
A:Nemotron-4 340B,16.0,0.3,1.163035799323806,0.4891073979714182,1.01917274493318
A:PLaMo-100B,16.0,0.3,1.0692345999911879,0.20770379997356359,1.0037407604735726
A:Mamba2-Hybrid,16.0,0.3,2.634687135528307,4.904061406584921,2.1239783467640176
A:Samba 3.8B,16.0,0.3,3.284318980457476,6.852956941372428,3.0492585322120074
A:MiniCPM-1.2B,16.0,0.3,3.290969648924618,6.872908946773855,3.0602487085530163
"A:Mamba 2, 2.7B",16.0,0.3,1.788509504301877,2.365528512905631,1.3202111048843468
A:Granite 20B,16.0,0.3,1.8528361227673693,2.5585083683021077,1.3662248008086646
A:ALLaM 34B,16.0,0.3,1.9684361545339844,2.905308463601953,1.4551697844894556
A:Yi-Large,16.0,0.3,1.2075368187844848,0.6226104563534545,1.0300345570688543
A:Fugaku-LLM,16.0,0.3,1.1981634809039585,0.5944904427118756,1.027573802576905
A:OpenELM-1.1B,16.0,0.3,3.9072675317741496,8.72180259532245,4.2249454138421125
A:OpenELM-3B,16.0,0.3,2.990146803688347,5.9704404110650415,2.594682095060155
A:OpenELM-450M,16.0,0.3,5.6691334252338885,14.007400275701666,9.44511264980519
A:OpenELM-270M,16.0,0.3,6.000113075396988,15.000339226190963,10.796979619120105
A:Arctic,16.0,0.3,2.1987167751415813,3.5961503254247438,1.656053319390622
A:HGRN2 3B,16.0,0.3,1.2590547210615353,0.7771641631846058,1.0451124367910878
A:HGRN2 1B,16.0,0.3,1.7328621078878659,2.198586323663598,1.2824431980910858
A:Viking,16.0,0.3,1.4911413788019527,1.4734241364058582,1.1412824168063498
A:DBRX,16.0,0.3,2.486724245788405,4.460172737365214,1.9520545259911517
A:Aramco Metabrain AI,16.0,0.3,1.1828002689503483,0.5484008068510449,1.023737560594197
A:StarCoder 2 15B,16.0,0.3,2.3430663164751597,4.02919894942548,1.7981173782539195
A:StarCoder 2 7B,16.0,0.3,2.807666439619176,5.422999318857528,2.342651216786182
A:StarCoder 2 3B,16.0,0.3,3.4910204885904466,7.473061465771339,3.4061121683163265
A:Griffin,16.0,0.3,1.0915960887914373,0.274788266374312,1.0064192448684435
A:Hawk,16.0,0.3,1.3439124263447393,1.0317372790342179,1.0752414716958927
A:Nemotron-4 15B,16.0,0.3,2.8986190411046824,5.695857123314047,2.4654804144162217
A:DeciCoder-6B,16.0,0.3,1.2646909724405953,0.7940729173217858,1.0469154922757054
A:InternLM2-20B,16.0,0.3,1.8747657503384298,2.6242972510152898,1.382482809476677
