model,family,lab,org,date,open_weights,arch,moe,N_total,N_active,N,D,D_src,M,C6,confidence,code,distilled,synthetic,continued,mm,sample,in_A,in_B,uid,core,hf,N_nonemb,N_emb,tied,D_card_verified,base_released,dl30_total,dlall_total,dl30,dl_all,likes,epoch_model,note,D_flag,accessibility,org_cat,country,notable,frontier,C_epoch,C_method,C_D_ratio,D_C_mismatch,year,Cmp,prod,dev,size_class,n_layer,d_model,vocab,n_heads,n_kv_heads,tied_cfg,emb_filled,emb_share,N_head,drop_step,drop_reason,drop_source,deploy,deploy_source,serve,serve_source,f_dup,f_suite,f_repl,f_moe,f_distilled,f_multimodal,f_instruct_only,f_nontransformer,f_D_undoc,f_m3_distilled,f_synthetic,clean,clean_ag,ondevice,local,gen,fam_class,d_audit,w_ref,w_ref_lo,w_ref_hi,Mstar_ref,s_ref,tier,tier_alt,w_primary,serve_model,serve_model_hi,serve_ambiguous,demo,channel,w_lab1,w_lab1_lo,w_lab1_hi,lab_path,w_primary1
Qwen2.5-3B,Qwen2.5,Alibaba,Alibaba,2024-09-19 00:00:00,True,dense,False,3085938688.0,3085938688.0,3085938688.0,18000000000000.0,Qwen2.5 technical report (18T tokens pre-training corpus); Epoch 1.8e13,5832.9091468974775,3.33281378304e+23,Confident,False,False,False,False,False,B,True,True,B:Qwen/Qwen2.5-3B,True,Qwen/Qwen2.5-3B,2774773760.0,311164928.0,True,,True,4752844.0,127709833.0,350521.0,7278731.0,205.0,Qwen2.5-3B,,,,,,,,,,,False,2024,3.33281378304e+23,True,Alibaba,<4B,36.0,2048.0,151936.0,16.0,2.0,True,,0.10083315304027196,311164928.0,,,,server/unspecified,card: no on-device or local statement found,1,"Alibaba Cloud Model Studio / DashScope API serves Qwen (Tongyi Qianwen API, 2023)",False,False,False,False,False,False,False,False,False,False,False,True,True,0,0,Qwen2.5,common-D,,10.917259405209094,8.305119859892654,14.711864950990437,21.738259283146036,0.9084019200347244,1,1,10.917259405209094,1,1,False,0,"managed API (per-token, Alibaba Cloud DashScope / Model Studio)",,,,,10.917259405209094
Qwen2.5-7B,Qwen2.5,Alibaba,Alibaba,2024-09-19 00:00:00,True,dense,False,7615616512.0,7615616512.0,7615616512.0,18000000000000.0,Qwen2.5 technical report (18T tokens pre-training corpus); Epoch 1.8e13,2363.564390569986,8.22486583296e+23,Confident,False,False,False,False,False,B,True,True,B:Qwen/Qwen2.5-7B,True,Qwen/Qwen2.5-7B,6525621760.0,1089994752.0,False,,True,10391129.0,204680748.0,710489.0,21275042.0,319.0,Qwen2.5-7B,,,,,,,,,,,False,2024,8.22486583296e+23,True,Alibaba,4-9B,28.0,3584.0,152064.0,28.0,4.0,False,,0.14312626565196462,544997376.0,,,,server/unspecified,card: no on-device or local statement found,1,"Alibaba Cloud Model Studio / DashScope API serves Qwen (Tongyi Qianwen API, 2023)",False,False,False,False,False,False,False,False,False,False,False,True,True,0,0,Qwen2.5,common-D,,7.440978376597239,5.656159083129979,9.869883424931484,21.59704426961411,0.8656090705564851,1,1,7.440978376597239,1,1,False,0,"managed API (per-token, Alibaba Cloud DashScope / Model Studio)",,,,,7.440978376597239
Qwen2.5-14B,Qwen2.5,Alibaba,Alibaba,2024-09-19 00:00:00,True,dense,False,14770033664.0,14770033664.0,14770033664.0,18000000000000.0,Qwen2.5 technical report (18T tokens pre-training corpus); Epoch 1.8e13,1218.6837491015756,1.595163635712e+24,Confident,False,False,False,False,False,B,True,True,B:Qwen/Qwen2.5-14B,True,Qwen/Qwen2.5-14B,13212898304.0,1557135360.0,False,,True,2137180.0,52882765.0,78209.0,4030704.0,157.0,Qwen2.5-14B,,,,,,,,,,,False,2024,1.595163635712e+24,True,Alibaba,9-16B,48.0,5120.0,152064.0,40.0,8.0,False,,0.10542530879907952,778567680.0,,,,server/unspecified,card: no on-device or local statement found,1,"Alibaba Cloud Model Studio / DashScope API serves Qwen (Tongyi Qianwen API, 2023)",False,False,False,False,False,False,False,False,False,False,False,True,True,0,0,Qwen2.5,common-D,,5.6176148296012,4.285767975445915,7.33851704510758,21.49407827322451,0.821988507519126,1,1,5.6176148296012,1,1,False,0,"managed API (per-token, Alibaba Cloud DashScope / Model Studio)",,,,,5.6176148296012
Qwen2.5-32B,Qwen2.5,Alibaba,Alibaba,2024-09-17 00:00:00,True,dense,False,32763876352.0,32763876352.0,32763876352.0,18000000000000.0,Qwen2.5 technical report (18T tokens pre-training corpus); Epoch 1.8e13,549.3855429869253,3.538498646016e+24,Confident,False,False,False,False,False,B,True,True,B:Qwen/Qwen2.5-32B,True,Qwen/Qwen2.5-32B,31206740992.0,1557135360.0,False,,True,2121320.0,35418964.0,41221.0,4293544.0,184.0,Qwen2.5-32B,,,,,,,,,,,False,2024,3.538498646016e+24,True,Alibaba,16-40B,64.0,5120.0,152064.0,40.0,8.0,False,,0.04752598084765225,778567680.0,,,,server/unspecified,card: no on-device or local statement found,1,"Alibaba Cloud Model Studio / DashScope API serves Qwen (Tongyi Qianwen API, 2023)",False,False,False,False,False,False,False,False,False,False,False,True,True,0,0,Qwen2.5,common-D,,4.006064001046801,3.0714727052929867,5.207056527651107,21.370882098126632,0.7503784263709476,1,1,4.006064001046801,1,1,False,0,"managed API (per-token, Alibaba Cloud DashScope / Model Studio)",,,,,4.006064001046801
Qwen2.5-72B,Qwen2.5,Alibaba,Alibaba,2024-09-19 00:00:00,True,dense,False,72706203648.0,72706203648.0,72706203648.0,18000000000000.0,Qwen2.5 technical report (18T tokens pre-training corpus); Epoch 1.8e13,247.57172148810363,7.852269993984e+24,Confident,False,False,False,False,False,B,True,True,B:Qwen/Qwen2.5-72B,True,Qwen/Qwen2.5-72B,70214787072.0,2491416576.0,False,,True,376380.0,9567200.0,50337.0,752991.0,104.0,Qwen2.5-72B,,,,,,,,,,,False,2024,7.852269993984e+24,True,Alibaba,40-80B,80.0,8192.0,152064.0,64.0,8.0,False,,0.034266905036906437,1245708288.0,,,,server/unspecified,card: no on-device or local statement found,1,"Alibaba Cloud Model Studio / DashScope API serves Qwen (Tongyi Qianwen API, 2023)",False,False,False,False,False,False,False,False,False,False,False,True,True,0,0,Qwen2.5,common-D,,2.8563728297133966,2.1750861948593587,3.7390229748303643,21.248334714323654,0.6499056462106391,1,1,2.8563728297133966,1,1,False,0,"managed API (per-token, Alibaba Cloud DashScope / Model Studio)",,,,,2.8563728297133966
Qwen3-0.6B-Base,Qwen3,Alibaba,Alibaba,2025-04-29 00:00:00,True,dense,False,596049920.0,596049920.0,596049920.0,36000000000000.0,Qwen3 card and technical report: pre-trained on 36T tokens,60397.62575590984,1.2874678272e+23,Confident,False,False,False,False,False,B,False,True,B:Qwen/Qwen3-0.6B-Base,True,Qwen/Qwen3-0.6B-Base,440467456.0,155582464.0,True,True,True,27382186.0,231187817.0,719631.0,7627729.0,195.0,Qwen3-0.6B,,,,,,,,,,,False,2025,1.2874678272e+23,True,Alibaba,<4B,28.0,1024.0,151936.0,16.0,8.0,True,,0.26102253985706436,155582464.0,,,,server/unspecified,card: no on-device or local statement found,1,"Alibaba Cloud Model Studio / DashScope API serves Qwen (Tongyi Qianwen API, 2023)",False,False,False,False,False,False,False,False,False,False,False,True,True,0,0,Qwen3,common-D,,29.563227837013635,21.07811731608051,42.95938488195599,21.88794379051658,0.9661741943229899,0,1,29.563227837013635,1,1,False,0,"managed API (per-token, Alibaba Cloud DashScope / Model Studio)",,,,,29.563227837013635
Qwen3-1.7B-Base,Qwen3,Alibaba,Alibaba,2025-04-29 00:00:00,True,dense,False,1720574976.0,1720574976.0,1720574976.0,36000000000000.0,Qwen3 card and technical report: pre-trained on 36T tokens,20923.23816291514,3.71644194816e+23,Confident,False,False,False,False,False,B,True,True,B:Qwen/Qwen3-1.7B-Base,True,Qwen/Qwen3-1.7B-Base,1409410048.0,311164928.0,True,True,True,5119977.0,70332895.0,1544532.0,7881770.0,79.0,Qwen3-1.7B,,,,,,,,,,,False,2025,3.71644194816e+23,True,Alibaba,<4B,28.0,2048.0,151936.0,16.0,8.0,True,,0.18084938601362055,311164928.0,,,,server/unspecified,card: no on-device or local statement found,1,"Alibaba Cloud Model Studio / DashScope API serves Qwen (Tongyi Qianwen API, 2023)",False,False,False,False,False,False,False,False,False,False,False,True,True,0,0,Qwen3,common-D,,18.85301394765291,13.780265473408619,26.367119547768453,21.721178904747088,0.9469580830536385,0,1,18.85301394765291,1,1,False,0,"managed API (per-token, Alibaba Cloud DashScope / Model Studio)",,,,,18.85301394765291
Qwen3-4B-Base,Qwen3,Alibaba,Alibaba,2025-04-29 00:00:00,True,dense,False,4022468096.0,4022468096.0,4022468096.0,36000000000000.0,Qwen3 card and technical report: pre-trained on 36T tokens,8949.729156534248,8.68853108736e+23,Confident,False,False,False,False,False,B,True,True,B:Qwen/Qwen3-4B-Base,True,Qwen/Qwen3-4B-Base,3633511936.0,388956160.0,True,True,True,8573354.0,103771442.0,1529748.0,22603255.0,98.0,Qwen3-4B,,,,,,,,,,,False,2025,8.68853108736e+23,True,Alibaba,4-9B,36.0,2560.0,151936.0,32.0,8.0,True,,0.09669589682682223,388956160.0,,,,server/unspecified,card: no on-device or local statement found,1,"Alibaba Cloud Model Studio / DashScope API serves Qwen (Tongyi Qianwen API, 2023)",False,False,False,False,False,False,False,False,False,False,False,True,True,0,0,Qwen3,common-D,,13.148285196780728,9.7422850438918,18.15580296041319,21.58850073013408,0.923944454730504,0,0,13.148285196780728,1,1,False,0,"managed API (per-token, Alibaba Cloud DashScope / Model Studio)",,,,,13.148285196780728
Qwen3-8B-Base,Qwen3,Alibaba,Alibaba,2025-04-29 00:00:00,True,dense,False,8190735360.0,8190735360.0,8190735360.0,36000000000000.0,Qwen3 card and technical report: pre-trained on 36T tokens,4395.209760506778,1.76919883776e+24,Confident,False,False,False,False,False,B,True,True,B:Qwen/Qwen3-8B-Base,True,Qwen/Qwen3-8B-Base,6946075648.0,1244659712.0,False,True,True,13148056.0,137567081.0,473878.0,12479113.0,127.0,Qwen3-8B,,,,,,,,,,,False,2025,1.76919883776e+24,True,Alibaba,4-9B,36.0,4096.0,151936.0,32.0,8.0,False,,0.15195945874144323,622329856.0,,,,server/unspecified,card: no on-device or local statement found,1,"Alibaba Cloud Model Studio / DashScope API serves Qwen (Tongyi Qianwen API, 2023)",False,False,False,False,False,False,False,False,False,False,False,True,True,0,0,Qwen3,common-D,,9.723311454394326,7.2155846379363835,13.248569503904973,21.478026402973782,0.8971543794837444,1,1,9.723311454394326,1,1,False,0,"managed API (per-token, Alibaba Cloud DashScope / Model Studio)",,,,,9.723311454394326
Qwen3-14B-Base,Qwen3,Alibaba,Alibaba,2025-04-29 00:00:00,True,dense,False,14768307200.0,14768307200.0,14768307200.0,36000000000000.0,Qwen3 card and technical report: pre-trained on 36T tokens,2437.6524345322396,3.1899543552e+24,Confident,False,False,False,False,False,B,True,True,B:Qwen/Qwen3-14B-Base,True,Qwen/Qwen3-14B-Base,13212482560.0,1555824640.0,False,True,True,2580700.0,30894817.0,409500.0,2337511.0,58.0,Qwen3-14B,,,,,,,,,,,False,2025,3.1899543552e+24,True,Alibaba,9-16B,40.0,5120.0,151936.0,40.0,8.0,False,,0.1053488811500346,777912320.0,,,,server/unspecified,card: no on-device or local statement found,1,"Alibaba Cloud Model Studio / DashScope API serves Qwen (Tongyi Qianwen API, 2023)",False,False,False,False,False,False,False,False,False,False,False,True,True,0,0,Qwen3,common-D,,7.571378670676145,5.601005348814152,10.215211351676517,21.386876332764874,0.8679236578309063,1,1,7.571378670676145,1,1,False,0,"managed API (per-token, Alibaba Cloud DashScope / Model Studio)",,,,,7.571378670676145
OLMo-2-0425-1B,OLMo-2,AI2,,2025-04-17 22:45:45,True,dense,False,1484916736.0,1484916736.0,1484916736.0,4050000000000.0,card: stage 1 4T + stage 2 50B,2727.4256541209866,3.60834766848e+22,,False,False,False,False,False,B,False,True,B:allenai/OLMo-2-0425-1B,True,allenai/OLMo-2-0425-1B,1073874944.0,411041792.0,False,True,True,863855.0,7772649.0,790638.0,6987741.0,82.0,,,,,,,,,,,,False,2025,3.60834766848e+22,True,AI2,<4B,16.0,2048.0,100352.0,16.0,16.0,False,,0.27681134034979316,205520896.0,,,,server/unspecified,card: no on-device or local statement found,0,non-profit research institute (demo playground only),False,False,False,False,False,False,False,False,False,False,False,True,True,0,0,OLMo-2,size-specific-D,,7.834719517998362,6.2248183292872366,10.00267668539605,22.089737466518198,0.8723630121406716,0,1,20.174240891600228,0,0,False,0,none documented,5.115492307872314,3.5733976933928013,7.7065317258387935,ai2,5.115492307872314
OLMo-2-1124-7B,OLMo-2,AI2,"Allen Institute for AI,University of Washington,New York University (NYU)",2024-12-31 00:00:00,True,dense,False,7298617344.0,7298617344.0,7298617344.0,4050000000000.0,card: stage 1 4T + stage 2 50B (3-run soup),554.8996212727055,1.773564014592e+23,Confident,False,False,False,False,False,B,True,True,B:allenai/OLMo-2-1124-7B,True,allenai/OLMo-2-1124-7B,6476533760.0,822083584.0,False,True,True,109914.0,2101716.0,72492.0,1503098.0,70.0,OLMo 2 Furious 7B,,,,,,,,,,,False,2024,1.773564014592e+23,True,AI2,4-9B,32.0,4096.0,100352.0,32.0,32.0,False,,0.11263552331261939,411041792.0,,,,server/unspecified,card: no on-device or local statement found,0,non-profit research institute (demo playground only),False,False,False,False,False,False,False,False,False,False,False,True,True,0,0,OLMo-2,size-specific-D,,3.986234596660721,3.211277130271705,4.935189274344411,21.83742002859874,0.7491366913433287,1,1,4.052488056189682,0,0,False,0,none at release (Ai2 Playground from Mar 2025),2.1388044816316594,1.7429972156297817,2.7687660362908533,ai2,2.1388044816316594
OLMo-2-1124-13B,OLMo-2,AI2,"Allen Institute for AI,University of Washington,New York University (NYU)",2024-12-31 00:00:00,True,dense,False,13716198400.0,13716198400.0,13716198400.0,5150000000000.0,card: stage 1 5T (1.2 epochs) + stage 2 100B x3 / 300B x1 soup (mean 150B),375.46846799766325,4.2383053056e+23,Confident,False,False,False,False,False,B,True,True,B:allenai/OLMo-2-1124-13B,True,allenai/OLMo-2-1124-13B,12688593920.0,1027604480.0,False,True,True,25943.0,520330.0,9636.0,282605.0,69.0,OLMo 2 Furious 13B,,,,,,,,,,,False,2024,4.2383053056e+23,True,AI2,9-16B,40.0,5120.0,100352.0,40.0,40.0,False,,0.07491904462390975,513802240.0,,,,server/unspecified,card: no on-device or local statement found,0,non-profit research institute (demo playground only),False,False,False,False,False,False,False,False,False,False,False,True,True,0,0,OLMo-2,size-specific-D,,3.3823441819031577,2.7177250099216748,4.206134977879613,21.700597307445275,0.704347060435072,1,1,2.5916690686886463,0,0,False,1,research demo (Ai2 Playground),1.6776252385045005,1.3987515500956356,2.1064158446138217,ai2,1.6776252385045005
OLMo-2-0325-32B,OLMo-2,AI2,Allen Institute for AI,2025-03-13 00:00:00,True,dense,False,32234279936.0,32234279936.0,32234279936.0,6150000000000.0,card: stage 1 6T (1.5 epochs) + stage 2 100B x3 / 300B x1 soup (mean 150B),190.79067415839916,1.1894449296384e+24,Confident,False,False,False,False,False,B,True,True,B:allenai/OLMo-2-0325-32B,True,allenai/OLMo-2-0325-32B,31206675456.0,1027604480.0,False,True,True,102030.0,578437.0,7240.0,319578.0,66.0,OLMo 2 32B,,,,,,,,,,,False,2025,1.1894449296384e+24,True,AI2,16-40B,64.0,5120.0,100352.0,40.0,8.0,False,,0.031879244147543284,513802240.0,,,,server/unspecified,card: no on-device or local statement found,0,non-profit research institute (demo playground only),False,False,False,False,False,False,False,False,False,False,False,True,True,0,0,OLMo-2,size-specific-D,,2.540531887552256,2.012745341564039,3.1981041953571188,21.539638750491804,0.6063816380736409,1,1,1.2770480396458865,0,0,False,1,research demo (Ai2 Playground),1.1420935201411113,0.9668008704523036,1.395239595877325,ai2,1.1420935201411113
Olmo-3-1025-7B,Olmo-3,AI2,,2025-09-12 19:24:57,True,dense,False,7298011136.0,7298011136.0,7298011136.0,6030000000000.0,card: stage 1 5.93T + stage 2 100B,826.2525073790187,2.6404204290048e+23,,False,False,False,False,False,B,False,True,B:allenai/Olmo-3-1025-7B,True,allenai/Olmo-3-1025-7B,6476533760.0,821477376.0,False,True,True,518515.0,4596530.0,112370.0,1155873.0,88.0,,,,,,,,,,,,False,2025,2.6404204290048e+23,True,AI2,4-9B,32.0,4096.0,100278.0,32.0,32.0,False,,0.11256181453982372,410738688.0,,,,server/unspecified,card: no on-device or local statement found,0,non-profit research institute (demo playground only),False,False,False,False,False,False,False,False,False,False,False,True,True,0,0,Olmo-3,common-D,,4.731512601723413,3.747603802257888,5.9676644351418275,21.77481341220056,0.788651096557207,1,1,5.401176089967331,0,0,False,1,research demo (Ai2 Playground); third-party API (OpenRouter),2.5000916284469503,1.9821089107041192,3.33561515434894,ai2,2.5000916284469503
Olmo-3-1125-32B,Olmo-3,AI2,Allen Institute for AI,2025-11-20 00:00:00,True,dense,False,32233522176.0,32233522176.0,32233522176.0,5600000000000.0,card: stage 1 5.50T + stage 2 100B,173.73217762002974,1.0830463451136e+24,Confident,False,False,False,False,False,B,True,True,B:allenai/Olmo-3-1125-32B,True,allenai/Olmo-3-1125-32B,31206675456.0,1026846720.0,False,True,True,61160.0,626411.0,35171.0,298651.0,127.0,Olmo 3,,,,,,,,,,,False,2025,1.0830463451136e+24,True,AI2,16-40B,64.0,5120.0,100278.0,40.0,8.0,False,,0.03185648513349737,513423360.0,,,,server/unspecified,card: no on-device or local statement found,0,non-profit research institute (demo playground only),False,False,False,False,False,False,False,False,False,False,False,True,True,0,0,Olmo-3,common-D,,2.4401251592773328,1.9403651082466236,3.064459740324482,21.55420619556275,0.5901849558011361,1,1,1.1935752439146199,0,0,False,1,research demo (Ai2 Playground); third-party API (OpenRouter),1.1009104000689618,0.9337538344351044,1.3401079594706262,ai2,1.1009104000689618
SmolLM2-135M,SmolLM2,Hugging Face,,2024-10-31 00:46:04,True,dense,False,134515008.0,134515008.0,134515008.0,2000000000000.0,card: 2T,14868.229424630446,1.614180096e+21,,False,False,True,False,False,B,False,True,B:HuggingFaceTB/SmolLM2-135M,True,HuggingFaceTB/SmolLM2-135M,106203456.0,28311552.0,True,True,True,3485370.0,36438596.0,1838046.0,20793714.0,235.0,,,,,,,,,,,,False,2024,1.614180096e+21,True,Hugging Face,<4B,30.0,576.0,49152.0,9.0,3.0,True,,0.21047132525167744,28311552.0,,,,ondevice,card: 'lightweight enough to run on-device',0,hub/platform; SmolLM not served as a first-party product (third-party hosting only),False,False,False,False,False,False,False,False,False,False,True,True,True,1,1,SmolLM2,size-specific-D,,16.020520283377447,12.431847356513307,21.23302283028582,22.59049383294714,0.9375800546853913,0,1,16.020520283377447,0,0,False,0,none (on-device target),,,,,16.020520283377447
SmolLM2-360M,SmolLM2,Hugging Face,,2024-10-31 00:43:11,True,dense,False,361821120.0,361821120.0,361821120.0,4000000000000.0,card: 4T,11055.186607127853,8.68370688e+21,,False,False,True,False,False,B,False,True,B:HuggingFaceTB/SmolLM2-360M,True,HuggingFaceTB/SmolLM2-360M,314635200.0,47185920.0,True,True,True,882945.0,9935101.0,576019.0,2194282.0,133.0,,,,,,,,,,,,False,2024,8.68370688e+21,True,Hugging Face,<4B,32.0,960.0,49152.0,15.0,5.0,True,,0.13041228770725155,47185920.0,,,,ondevice,card: 'lightweight enough to run on-device',0,hub/platform; SmolLM not served as a first-party product (third-party hosting only),False,False,False,False,False,False,False,False,False,False,True,True,True,1,1,SmolLM2,size-specific-D,,14.187999867403722,10.968262782501744,18.812527160757526,22.31791281947624,0.929517901794075,0,1,14.187999867403722,0,0,False,0,none (on-device target),,,,,14.187999867403722
SmolLM2-1.7B,SmolLM2,Hugging Face,,2024-10-30 22:50:10,True,dense,False,1711376384.0,1711376384.0,1711376384.0,11000000000000.0,card: 11T,6427.574964128989,1.12950841344e+23,,False,False,True,False,False,B,False,True,B:HuggingFaceTB/SmolLM2-1.7B,True,HuggingFaceTB/SmolLM2-1.7B,1610713088.0,100663296.0,True,True,True,495184.0,4535268.0,243327.0,1591445.0,160.0,,,,,,,,,,,,False,2024,1.12950841344e+23,True,Hugging Face,<4B,24.0,2048.0,49152.0,32.0,32.0,True,,0.058820080106936845,100663296.0,,,,ondevice,card: 'lightweight enough to run on-device',0,hub/platform; SmolLM not served as a first-party product (third-party hosting only),False,False,False,False,False,False,False,False,False,False,True,True,True,1,1,SmolLM2,size-specific-D,,11.341912093495042,8.691075118824426,15.06087670421764,21.908623742479058,0.9118314450194397,0,1,11.341912093495042,0,0,False,0,none (on-device target),,,,,11.341912093495042
SmolLM3-3B-Base,SmolLM3,Hugging Face,,2025-06-19 11:33:11,True,dense,False,3075098624.0,3075098624.0,3075098624.0,11200000000000.0,card: 11.2T,3642.1596083417194,2.066466275328e+23,,False,False,True,False,False,B,False,True,B:HuggingFaceTB/SmolLM3-3B-Base,True,HuggingFaceTB/SmolLM3-3B-Base,2812430336.0,262668288.0,True,True,True,1243008.0,7764135.0,625491.0,1923220.0,174.0,,,,,,,,,,,,False,2025,2.066466275328e+23,True,Hugging Face,<4B,36.0,2048.0,128256.0,16.0,4.0,True,,0.08541784187016699,262668288.0,,,,ondevice,SmolLM3 card: small model family designed for local/on-device deployment,0,hub/platform; SmolLM not served as a first-party product (third-party hosting only),False,False,False,False,False,False,False,False,False,False,True,True,True,1,1,SmolLM3,singleton,,8.913539383807574,6.899859001367783,11.745954174650329,21.813351960853087,0.887811120034247,1,1,8.913539383807574,0,0,False,0,none (local/on-device target),,,,,8.913539383807574
Falcon3-7B-Base,Falcon3,TII,Technology Innovation Institute,2024-12-17 00:00:00,True,dense,False,7455550464.0,7455550464.0,7455550464.0,14000000000000.0,card: 14 teratokens,1877.7956191968176,6.26266238976e+23,Confident,False,False,False,False,False,B,True,True,B:tiiuae/Falcon3-7B-Base,True,tiiuae/Falcon3-7B-Base,6650244096.0,805306368.0,False,True,True,16550.0,694534.0,4697.0,159599.0,40.0,Falcon3-7B,,,,,,,,,,,False,2024,6.26266238976e+23,True,TII,4-9B,28.0,3072.0,131072.0,12.0,4.0,False,,0.10801434071012139,402653184.0,,,,server/unspecified,card: no on-device or local statement found,0,no first-party commercial LLM API (Falcon served by third parties),False,False,False,False,False,False,False,False,False,False,False,True,True,0,0,Falcon3,singleton,,6.7383767726828285,5.1743138068907575,8.837916887435235,21.639554647086673,0.8515963066870987,1,1,6.7383767726828285,0,0,False,0,none documented,,,,,6.7383767726828285
falcon-11B,Falcon2,TII,Technology Innovation Institute,2024-05-09 00:00:00,True,dense,False,11102822400.0,11102822400.0,11102822400.0,5500000000000.0,"Epoch 5.5e12; card: over 5,000B tokens",495.3695377492483,3.663931392e+23,Confident,False,False,False,False,False,B,True,True,B:tiiuae/falcon-11B,True,tiiuae/falcon-11B,10570145792.0,532676608.0,False,True,True,3115.0,587061.0,3115.0,587061.0,219.0,Falcon 2 11B,,,,,,,,,,,False,2024,3.663931392e+23,True,TII,9-16B,60.0,4096.0,65024.0,32.0,32.0,False,,0.04797668455905413,266338304.0,,,,server/unspecified,card: no on-device or local statement found,0,no first-party commercial LLM API (Falcon served by third parties),False,False,False,False,False,False,False,False,False,False,False,True,True,0,0,Falcon2,singleton,,3.805993143498089,3.0467526051571774,4.754312432225415,21.723409024509362,0.7372564893585437,0,0,3.805993143498089,0,0,False,0,none documented,,,,,3.805993143498089
granite-3.0-2b-base,Granite-3.0,IBM,IBM,2024-10-21 00:00:00,True,dense,False,2533525504.0,2533525504.0,2533525504.0,12000000000000.0,card: 10T + 2T,4736.482810634458,1.82413836288e+23,Confident,False,False,False,False,False,B,True,True,B:ibm-granite/granite-3.0-2b-base,True,ibm-granite/granite-3.0-2b-base,2432862208.0,100663296.0,True,True,True,7814.0,324946.0,2596.0,90766.0,25.0,Granite 3.0 2B,,,,,,,,,,,False,2024,1.82413836288e+23,True,IBM,<4B,40.0,2048.0,49152.0,32.0,8.0,True,,0.039732497597150696,100663296.0,,,,server/unspecified,card: no on-device or local statement found,1,watsonx.ai (GA Jul 2023) serves Granite,False,False,False,False,False,False,False,False,False,False,False,True,True,0,0,Granite-3.0,common-D,,9.969034078997668,7.675191896682402,13.238770918183771,21.832990700660943,0.8996893789232041,1,1,9.969034078997668,1,1,False,0,managed API (IBM watsonx),,,,,9.969034078997668
granite-3.0-8b-base,Granite-3.0,IBM,IBM,2024-10-21 00:00:00,True,dense,False,8170835968.0,8170835968.0,8170835968.0,12000000000000.0,card: 10T + 2T,1468.6379762115425,5.88300189696e+23,Confident,False,False,False,False,False,B,True,True,B:ibm-granite/granite-3.0-8b-base,True,ibm-granite/granite-3.0-8b-base,7969509376.0,201326592.0,True,True,True,34598.0,1127593.0,8537.0,96628.0,27.0,Granite 3.0 8B,,,,,,,,,,,False,2024,5.88300189696e+23,True,IBM,4-9B,40.0,4096.0,49152.0,32.0,8.0,True,,0.024639656552703948,201326592.0,,,,server/unspecified,card: no on-device or local statement found,1,watsonx.ai (GA Jul 2023) serves Granite,False,False,False,False,False,False,False,False,False,False,False,True,True,0,0,Granite-3.0,common-D,,6.065254501907896,4.681562162310704,7.875469205516856,21.64932046965352,0.8351264568229678,1,1,6.065254501907896,1,1,False,0,managed API (IBM watsonx),,,,,6.065254501907896
Apertus-8B-2509,Apertus,Swiss AI,,2025-09-02 00:50:39,True,dense,False,8053338176.0,8053338176.0,8053338176.0,15000000000000.0,card: 15T,1862.5816614409612,7.2480043584e+23,,False,False,False,False,False,B,False,True,B:swiss-ai/Apertus-8B-2509,True,swiss-ai/Apertus-8B-2509,6979596352.0,1073741824.0,False,True,True,489217.0,4083027.0,11607.0,200500.0,172.0,,,,,,,,,,,,False,2025,7.2480043584e+23,True,Swiss AI,4-9B,32.0,4096.0,131072.0,32.0,8.0,False,,0.1333287887003045,536870912.0,,,,server/unspecified,card: no on-device or local statement found,0,public research consortium (ETH/EPFL/CSCS); hosting by third parties,False,False,False,False,False,False,False,False,False,False,False,True,True,0,0,Apertus,common-D,,6.718012933819263,5.149233805388565,8.824154694567852,21.616753942349476,0.8511464610367326,1,1,6.718012933819263,0,0,False,0,none (self-deployment; hosting by third parties),,,,,6.718012933819263
Apertus-70B-2509,Apertus,Swiss AI,"ETH Zurich,Ecole Polytechnique F´ed´erale de Lausanne (EPFL),Swiss National Supercomputing Centre (CSCS),Swisscom",2025-09-02 00:00:00,True,dense,False,70599864480.0,70599864480.0,70599864480.0,15000000000000.0,card: 15T,212.46499707162045,6.3539878032e+24,Confident,False,False,False,False,False,B,True,True,B:swiss-ai/Apertus-70B-2509,True,swiss-ai/Apertus-70B-2509,68452380832.0,2147483648.0,False,True,True,97121.0,526196.0,74972.0,110240.0,159.0,Apertus 70B,,,,,,,,,,,False,2025,6.3539878032e+24,True,Swiss AI,40-80B,80.0,8192.0,131072.0,64.0,8.0,False,,0.03041767379891147,1073741824.0,,,,server/unspecified,card: no on-device or local statement found,0,public research consortium (ETH/EPFL/CSCS); hosting by third parties,False,False,False,False,False,False,False,False,False,False,False,True,True,0,0,Apertus,common-D,,2.673888514371844,2.0522543259376382,3.4784793792703117,21.280816171066125,0.6260128293961716,1,1,2.673888514371844,0,0,False,0,none (self-deployment; hosting by third parties),,,,,2.673888514371844
