gC,sigma,scenario,spec,stock,year,C,m_D,w_sigma,D_w,U,r_obs,r_opt,life_penalty,train_penalty,N_ratio,ratio_proc,ratio_proc_vs_w,w_hat_proc,shadow_usd_per_Mtok,epochs,s_true_c,s_hat_proc,extra_life_usd_bn
hat,0.7,baseline,D15,490T,2027.5,3.285282740472747e+27,1.2508928117367921,1.2115225766119495,132018985276366.69,581244192641755.1,0.22713170634245883,0.18157567475913433,0.0,0.0,1.0,1.0,1.0,1.2115225766119495,0.0,0.22713170634245883,,,
hat,0.7,baseline,D15,490T,2028.0,7.3913872517505e+27,1.2508928117367921,1.2115225766119495,197443416435509.75,595598062500000.1,0.33150446394460814,0.2650142848645308,0.0,0.0,1.0,1.0,1.0,1.2115225766119495,0.0,0.33150446394460814,,,
hat,0.7,baseline,D15,490T,2028.5,1.6629498835000692e+28,1.2508928117367921,1.2115225766119495,295290125220382.2,610306402273842.9,0.4838391406680448,0.38679504441012996,0.0,0.0,1.0,1.0,1.0,1.2115225766119495,0.0,0.4838391406680448,,,
hat,0.7,baseline,D15,490T,2029.0,3.741384696598062e+28,1.2508928117367921,1.2115225766119495,441626566369460.3,625377965625000.1,0.7061754501185544,0.5645371397874377,0.0,0.0,1.0,1.0,1.0,1.2115225766119495,0.0,0.7061754501185544,,,
hat,0.7,baseline,D15,490T,2030.0,1.893820330496557e+29,1.2508928117367921,1.2115225766119495,987797049120557.8,656646863906250.2,1.5043048302163002,1.202584918629167,0.00430077057525402,0.00027275594127229574,1.0233437242802468,0.9766486907429808,0.9805815732444845,1.187996714195357,7.626624064772421,1.4703907422254867,0.1779028686922963,0.15824683010397814,1.0019832341079518
hat,0.7,baseline,D15,490T,2031.0,9.586171257564732e+29,1.2508928117367921,1.2115225766119495,2209430058233835.0,689479207101562.8,3.2044912094185576,2.56176322971215,0.03998792118146399,0.029669249572321865,1.0887707592804545,0.9323086669383355,0.9416516544816552,1.1408322387085201,134.7692669742953,3.030542500097745,0.18278197678410982,0.12344693104741619,47.157352532755915
hat,0.7,baseline,D3,100T,2026.7282683093772,9.398037560015233e+26,1.2508928117367921,1.2115225766119495,70929895287991.31,114237868999435.28,0.6208965197726328,0.49636268907049996,0.0,0.0,1.0,1.0,1.0,1.2115225766119495,0.0,0.6208965197726328,,,
hat,0.7,baseline,D3,100T,2027.0,1.4602242200599083e+27,1.2508928117367921,1.2115225766119495,88273454684138.53,115762500000000.02,0.762539291084233,0.609596029275675,0.0,0.0,1.0,1.0,1.0,1.2115225766119495,0.0,0.762539291084233,,,
hat,0.7,baseline,D3,100T,2027.5,3.285282740472747e+27,1.2508928117367921,1.2115225766119495,132018985276366.69,118621263804439.83,1.1129453610780482,0.8897208063197583,0.001208897028857292,-0.003645097761924454,1.0241567774325966,0.9735190362511487,0.9782617803477305,1.1851862327278755,0.7750418182458251,1.0827332209947886,0.17859403917437053,0.15625074575971315,0.0048858200428982075
hat,0.7,baseline,D3,100T,2028.0,7.3913872517505e+27,1.2508928117367921,1.2115225766119495,197443416435509.75,121550625000000.02,1.62437187332858,1.2985699958362011,0.02664538456792087,0.005353816169959558,1.1273039938709923,0.8859468826629566,0.9047096290173108,1.0960761408326933,8.680997619079509,1.448649583970977,0.191710457277266,0.08765462293495771,0.24228322940141664
hat,0.7,baseline,D3,100T,2028.5,1.6629498835000692e+28,1.2508928117367921,1.2115225766119495,295290125220382.2,124552326994661.81,2.3708117892734193,1.8952957176096368,0.0942581190851044,0.05562007513295164,1.2769244073415893,0.8012156488506817,0.8305419246431786,1.0062202925279513,41.36134244249941,1.9599253524562041,0.2037373378370571,0.006181839676800713,1.9282943764648957
hat,0.7,baseline,D3,100T,2029.0,3.741384696598062e+28,1.2508928117367921,1.2115225766119495,441626566369460.3,127628156250000.03,3.4602597055809166,2.766231984958445,0.22954413305471788,0.1685765179778107,1.5177763210956008,0.7114252944744611,0.7485421651647535,0.9068757326430896,176.07821818029132,2.6641463447840787,0.21552063985546085,-0.10268691068124589,10.565108636031608
hat,0.7,baseline,D3,100T,2030.0,1.893820330496557e+29,1.2508928117367921,1.2115225766119495,987797049120557.8,134009564062500.05,7.371093668059871,5.892666101282919,1.0667599244133084,0.8995167533744217,2.857423378488494,0.4937535443162503,0.5372261319185678,0.6508615875652544,3948.71290260645,4.900049470645227,0.24138472180654336,-0.5364249774530465,248.5311737460604
hat,0.7,baseline,D3,100T,2031.0,9.586171257564732e+29,1.2508928117367921,1.2115225766119495,2209430058233835.0,140710042265625.05,15.702006926150933,12.552639825589537,9.821328167817128,8.641105234576116,16.40098284177753,0.21625403075829575,0.24272692575288804,0.2940691505012363,387984.9993328673,9.230221300119181,0.26461503904882877,-2.400560712660664,11582.193349033747
hat,0.7,baseline,DN,100T,2026.7282683093772,9.398037560015233e+26,1.2508928117367921,1.2115225766119495,70929895287991.31,114237868999435.28,0.6208965197726328,0.49636268907049996,0.0,0.0,1.0,1.0,1.0,1.2115225766119495,0.0,0.6208965197726328,,,
hat,0.7,baseline,DN,100T,2027.0,1.4602242200599083e+27,1.2508928117367921,1.2115225766119495,88273454684138.53,115762500000000.02,0.762539291084233,0.609596029275675,0.0,0.0,1.0,1.0,1.0,1.2115225766119495,0.0,0.762539291084233,,,
hat,0.7,baseline,DN,100T,2027.5,3.285282740472747e+27,1.2508928117367921,1.2115225766119495,132018985276366.69,118621263804439.83,1.1129453610780482,0.8897208063197583,0.00028874744163887023,-0.0008606020543241444,1.0057224439972166,0.9936219844896517,0.9947649870870865,1.2051802402790996,0.18423219016755085,1.105660477849524,0.175540760393196,0.17024859304993528,0.0011669877615865254
hat,0.7,baseline,DN,100T,2028.0,7.3913872517505e+27,1.2508928117367921,1.2115225766119495,197443416435509.75,121550625000000.02,1.62437187332858,1.2985699958362011,0.006504719546489124,0.0037661222076881273,1.019451788283389,0.982577922526415,0.9852587116308302,1.1936631729443532,2.854023180370343,1.5993786808297992,0.176838202938995,0.16224273089254593,0.059146620836213235
hat,0.7,baseline,DN,100T,2028.5,1.6629498835000692e+28,1.2508928117367921,1.2115225766119495,295290125220382.2,124552326994661.81,2.3708117892734193,1.8952957176096368,0.041318775599913815,0.04854354827005425,1.0071627399376093,1.0214472722910677,1.01440920091195,1.2289796488277145,25.13990325832168,2.4682201865005657,0.1688655924730776,0.18631687599231692,0.8452827555342101
hat,0.7,baseline,DN,100T,2029.0,3.741384696598062e+28,1.2508928117367921,1.2115225766119495,441626566369460.3,127628156250000.03,3.4602597055809166,2.766231984958445,0.1318179996720641,0.15429416429760123,1.0255590603874374,1.0616923737278308,1.041019331004701,1.2612184222016631,124.81164895099774,3.8946148879980327,0.1582010260566342,0.20711592663359898,6.067118632858963
hat,0.7,baseline,DN,100T,2030.0,1.893820330496557e+29,1.2508928117367921,1.2115225766119495,987797049120557.8,134009564062500.05,7.371093668059871,5.892666101282919,0.8475234268526834,0.9752797603858809,1.2435390409799,1.1895746196981045,1.112635800739575,1.3479833921427093,4041.9675888834868,11.70849619884393,0.11751537397860927,0.25815109753657023,197.45397931856635
hat,0.7,baseline,DN,100T,2031.0,9.586171257564732e+29,1.2508928117367921,1.2115225766119495,2209430058233835.0,140710042265625.05,15.702006926150933,12.552639825589537,inf,,,,,,,,,,inf
hat,0.7,trend,D15,100T,2026.7282683093772,9.398037560015233e+26,1.2508928117367921,1.2115225766119495,70929895287991.31,114237868999435.28,0.6208965197726328,0.49636268907049996,0.0,0.0,1.0,1.0,1.0,1.2115225766119495,0.0,0.6208965197726328,,,
