truth,noise_sd,rho_trunk,statistic,corpus,conv,n_rep,mean,mc_se_of_mean,sd
chin,0.0075,0.9,slope_main,edu,T,150,-0.11430166596626516,0.00645083328107642,0.07900624977200522
chin,0.01,0.0,slope_main,edu,T,150,-0.2028172133957903,0.037801025827277956,0.4629661251529968
chin,0.01,0.5,slope_main,edu,T,500,-0.15891468844762188,0.012622265833590609,0.2822424443398165
chin,0.01,0.9,slope_main,edu,T,150,-0.13672751243770676,0.009900091815404341,0.12125086677222312
chin,0.015,0.0,slope_main,edu,T,150,-0.23623316068915798,0.038512153170497464,0.47167562081814096
chin,0.015,0.5,slope_main,edu,T,500,-0.2125522345480093,0.01856088290275265,0.4150339589296855
chin,0.015,0.9,slope_main,edu,T,150,-0.11247682423993478,0.015005301657314432,0.18377666248479563
kappa36,0.0,0.5,slope_main,edu,T,1,-0.3455734517207061,,
kappa36,0.005,0.5,slope_main,edu,T,150,-0.5056802427975958,0.0417219268551408,0.510987159404087
kappa60,0.0,0.5,slope_main,edu,T,1,-0.2494827584460777,,
kappa60,0.005,0.5,slope_main,edu,T,150,-0.37659414545147607,0.026252508028663066,0.32152624569271604
chin,0.0,0.5,slope_main,web,T,1,-0.0786765678265643,,
chin,0.002,0.0,slope_main,web,T,150,-0.07856304798146514,0.005906300401579446,0.07233711125732509
chin,0.002,0.5,slope_main,web,T,500,-0.08447920786432125,0.002651565783723107,0.05929081339217373
chin,0.002,0.9,slope_main,web,T,150,-0.08554002966214107,0.0024728306023813584,0.030285865980867424
chin,0.005,0.0,slope_main,web,T,150,-0.13281328450680677,0.016157800054779372,0.19789182750061773
chin,0.005,0.5,slope_main,web,T,500,-0.10909262157582185,0.005706821489316298,0.12760840785567834
chin,0.005,0.9,slope_main,web,T,150,-0.10144332494503727,0.005053766613347284,0.06189574740907126
chin,0.0075,0.0,slope_main,web,T,150,-0.11241321289223924,0.023058309119591114,0.28240545837181125
chin,0.0075,0.5,slope_main,web,T,500,-0.10994059438176661,0.00826900195905406,0.1849005048652381
chin,0.0075,0.9,slope_main,web,T,150,-0.11388453947254037,0.006635673433189739,0.08127007005528551
chin,0.01,0.0,slope_main,web,T,150,-0.11100695836403429,0.023519010935111297,0.2880478802298026
chin,0.01,0.5,slope_main,web,T,500,-0.13268784825832966,0.011693219565871974,0.26146833825120314
chin,0.01,0.9,slope_main,web,T,150,-0.10656197870333833,0.008504065207182694,0.10415310248476657
chin,0.015,0.0,slope_main,web,T,150,-0.12808130441966295,0.04033725756506489,0.494028493288148
chin,0.015,0.5,slope_main,web,T,500,-0.1501270266018994,0.01520317881267495,0.3399534129922573
chin,0.015,0.9,slope_main,web,T,150,-0.10831432716120441,0.010903574012310574,0.13354096351415987
kappa36,0.0,0.5,slope_main,web,T,1,-0.3389970259123444,,
kappa36,0.005,0.5,slope_main,web,T,150,-0.4959751617803571,0.02754357093513379,0.33733847242615544
kappa60,0.0,0.5,slope_main,web,T,1,-0.2449635561049672,,
kappa60,0.005,0.5,slope_main,web,T,150,-0.33015457129846326,0.016498907185836086,0.20206951959418581
