sample,surface,surface_kind,output,estimator,param,n_obs,n_dev,n_fam,n_fam_ge2,identified,obs,obs_se_cr1_allk,obs_se_cr1_nested,obs_se_cv3,bench,bench_se,bench_lo,bench_hi,bench_se_runlevel,bias,bias_se_table8,bias_se_nested,bias_se_cv3,p_normal_table8,p_t_nested,p_t_cv3,p_wcr_combined,p_wcr_benchfixed_allk,p_wcr_subcluster_family,B_wild,G_star,loo_bias_min,loo_bias_max,loo_argmin,loo_argmax,loo_n_unidentified,mde80,mde80_cv3,p_wcr_cv3_combined,obs_se_cv3_y,cv3_check,mde80_cv3_tG1,obs_n_at_floor,p_conservative,p_min_of_three
legacy support (57),legacy,ols,y_arc_c,Developer FE,theta_C,57,19,30,15,True,0.5693916572593714,0.0720274215924149,0.05907685750033281,0.06553583519271697,0.5818070946648277,0.07502038341009837,0.4553540427149539,0.7123638595475797,0.07205004163804855,-0.012415437405456364,0.10400003552042489,0.09548891568717696,0.09961427418500383,0.9049749671253767,0.8979928453809433,0.9021937765760687,0.906990699069907,0.8457845784578458,0.9040904090409041,9999,3.295205717732477,-0.06352783364157005,0.015968624310714885,Cerebras,TII,0,0.2673689639240955,0.2789199677180107,0.9038903890389038,0.07532414479172492,0.06553583519309392,0.2951541765318217,4,0.906990699069907,0.9021937765760687
legacy support (57),legacy,ols,y_arc_c,Family FE,theta_N,57,19,30,15,True,1.138551382791738,0.18205625007721446,0.12387358810380723,0.1514926212065241,0.9033491568851825,0.13936075808998344,0.6402090945523724,1.1684197717919849,0.1282460807430765,0.23520222590655548,0.22927254324840585,0.18645666178800524,0.20584322960796714,0.30495615103870133,0.22325695242705051,0.26816442666463636,0.26202620262026205,0.20612061206120613,0.24372437243724374,9999,4.2515729429440645,0.16893694425624095,0.3370212441803941,Meta,EleutherAI,0,0.5220786530064147,0.5763610429023079,0.26452645264526453,0.1384604272769331,0.1514926212062418,0.609907459816,4,0.26816442666463636,0.26202620262026205
legacy support (57),legacy,ols,y_arc_c,Family FE,theta_D,57,19,30,15,True,-0.3258963142862866,0.2267721358610505,0.15429889465018792,0.3737385065736924,0.14611046912646874,0.07861040303641546,-0.005548241418018132,0.2982923660542958,0.0722580490114959,-0.47200678341275537,0.24001082698188933,0.17316969814554006,0.3819163085827595,0.04922862670226477,0.013872809940310099,0.23238568962033357,0.0317031703170317,0.034603460346034606,0.038303830383038306,9999,4.108629104643811,-0.8201969483879699,-0.3823143585640705,Cerebras,Stability AI,0,0.48487515480751214,1.0693656640317264,0.10621062106210621,0.20845485611572068,0.373738506572497,1.1316068353262894,4,0.23238568962033357,0.0317031703170317
legacy support (57),legacy,ols,y_arc_c,Family FE,theta_C,57,19,30,15,True,0.598189744604032,0.1908922978650854,0.13124831455122316,0.08139888552979116,0.6239381962561761,0.0767889843986905,0.48254137802708685,0.7694603343093236,0.06940244203919581,-0.025748451652144122,0.20575815295923225,0.1520613961448439,0.11190320232448389,0.9004131923481203,0.8674260462717209,0.8206120198681719,0.8812881288128813,0.8506850685068507,0.8777877787778778,9999,3.3526130053799417,-0.07418205048690238,0.025522447508389612,Meta,TII,0,0.4257719092055629,0.31332896650855485,0.8007800780078008,0.18564068000625758,0.08139888552960962,0.3315659106446523,4,0.8812881288128813,0.8007800780078008
legacy support (57),legacy,ols,y_arc_c,Lab x period FE,theta_N,57,19,30,15,True,1.0314519093049956,0.2164159951110439,0.1613069588288521,0.17670005904501726,0.8809100310328242,0.1362821072616013,0.6232139879550401,1.1402755884473643,0.12348578428736372,0.15054187827217147,0.2557512379238192,0.21116994986568421,0.2231495543938531,0.5561120571328229,0.48505120387619616,0.508488105825617,0.5088508850885088,0.4144414441444144,0.4953495349534954,9999,4.801860485455022,0.031836324877500766,0.2222907078796278,Meta,EleutherAI,0,0.5912758596239157,0.6248187523027886,0.48874887488748875,0.18122658127439803,0.1767000590453023,0.661185593223706,4,0.5088508850885088,0.48874887488748875
legacy support (57),legacy,ols,y_arc_c,Lab x period FE,theta_D,57,19,30,15,True,0.0656918627025247,0.2580579805436769,0.1923450622106599,0.6834603940268323,0.21614340877223165,0.07937934481627323,0.05970179648750203,0.37106116269653394,0.07312674543664865,-0.15045154606970695,0.2699907437408578,0.20808100187254824,0.688054642151896,0.577358646004557,0.4789441794235625,0.8293732724194681,0.49164916491649163,0.46514651465146517,0.5798579857985798,9999,2.503262448322359,-0.8398917227101155,-0.059254242324988965,Cerebras,Meta,0,0.582626805243135,1.9265529980253089,0.7018701870187019,0.5387349022933426,0.683460394021211,2.038685750358181,4,0.8293732724194681,0.49164916491649163
legacy support (57),legacy,ols,y_arc_c,Lab x period FE,theta_C,57,19,30,15,True,0.5860219206599375,0.1293156878565673,0.09708468289453956,0.0863998379784819,0.574304896518411,0.06670348904778152,0.4554138438679079,0.6967253108168391,0.061908725898417664,0.011717024141526533,0.14550567884781906,0.11779130317591707,0.10915258793934036,0.9358187333688328,0.9218624062642712,0.9157024303810215,0.9245924592459246,0.9095909590959096,0.9256925692569257,9999,2.529511502142811,-0.053154142195944276,0.05473270125134855,Cerebras,TII,0,0.32981564889256776,0.305627246230153,0.8905890589058906,0.16093983273845155,0.08639983797834921,0.32341592079183423,4,0.9245924592459246,0.8905890589058906
legacy support (57),legacy,ols,y_arc_c,Notability-propensity control,theta_N,57,19,30,15,True,0.789390329757924,0.22532528118017162,0.22532528118017162,0.23983982389063352,0.827732675465325,0.11785310947703309,0.6032600209628054,1.0531138166538354,0.10401297299115062,-0.03834234570740103,0.2542849538457377,0.2542849538457377,0.2672311668524007,0.8801453535411903,0.8818222789464399,0.8875051130201523,0.8808880888088809,0.8704870487048705,0.8792879287928793,9999,6.224798769805909,-0.20531005035211172,0.024261839142267278,Meta,TII,0,0.7119978707680654,0.748247267186722,0.8773877387738774,0.25657000979862316,0.23983982389081604,0.7917981197099574,4,0.8875051130201523,0.8773877387738774
legacy support (57),legacy,ols,y_arc_c,Notability-propensity control,theta_D,57,19,30,15,True,0.2535373142096085,0.12426003521173962,0.12426003521173962,0.23565361378405003,0.31721908274458566,0.10413512716406143,0.11545890686971977,0.5173866156564341,0.09730852595722483,-0.06368176853497715,0.16212551020828897,0.16212551020828897,0.25763685760961585,0.6944723615082311,0.6990851736106896,0.8075689500218853,0.6976697669766977,0.6124612461246125,0.697069706970697,9999,4.568589015341297,-0.26870614672239546,0.003666028284603039,Cerebras,Meta,0,0.4539514285832091,0.7213832013069243,0.7798779877987799,0.16720781744494143,0.23565361378314104,0.7633704624578793,4,0.8075689500218853,0.6976697669766977
legacy support (57),legacy,ols,y_arc_c,Notability-propensity control,theta_C,57,19,30,15,True,0.423993487255324,0.05852831964038516,0.05852831964038516,0.12890701087389647,0.47961472255145177,0.07236415496416736,0.3523951354818551,0.6066093786785214,0.06988288019565314,-0.05562123529612778,0.09307059215243621,0.09307059215243621,0.14782959235593152,0.5500907337554992,0.5575352151860846,0.7111274115702205,0.5596559655965596,0.35313531353135313,0.5742574257425742,9999,3.5742476661748257,-0.17471221619338578,-0.00911828324610567,Cerebras,BigCode,0,0.2605976580268214,0.4139228585966082,0.6798679867986799,0.05848541666748066,0.12890701087362305,0.43801475196030076,4,0.7111274115702205,0.5596559655965596
legacy support (57),legacy,tobit,y_arc_c,OLS,theta_N,57,19,30,15,True,0.7595437479801741,0.19167873441486802,0.19167873441486802,0.1428864642310451,0.5883456668011532,0.11347986879500392,0.3752407631287525,0.8029478456035073,,0.1711980811790209,0.22275191996617405,0.22275191996617405,0.18246704437289774,0.44215491740898105,0.45212151660396616,0.3605405490838498,0.48514851485148514,0.4361436143614361,0.47974797479747977,9999,6.524928530269833,0.07909771823515178,0.2372405905104777,BigScience,Microsoft,0,0.6237053759052873,0.5109077242441137,0.34743474347434744,0.2179041046594273,0.14288646423101053,0.5406445076943159,4,0.48514851485148514,0.34743474347434744
legacy support (57),legacy,tobit,y_arc_c,OLS,theta_D,57,19,30,15,True,0.2617110540887335,0.11559836336988737,0.11559836336988737,0.11152975758873436,0.3071915388154804,0.06576303062020826,0.17124013372478855,0.4346473766013561,,-0.04548048472674687,0.13299533003136224,0.13299533003136224,0.12947456516303232,0.73237306338921,0.7363333286445259,0.7294641634301365,0.7361736173617361,0.6967696769676968,0.7347734773477348,9999,4.721164695557242,-0.11808536017533341,0.011142825336460589,01.AI,Stability AI,0,0.37238692408781426,0.3625287824564905,0.6754675467546755,0.15017613214745676,0.1115297575886954,0.38362934403896365,4,0.7361736173617361,0.6754675467546755
legacy support (57),legacy,tobit,y_arc_c,OLS,theta_C,57,19,30,15,True,0.4494472447415754,0.050486783162164206,0.050486783162164206,0.0632863207372434,0.4132167268377801,0.027073146653503147,0.3561546284724215,0.45889376179808417,,0.03623051790379528,0.057287612481106906,0.057287612481106906,0.06883395718814467,0.5271046456819068,0.535056460275974,0.6050731234234958,0.5168516851685169,0.45514551455145513,0.5119511951195119,9999,3.9808955713856102,-0.006544752888876463,0.067332763582769,01.AI,Cerebras,0,0.16040531494709934,0.19273508012680507,0.5386538653865387,0.05483550591614933,0.06328632073724341,0.20395299888007437,4,0.6050731234234958,0.5168516851685169
legacy support (57),legacy,tobit,y_arc_c,Year FE,theta_N,57,19,30,15,True,0.787248363237686,0.20685274103873005,0.20685274103873005,0.17074161564682902,0.5684319443285262,0.11386761181182248,0.35201999652032545,0.7827861621084379,,0.21881641890915982,0.23612261538227086,0.23612261538227086,0.20522800085129073,0.3540788176435794,0.36633841685328233,0.30042118344277113,0.4164416441644164,0.38243824382438246,0.3947394739473947,9999,6.729198028071443,0.14203109410357673,0.30949049185285693,BigScience,Cerebras,0,0.6611433230703584,0.574638402383614,0.28472847284728475,0.25984060242253293,0.17074161564680607,0.6080845550311067,4,0.4164416441644164,0.28472847284728475
legacy support (57),legacy,tobit,y_arc_c,Year FE,theta_D,57,19,30,15,True,0.18045681269614522,0.1695562947302065,0.1695562947302065,0.32636749429701467,0.3351944626598667,0.058161200816625125,0.2219406430270091,0.44781095340989063,,-0.15473764996372147,0.17925418366963836,0.17925418366963836,0.3315093763593176,0.388010835309087,0.3993671902365333,0.646266545634544,0.39833983398339834,0.3793379337933793,0.3939393939393939,9999,3.6196667984150275,-0.4695077934216124,-0.08195800050122459,Cerebras,Stability AI,0,0.5019117142749874,0.9282262538060893,0.42744274427442747,0.5110166709942782,0.32636749429707024,0.9822525716564641,4,0.646266545634544,0.39833983398339834
legacy support (57),legacy,tobit,y_arc_c,Year FE,theta_C,57,19,30,15,True,0.419137780622301,0.05285348051496991,0.05285348051496991,0.05564945131218212,0.4269382383131313,0.023882368473166087,0.3781205796389182,0.46594265472712776,,-0.00780045769083032,0.05799877521495071,0.05799877521495071,0.060557649849007564,0.8930123585981105,0.8945048014635962,0.8989359990216275,0.8811881188118812,0.8712871287128713,0.8786878687868787,9999,3.008072470432158,-0.037519066943790466,0.01417298734638377,Cerebras,BigCode,0,0.162396570601862,0.16956141957722118,0.8350835083508351,0.06523562886504669,0.05564945131218724,0.17943054266189687,4,0.8989359990216275,0.8350835083508351
legacy support (57),legacy,tobit,y_arc_c,Developer FE,theta_N,57,19,30,15,True,0.9783621084438516,0.1835005708824793,0.1498275887238302,0.11035372972190989,0.6285828345314285,0.10997828466460856,0.41815007661733816,0.8349388233266992,,0.34977927391242314,0.21393382764762914,0.18585889658707996,0.1557984876733597,0.10205153097246665,0.07611260549675246,0.03756483383022388,0.17611761176117613,0.1628162816281628,0.13081308130813082,9999,4.829740716448645,0.2782778291459169,0.4012823893592822,Stability AI,Cerebras,0,0.5204049104438239,0.4362357654854071,0.05910591059105911,0.166347342002232,0.11035372972193268,0.4616263553627967,4,0.17611761176117613,0.03756483383022388
legacy support (57),legacy,tobit,y_arc_c,Developer FE,theta_D,57,19,30,15,True,0.17148473657112925,0.15075993947711017,0.12309497512393136,0.09843742724460619,0.3226857903396869,0.07003393425024425,0.18067669578751966,0.45212216691943397,,-0.15120105376855766,0.16623270225111983,0.14162317906094615,0.12080843939520398,0.3630468669007927,0.29979805353784345,0.22674556256148648,0.3177317731773177,0.28002800280028,0.34563456345634563,9999,3.8545844690367983,-0.20639835595935163,-0.09542490020093208,BigCode,Stability AI,0,0.3965449013706492,0.33826363030657114,0.11821182118211822,0.15087968513613323,0.0984374272442698,0.3579518672350456,4,0.3177317731773177,0.11821182118211822
legacy support (57),legacy,tobit,y_arc_c,Developer FE,theta_C,57,19,30,15,True,0.5693916572593714,0.0720274215924149,0.05907685750033281,0.061801976858448786,0.47353715282709535,0.027143192289634455,0.4152157869414514,0.519714825307224,,0.095854504432276,0.07697208811591087,0.06501405986236132,0.06749990541685455,0.21301594335689422,0.1576586400222204,0.17267676082788716,0.1467146714671467,0.1079107910791079,0.13591359135913592,9999,3.295205717732477,0.06611518856634548,0.14284897725737777,BigCode,Cerebras,0,0.18203936761461167,0.18899973516719273,0.10141014101410141,0.07532414479172492,0.061801976858696345,0.20000024255847854,4,0.17267676082788716,0.10141014101410141
legacy support (57),legacy,tobit,y_arc_c,Family FE,theta_N,57,19,30,15,True,1.138551382791738,0.18205625007721446,0.12387358810380723,0.12353061403498106,0.6515208762137906,0.11381406753726069,0.4330126141948551,0.867003730817571,,0.48703050657794733,0.2147047278509567,0.16822100879226656,0.16796861186910964,0.023306453918866696,0.00964521374421813,0.009555030192292395,0.050405040504050404,0.013501350135013501,0.025502550255025503,9999,4.2515729429440645,0.4063556719023149,0.5551097610035591,Stability AI,EleutherAI,0,0.4710188246183463,0.47031211323350697,0.024502450245024503,0.1384604272769331,0.12353061403534289,0.4976860768703328,4,0.050405040504050404,0.009555030192292395
legacy support (57),legacy,tobit,y_arc_c,Family FE,theta_D,57,19,30,15,True,-0.3258963142862866,0.2267721358610505,0.15429889465018792,0.20999553661836978,0.22342148951395607,0.0834595997186671,0.06296647279606557,0.3910607927560632,,-0.5493178038002426,0.2416425177574983,0.17542421063088734,0.22597263149513752,0.023010134187031073,0.0057692139722967115,0.025737858409064996,0.034003400340034004,0.028502850285028504,0.028902890289028902,9999,4.108629104643811,-0.7107242265410276,-0.441868113183095,Cerebras,Stability AI,0,0.49118778976648453,0.632723368186385,0.037603760376037604,0.20845485611572068,0.209995536612006,0.6695502879818884,4,0.037603760376037604,0.025737858409064996
legacy support (57),legacy,tobit,y_arc_c,Family FE,theta_C,57,19,30,15,True,0.598189744604032,0.1908922978650854,0.13124831455122316,0.10946448873502725,0.49355792103866275,0.044242197780438045,0.4089135932327936,0.5770266991019953,,0.10463182356536921,0.19595214070955153,0.13850448417643457,0.11806712649363625,0.5933649064595834,0.45975700210724885,0.3871932639049588,0.47354735473547355,0.44724472447244723,0.45704570457045707,9999,3.3526130053799417,0.06785921438316331,0.19355903732185736,Meta,Cerebras,0,0.3878125556940168,0.3305879541821815,0.25352535253525355,0.18564068000625758,0.10946448873506519,0.3498294374056056,4,0.47354735473547355,0.25352535253525355
legacy support (57),legacy,tobit,y_arc_c,Lab x period FE,theta_N,57,19,30,15,True,1.0314519093049956,0.2164159951110439,0.1613069588288521,0.10990972776606958,0.6187154645418438,0.10943454543981783,0.40925760565314734,0.8241339096635373,,0.41273644476315186,0.24251144854526543,0.19492525414176723,0.1551001869542106,0.08876931443090211,0.048408326524127195,0.01591116012536324,0.14341434143414342,0.1255125512551255,0.093009300930093,9999,4.801860485455022,0.3429910501567788,0.4688749527267001,Stability AI,Cerebras,0,0.5457907115969483,0.43428052347178964,0.039803980398039805,0.18122658127439803,0.10990972776615511,0.4595573107864216,4,0.14341434143414342,0.01591116012536324
legacy support (57),legacy,tobit,y_arc_c,Lab x period FE,theta_D,57,19,30,15,True,0.0656918627025247,0.2580579805436769,0.1923450622106599,0.4241629205550978,0.35227559727062285,0.06338576998320344,0.23050352266789756,0.46918290485273506,,-0.28658373456809816,0.26572857798634364,0.20252007009969702,0.4288728704525314,0.280818296887941,0.17411072033835967,0.5124681591886304,0.15791579157915792,0.1391139113911391,0.23642364236423644,9999,2.503262448322359,-0.7152436231360131,-0.22529349696257184,Cerebras,Stability AI,0,0.5670561962791516,1.2008440372670879,0.25622562256225623,0.5387349022933426,0.4241629205486801,1.2707377527056434,4,0.5124681591886304,0.15791579157915792
legacy support (57),legacy,tobit,y_arc_c,Lab x period FE,theta_C,57,19,30,15,True,0.5860219206599375,0.1293156878565673,0.09708468289453956,0.09621887831828245,0.49582747858914666,0.030701680050945188,0.4360512757956307,0.5510026964362513,,0.09019444207079086,0.13291027155102708,0.10182351796458375,0.10099834504970391,0.4973840384409356,0.38741063466733144,0.3836259716164415,0.34233423342334235,0.3278327832783278,0.36123612361236124,9999,2.529511502142811,0.0641295674178195,0.17526577004410998,BigScience,Cerebras,0,0.28510585030083446,0.28279536613917095,0.20202020202020202,0.16093983273845155,0.09621887831827872,0.29925513796204345,4,0.3836259716164415,0.20202020202020202
legacy support (57),legacy,tobit,y_arc_c,Notability-propensity control,theta_N,57,19,30,15,True,0.789390329757924,0.22532528118017162,0.22532528118017162,0.1738773383912767,0.7141825452562602,0.0985641970792885,0.5232906696129851,0.904261995579083,,0.07520778450166377,0.24593979605750718,0.24593979605750718,0.19987053247519848,0.7597588019783091,0.7632672350711724,0.7111054041479203,0.7707770777077708,0.7378737873787379,0.7632763276327633,9999,6.224798769805909,-0.03030721294041037,0.15227151330866315,BigScience,01.AI,0,0.68863142896102,0.5596374909305557,0.693069306930693,0.25657000979862316,0.17387733839128444,0.5922105331624734,4,0.7707770777077708,0.693069306930693
legacy support (57),legacy,tobit,y_arc_c,Notability-propensity control,theta_D,57,19,30,15,True,0.2535373142096085,0.12426003521173962,0.12426003521173962,0.1099169645743069,0.31854478094049277,0.06454786386984723,0.18532683388809923,0.44225021175597373,,-0.06500746673088426,0.14002493735396956,0.14002493735396956,0.12746829343562174,0.6424640911505797,0.6480298607254679,0.6162554059801242,0.6552655265526552,0.6081608160816082,0.6373637363736374,9999,4.568589015341297,-0.12892809516138715,-0.01079071132034648,01.AI,Stability AI,0,0.3920698245911148,0.35691122161974087,0.5437543754375438,0.16720781744494143,0.10991696457430974,0.37768481967789486,4,0.6552655265526552,0.5437543754375438
legacy support (57),legacy,tobit,y_arc_c,Notability-propensity control,theta_C,57,19,30,15,True,0.423993487255324,0.05852831964038516,0.05852831964038516,0.05481011378655222,0.44439813486401136,0.021592734425007705,0.39974341143674713,0.48089346734255684,,-0.020404647608687376,0.06238437608789566,0.06238437608789566,0.058910056469534254,0.743607791980881,0.7473808054597082,0.7330809535935514,0.7502750275027503,0.7479747974797479,0.7442744274427443,9999,3.5742476661748257,-0.03886861206259064,0.02283231254781979,01.AI,BigCode,0,0.17467625304610784,0.1649481581146959,0.6825682568256826,0.05848541666748066,0.05481011378655247,0.17454877173944275,4,0.7502750275027503,0.6825682568256826
legacy support (57),legacy,ols,y_winogrande,OLS,theta_N,57,19,30,15,True,0.5116470631381156,0.1274332873446689,0.1274332873446689,0.1262087616812941,0.5481994750053633,0.10537330742165224,0.3442506920167577,0.750127486185332,0.12094157086763674,-0.03655241186724767,0.16535651375270036,0.16535651375270036,0.16441467526380887,0.825051832130843,0.8275399739058483,0.826569033076587,0.833983398339834,0.7907790779077908,0.8308830883088308,9999,6.524928530269833,-0.10979034572747676,0.019362547872051605,BigScience,Cerebras,0,0.46299823850756094,0.4603610907386648,0.8235823582358236,0.14715874687421115,0.12620876168075773,0.487155866809918,1,0.833983398339834,0.8235823582358236
legacy support (57),legacy,ols,y_winogrande,OLS,theta_D,57,19,30,15,True,0.25382794321296254,0.10253593688753662,0.10253593688753662,0.20663437517118916,0.48781604584349797,0.0845631242399291,0.3242446856341271,0.6493543090928999,0.08522412757782909,-0.23398810263053543,0.13290801456128437,0.13290801456128437,0.2232681951904602,0.07831855173839818,0.09529919124431731,0.3085014601572843,0.1001100110011001,0.05540554055405541,0.09500950095009501,9999,4.721164695557242,-0.4264114396438059,-0.18226690373773313,Cerebras,BigCode,0,0.3721424407715962,0.6251509465332885,0.223022302230223,0.15423848286490785,0.20663437517004965,0.661537122428854,1,0.3085014601572843,0.1001100110011001
legacy support (57),legacy,ols,y_winogrande,OLS,theta_C,57,19,30,15,True,0.351053336493791,0.043654262627330076,0.043654262627330076,0.07478669462255086,0.510587059291437,0.058580476249828636,0.4079700830379359,0.6147189732227284,0.05892799387441164,-0.159533722797646,0.07305728466889969,0.07305728466889969,0.09499853625305715,0.028985779055718194,0.04246565955246116,0.11036203749697812,0.08810881088108811,0.026702670267026704,0.0925092509250925,9999,3.9808955713856102,-0.22234727235490453,-0.12999669370609462,Cerebras,BigCode,0,0.20456039707291912,0.26599590150856,0.11041104110411042,0.04696978608077198,0.07478669462253329,0.2814778802425946,1,0.11041104110411042,0.08810881088108811
legacy support (57),legacy,ols,y_winogrande,Year FE,theta_N,57,19,30,15,True,0.5416669348215266,0.1363533414921276,0.1363533414921276,0.1586138448164884,0.5421687917416743,0.10550950315189515,0.33796332333335116,0.7437539332465661,0.12060393858306849,-0.000501856920147703,0.1724079145266497,0.1724079145266497,0.1905009370654875,0.9976774655389689,0.9977094838608883,0.9979270274292376,0.997999799979998,0.9961996199619962,0.9982998299829983,9999,6.729198028071443,-0.08339546325145297,0.10145512908781507,BigScience,Cerebras,0,0.4827421606746191,0.533402623783365,0.9980998099809981,0.18239222519405893,0.158613844816278,0.5644486964155275,1,0.9980998099809981,0.9979270274292376
legacy support (57),legacy,ols,y_winogrande,Year FE,theta_D,57,19,30,15,True,0.2071017057842907,0.13264159496530967,0.13264159496530967,0.4411767867491727,0.4716377878289161,0.07725775451426445,0.32251156782513096,0.61947467839882,0.07797123190063274,-0.26453608204462536,0.15350098809951554,0.15350098809951554,0.44789029661169416,0.08482506940136951,0.10195924816041753,0.5621135854736127,0.1039103910391039,0.0771077107710771,0.10461046104610461,9999,3.6196667984150275,-0.7073646334293497,-0.21725549285134513,Cerebras,Stability AI,0,0.4298027666786435,1.2540928305127437,0.36463646364636465,0.385052638377219,0.44117678674913474,1.3270858293611816,1,0.5621135854736127,0.1039103910391039
legacy support (57),legacy,ols,y_winogrande,Year FE,theta_C,57,19,30,15,True,0.33870266929427884,0.04474686954735484,0.04474686954735484,0.10358618664892524,0.4993811014388211,0.05427165841734929,0.40374391414366556,0.5957931622982451,0.05490009792871242,-0.16067843214454225,0.07033985528601429,0.07033985528601429,0.1169423403726615,0.02235298688510877,0.03471146014881347,0.18631201390979552,0.09790979097909791,0.024802480248024804,0.09860986098609861,9999,3.008072470432158,-0.2588385894497072,-0.13688044927702117,Cerebras,BigCode,0,0.19695159480083999,0.3274385530434522,0.1789178917891789,0.059187706001643615,0.10358618664899745,0.3464967290761331,1,0.18631201390979552,0.09790979097909791
legacy support (57),legacy,ols,y_winogrande,Developer FE,theta_N,57,19,30,15,True,0.6310976135746856,0.13169372232235732,0.10752747400585011,0.08782245369324676,0.5260048128635174,0.10146498278404646,0.32743073775155296,0.7207457895023524,0.11573639624449304,0.10509280071116822,0.1662479450413899,0.1478421468913571,0.13419361424475204,0.5272921582242953,0.486290182921891,0.4437257237542764,0.49584958495849585,0.36743674367436746,0.49394939493949397,9999,4.829740716448645,0.06300766870223407,0.15192815501829476,BigScience,Cerebras,0,0.4139580112957999,0.3757421198853057,0.41314131413141314,0.11519297460945098,0.08782245369327546,0.39761174823880185,1,0.49584958495849585,0.41314131413141314
legacy support (57),legacy,ols,y_winogrande,Developer FE,theta_D,57,19,30,15,True,0.17337045044509725,0.15323528646944837,0.12511608747978523,0.2510465708939721,0.4705061877378517,0.08081380967042855,0.31533827899479855,0.6250867574934469,0.08407408845080372,-0.29713573729275444,0.17323950142165082,0.14894598745752607,0.26373329822203034,0.08631349033385052,0.06141783979282905,0.27468607519249066,0.06790679067906791,0.045404540454045406,0.0856085608560856,9999,3.8545844690367983,-0.5327361448931105,-0.21113509809737885,Cerebras,Meta,0,0.417048764881073,0.7384532350216849,0.16541654165416542,0.17460780143982227,0.2510465708939065,0.7814340374169311,1,0.27468607519249066,0.06790679067906791
legacy support (57),legacy,ols,y_winogrande,Developer FE,theta_C,57,19,30,15,True,0.3990959601032269,0.04993620420786453,0.04095765133436625,0.08046912901048194,0.49787501452943095,0.0508211498118684,0.4092259443707333,0.5890990689956213,0.053231726320904,-0.09877905442620405,0.07124895619509046,0.06527111513547079,0.09517389343672958,0.16562693146293106,0.14754746605535352,0.3130682196225933,0.2375237523752375,0.22012201220122013,0.23482348234823483,9999,3.295205717732477,-0.14601248132498446,-0.03991025514418778,Cerebras,Meta,0,0.1827591223793182,0.2664869016228428,0.2593259325932593,0.0448888952042227,0.08046912901051159,0.2819974584412938,1,0.3130682196225933,0.2375237523752375
legacy support (57),legacy,ols,y_winogrande,Family FE,theta_N,57,19,30,15,True,0.7754231413945866,0.09333230963505804,0.06350459308926062,0.08297831479557942,0.5504885242069202,0.10552810543718744,0.34479377450148735,0.7537044703373402,0.12188145041105862,0.22493461718766639,0.14087973970367954,0.12316255267164089,0.1342444850393357,0.11034536041777694,0.08443543675646671,0.11110824069891771,0.0924092409240924,0.030903090309030903,0.09460946094609461,9999,4.2515729429440645,0.193153180505784,0.2880615367263105,Stability AI,Meta,0,0.3448551474805945,0.37588455811013993,0.0889088908890889,0.07627712148236879,0.08297831479556553,0.39776247691305766,1,0.11110824069891771,0.0889088908890889
legacy support (57),legacy,ols,y_winogrande,Family FE,theta_D,57,19,30,15,True,-0.22781416979955,0.12722470297820332,0.08656544582604042,0.28452439187002954,0.32134382146338414,0.07696140368459212,0.17313450362418356,0.46700272023758044,0.09605074876478377,-0.5491579912629341,0.14869156904476732,0.11583019497593833,0.29474936340238783,0.00022138944881817523,0.00016310840150320058,0.0788439122099574,0.0083008300830083,0.0047004700470047005,0.007600760076007601,9999,4.108629104643811,-0.8235737636015724,-0.4923042232792805,Cerebras,Stability AI,0,0.3243245459326273,0.8252982175266859,0.05520552055205521,0.1377335453834794,0.28452439186911443,0.8733337300309025,1,0.0788439122099574,0.0083008300830083
legacy support (57),legacy,ols,y_winogrande,Family FE,theta_C,57,19,30,15,True,0.40524197476818147,0.11979574912961305,0.08236576509113644,0.06250959906934243,0.46593718978372256,0.051680665031918684,0.36874777293948346,0.5635555626223503,0.05577407886407215,-0.06069521501554109,0.1304680522107484,0.09723687776347846,0.08110697327573825,0.6417801317402125,0.5403278910814753,0.4639243939013257,0.6242624262426243,0.6140614061406141,0.618061806180618,9999,3.3526130053799417,-0.08651976119088703,-0.026919368688206213,BigScience,Microsoft,0,0.2722632577377397,0.22709952517206708,0.40554055405540557,0.11744541497017202,0.06250959906968415,0.24031758604925751,1,0.6242624262426243,0.40554055405540557
legacy support (57),legacy,ols,y_winogrande,Lab x period FE,theta_N,57,19,30,15,True,0.6770534743871375,0.145804352995418,0.10867614823770992,0.07897568044404739,0.5242933048219985,0.1010993919970072,0.32690761577188143,0.7183851072171175,0.11509256344399817,0.15276016956513894,0.17742603082574152,0.14843042901625403,0.12828969235197663,0.389249351618005,0.31703154714160253,0.24922086422395684,0.3329332933293329,0.23142314231423142,0.32813281328132815,9999,4.801860485455022,0.12258467084765712,0.2022490281843895,BigScience,Cerebras,0,0.41560520124551126,0.35921113858553455,0.23072307230723071,0.11277694962601369,0.0789756804437872,0.38011860060682673,1,0.3329332933293329,0.23072307230723071
