key,dataset,subset,estimator,role,n_obs,n_runs,n_clusters,cluster_unit,B_boot,B_failed,objective,N_center,D_center,N_min,N_max,D_min,D_max,M_min,M_max,sd_offpath,corr_lnN_lnD,translog_r,translog_r_lo,translog_r_hi,translog_tau,translog_tau_lo,translog_tau_hi,share_boot_r_undefined,N_convention,D_definition,loss_units,eval_set,rmse_lnL,E,se_E,E_lo,E_hi,A,se_A,A_lo,A_hi,B,se_B,B_lo,B_hi,alpha,se_alpha,alpha_lo,alpha_hi,beta,se_beta,beta_lo,beta_hi,a,se_a,a_lo,a_hi,gamma,se_gamma,gamma_lo,gamma_hi,sigma_star,se_sigma_star,sigma_star_lo,sigma_star_hi,A_norm,se_A_norm,A_norm_lo,A_norm_hi,B_norm,se_B_norm,B_norm_lo,B_norm_hi,sigma_min,se_sigma_min,sigma_min_lo,sigma_min_hi,sigma_max,se_sigma_max,sigma_max_lo,sigma_max_hi,alpha_minus_beta,se_alpha_minus_beta,alpha_minus_beta_lo,alpha_minus_beta_hi,Mstar_1e21,se_Mstar_1e21,Mstar_1e21_lo,Mstar_1e21_hi,Mstar_1e23,se_Mstar_1e23,Mstar_1e23_lo,Mstar_1e23_hi,Mstar_1e25,se_Mstar_1e25,Mstar_1e25_lo,Mstar_1e25_hi,boot_file,ord
gadre|RefinedWeb_indist,gadre,RefinedWeb_indist,huber,robust,35,35,35,"run (pairs); pooled/neutrality models: (size, multiplier) cell",200,0,0.0004509167770062779,113562413.34651884,6360762409.924647,10569312.0,6889410560.0,52846560.0,460734464000.0,5.0,640.0,1.4653983655513654,0.7053723042137484,-1.032932138859604,-1.0908860867092411,-0.8522298331519208,-0.016173727344566763,-0.043344735932348555,0.07909395643093318,0.0,total incl. embeddings (open_lm `params`; D = 20 x multiplier x params),"tokens processed (single epoch), 20 x M x N_total","nats/token, C4 validation (GPT-NeoX tokenizer)",in-distribution Paloma (paloma_falcon-refinedweb),0.02509671590177938,1.7268834215629116,0.3267529125512476,0.618966658578114,1.8879835020236684,67.94209016400342,21.574535318748314,21.864066147431007,100.95497326132013,287.0293676526143,12642.384632706839,166.53595456269352,21712.03734909321,0.21174232268135953,0.03142591981575881,0.12218215636648042,0.23741831480891165,0.27375232372467495,0.052317934379418445,0.2398573153702404,0.48335341714219193,0.5638627032268596,0.05468128634328849,0.5199465288702556,0.7326073855035551,0.11939359845464537,0.013316108535136977,0.08027454242091875,0.14162189871370073,0.804668802200782,0.018055201289343764,0.7511182757497694,0.8419257058690744,1.3381500559318604,0.32809568715238024,1.17886352227073,2.357438547878878,0.5945562067473236,0.07865496724316881,0.39414981208467204,0.7515432920205458,0.7933466375854961,0.026631573544774866,0.6897929388442459,0.8182381482955133,0.8072155555559206,0.015625244580377576,0.7879869475214801,0.8541583584142508,-0.062010001043315416,0.06409026906865574,-0.2894940868573387,-0.019163585704696888,2.8485613367871276,1.575198489863095,0.5190492642996428,7.181990807695504,1.5818844700942085,1.5183552130326696,0.08250605564228321,4.866736534488718,0.8784639615826658,1.673175679921731,0.010029797998316175,3.6463456147981295,data/processed/m2_techpanel/boot/gadre__RefinedWeb_indist__huber.npy,13
gadre|RefinedWeb_indist,gadre,RefinedWeb_indist,nls,robust,35,35,35,"run (pairs); pooled/neutrality models: (size, multiplier) cell",200,0,0.008756720169557938,113562413.34651884,6360762409.924647,10569312.0,6889410560.0,52846560.0,460734464000.0,5.0,640.0,1.4653983655513654,0.7053723042137484,-0.9646501876581736,-1.0491860211888004,-0.8634253434400923,0.017985610495635417,-0.023307449755493793,0.07276872025623848,0.0,total incl. embeddings (open_lm `params`; D = 20 x multiplier x params),"tokens processed (single epoch), 20 x M x N_total","nats/token, C4 validation (GPT-NeoX tokenizer)",in-distribution Paloma (paloma_falcon-refinedweb),0.022369264844626178,1.5304171827186328,0.45715832682448077,3.667634202797963e-10,1.8091346796687804,45.33415330047294,21.82095768133887,16.04398083361532,93.22298844677084,262.2108247969785,628.0421734472284,145.9877195471675,1161.6749821086553,0.1857344839281747,0.038361102680353684,0.09132436958297611,0.23284611437709435,0.26181837779027756,0.030061427793622877,0.22665500721294798,0.3409927318404764,0.5849998965149796,0.06496518452696927,0.506009516635234,0.7589010747173346,0.10865465387724535,0.014911306135529604,0.06748129915019264,0.12487127091561752,0.817142718868911,0.014797438272455415,0.797434901029147,0.8531971161230034,1.4464075000102807,0.4573781436503231,1.114145412664682,3.002147717217185,0.7110690043272965,0.09816624614347555,0.5223274075054223,0.892452789172761,0.8046006906161326,0.01628573440987581,0.7655848403705992,0.830848278677986,0.8227595718861846,0.018851376602623097,0.8025945046991735,0.8727375839990984,-0.07608389386210285,0.05302532759828709,-0.20255396426384217,-0.005524637872697657,4.3132446911550595,5.0433981191282165,0.5328277422327582,14.833546143849272,1.971535086378836,5.615004040188237,0.06471112878612087,13.981628302417388,0.9011662623253363,7.19821000609402,0.006066964514719981,14.144897122101172,data/processed/m2_techpanel/boot/gadre__RefinedWeb_indist__nls.npy,13
gadre|RefinedWeb_Nnonemb,gadre,RefinedWeb_Nnonemb,huber,robust,35,35,35,"run (pairs); pooled/neutrality models: (size, multiplier) cell",200,0,0.00045929501354557777,82937212.80305423,6360762409.924647,5727840.0,6682841088.0,52846560.0,460734464000.0,5.717307139788984,1180.9617028408616,1.5591875377670366,0.7062029145526522,-1.009610037614368,-1.1417902656204648,-0.8899381551946741,-0.004755999019208913,-0.06327377051236409,0.05803604481684685,0.0,non-embedding (open_lm params_no_embed),"tokens processed (single epoch), 20 x M x N_total","nats/token, C4 validation (GPT-NeoX tokenizer)",C4 val,0.0261913354516637,1.6441609338043195,0.29895121512774747,0.8469684110207726,1.8114999459024004,41.171846525349565,18.102856875385488,17.816865863029097,82.78934064400335,395.9777657339075,10802.444495817084,119.01745948587491,1091.9504866643122,0.189500002514276,0.03343419992423146,0.1191377974541981,0.23974692668988318,0.291517610694277,0.03903383674036651,0.2256020649642005,0.34077125661135527,0.6060435266595628,0.05902840430655638,0.5002689104310213,0.7320235033332303,0.11484524982574787,0.012522642182783785,0.08405850472050895,0.12555431757753144,0.8061208390268211,0.014316336285785547,0.7832621764897264,0.8364935815631815,1.3001615162186575,0.3175619434521916,1.0072952972671634,2.033290772100193,0.5492565315017113,0.089796498225859,0.4768776238742211,0.7724616981523056,0.7882761127347511,0.019109049072906323,0.7699772463086569,0.818020437840761,0.8136683450648979,0.015023073488844267,0.8002681282280024,0.8530397866824735,-0.102017608180001,0.05676643800801697,-0.20545830112038524,-0.00025905666693020835,3.770669222069542,6.844155529823649,0.8496677233856286,21.324876743880306,1.4198560928474357,5.5669465952116965,0.12382888725957002,18.234172143857247,0.5346508021961957,4.888298767203785,0.017855796146531454,17.9783563941783,data/processed/m2_techpanel/boot/gadre__RefinedWeb_Nnonemb__huber.npy,14
gadre|RefinedWeb_Nnonemb,gadre,RefinedWeb_Nnonemb,nls,robust,35,35,35,"run (pairs); pooled/neutrality models: (size, multiplier) cell",200,0,0.009114132461189048,82937212.80305423,6360762409.924647,5727840.0,6682841088.0,52846560.0,460734464000.0,5.717307139788984,1180.9617028408616,1.5591875377670366,0.7062029145526522,-0.9722892982404047,-1.05501226388748,-0.8235193187982689,0.013989444596784799,-0.026502920077392234,0.0908604593499229,0.0,non-embedding (open_lm params_no_embed),"tokens processed (single epoch), 20 x M x N_total","nats/token, C4 validation (GPT-NeoX tokenizer)",C4 val,0.022821208758757858,1.541089374221901,0.3902223268702525,3.521939050662419e-08,1.771367897273743,35.42194458981928,19.663887722075028,11.909905075187599,72.71527501087549,260.37222429240035,2348.5186445045993,140.96472824033316,2583.343678104391,0.18320819221039436,0.040213331205205934,0.08130791893423328,0.23415331086125998,0.26060518437873825,0.038935677340468273,0.22638014439360812,0.3768721409065531,0.587195425206838,0.07545438432097175,0.49966153130503105,0.7950889021874837,0.10757901232635862,0.014882917867607632,0.0642451542782123,0.12501509963256902,0.8183930979179066,0.013961376783745103,0.7904180004492668,0.8499544634309629,1.2545634492891722,0.4124207294394724,0.9188816781411938,2.7872656436493073,0.7256869902538255,0.09741207866062497,0.5043590717360397,0.9137561152115142,0.807638376677327,0.018934686115950245,0.754166004683725,0.8253868441517416,0.8255735982812153,0.019827564068637935,0.8038317215269939,0.8808076999028849,-0.07739699216834389,0.06681068680965317,-0.288208906013467,0.00031405856104648914,11.67183118980017,13.344724534486998,1.6449973088093262,59.38880080195458,5.228261445671955,19.00837830282849,0.10667693181843983,54.24970182958824,2.341939092486806,32.11229406352574,0.008554808122842135,50.050162374612455,data/processed/m2_techpanel/boot/gadre__RefinedWeb_Nnonemb__nls.npy,14
gadre|RefinedWeb_wls,gadre,RefinedWeb_wls,nls,robust,35,35,35,"run (pairs); pooled/neutrality models: (size, multiplier) cell",200,0,0.011473046701267161,113562413.34651884,6360762409.924647,10569312.0,6889410560.0,52846560.0,460734464000.0,5.0,640.0,1.4653983655513654,0.7053723042137484,-0.9421675321492053,-1.0341950241773792,-0.8174248993438172,0.02953378780877268,-0.01678118047848517,0.09931610338582737,0.0,total incl. embeddings (open_lm `params`; D = 20 x multiplier x params),"tokens processed (single epoch), 20 x M x N_total","nats/token, C4 validation (GPT-NeoX tokenizer)",C4 val (inverse-variance weights from token-level 95% CIs),0.023756019836125505,1.5073760689932425,0.47778264577535917,7.10593961995061e-10,1.7838527987728752,55.840303782524515,35.88953657588443,15.594588029210739,141.01082707390458,200.67258398720435,1927.1207243018787,121.07686914990063,1741.537928313024,0.20555589336725485,0.04864644493940532,0.0968968023782579,0.26909666228283036,0.24532977648355184,0.038648932100215055,0.21079086685979473,0.3607124233390238,0.5441063952303671,0.07427714727025435,0.4670629551713582,0.726828135249641,0.11184427615841476,0.017545664634200077,0.0693754242645495,0.13152654550446996,0.8160315369267087,0.01997804618923237,0.7886611483604719,0.8601036011088616,1.2335217883250662,0.4600831857431969,0.959160216877232,2.692848750942282,0.7895785262921067,0.12808077569147752,0.48550911322596374,1.0220130810500914,0.8103857682972144,0.02162220159832783,0.755304117437899,0.8419132643485013,0.8187684530550797,0.02281631046741131,0.7951599082594297,0.8756511142734652,-0.03977388311629698,0.06417000150348619,-0.22330656546209102,0.03474467783302327,10.49893473530174,9.524195372302243,0.8083970916042219,29.043962045850318,6.993903811774743,14.783040808724362,0.12659622803725687,40.58685499101681,4.659014629730572,25.405282910094297,0.016738020437034283,51.832825005874106,data/processed/m2_techpanel/boot/gadre__RefinedWeb_wls__nls.npy,15
olmo_ladder|all,olmo_ladder,all,huber,primary,30,30,25,"(size, multiplier) cell (reruns clustered with originals)",400,0,0.00010643838767047013,736898937.2376164,28308625992.137432,190354176.0,3169537280.0,1908932608.0,633939689472.0,10.01023487188641,200.0293179803946,0.9383966764815819,0.688680015361844,-1.0306386875864204,-1.1235888545713966,-0.7603539389404417,-0.013966989654715429,-0.05363380804736229,0.12500688920720934,0.0,"excl. input embedding only (incl. LM head; OLMo MODEL_PARAMS; vocab 100,352)",tokens processed at final step (single epoch),"nats/token, C4-en validation (dolma2 tokenizer)",C4-en val,0.0053862216798040196,1.857445220974247,0.5762035939372154,3.7887922529900136e-08,2.0252177733435905,114.28773653251328,459910.69638185727,6.303564553715908,6387.803194425513,34.027736531518464,27.38085442714055,8.287220995620185,105.1003034192709,0.2672694736613109,0.11796456788848107,0.04622838856959462,0.5031385446437083,0.15705713365721477,0.041334652106568955,0.04613769463781697,0.21581012784609718,0.3701326547720304,0.17717735334779797,0.11301595925232755,0.8166063211321741,0.09892515982578426,0.021693520030414942,0.036893292756857994,0.11625949448257754,0.8249713524417156,0.03384090994405548,0.7631553978314599,0.8948837116173451,0.48754216479933066,0.5672445969277362,0.23048449195752102,2.510026950019204,0.776756068704643,0.4250202800304839,0.5716939619404098,2.6499886602761067,0.8193146375240125,0.04133245388185093,0.7261387865261356,0.8859276280703334,0.833794324251547,0.0285473946814084,0.8025411400454201,0.912131031995241,0.1102123400040961,0.14572048743625485,-0.16033227972511485,0.4114323125619278,48.309744290280214,71.80077022188075,5.928531430194479,297.7603395593111,159.773268474867,2159.376046639494,0.5968951020528035,7753.39440803394,528.4130084761802,87399.10818187885,0.0369010915727826,267810.1478641506,data/processed/m2_techpanel/boot/olmo_ladder__all__huber.npy,16
olmo_ladder|all,olmo_ladder,all,nls,primary,30,30,25,"(size, multiplier) cell (reruns clustered with originals)",400,0,0.00040841551805801497,736898937.2376164,28308625992.137432,190354176.0,3169537280.0,1908932608.0,633939689472.0,10.01023487188641,200.0293179803946,0.9383966764815819,0.688680015361844,-0.9830068416520501,-1.0691742374141373,-0.8071285750827984,0.007932090842913549,-0.03089795901575348,0.09692424900698923,0.0,"excl. input embedding only (incl. LM head; OLMo MODEL_PARAMS; vocab 100,352)",tokens processed at final step (single epoch),"nats/token, C4-en validation (dolma2 tokenizer)",C4-en val,0.005218016980028736,1.7247549109637001,0.32704141053682195,0.7233939057058983,1.9351680979931076,110.46640779497454,459.39065382371547,8.895856754158057,1584.9968310422673,23.176828569135544,15.16472302323062,9.759359997754412,67.60110860010991,0.2657745894873228,0.08385977077366791,0.08773048673714452,0.41926711269776185,0.13422879709440427,0.030811534576881447,0.07362793396865419,0.1928662708265787,0.33556915165511775,0.125759878032372,0.17565972070259064,0.6741035064427721,0.08918575352574809,0.013520567547378888,0.050474440888614525,0.10682699234997635,0.8333321574385595,0.023653385068936047,0.7893841880423679,0.8814786198455079,0.48584588550433205,0.3040241270966997,0.2922017735534967,1.3673650519518616,0.9164431340615747,0.29718952473225124,0.6417049490670583,1.6857879565726095,0.8260621903986175,0.029672301879096988,0.763476562544633,0.8757476587041052,0.8435193168673506,0.01867247695337065,0.812792652084915,0.8883929968644607,0.13154579239291853,0.10638615408906721,-0.0995686094638281,0.318458792272229,59.70529551443062,42.85289715448411,9.778558619594364,171.77122675238707,271.47900302482185,982.7624375861755,2.8819160800955372,2635.7420929687914,1234.4105903560583,33362.94902820908,0.538223079159734,56385.22290141472,data/processed/m2_techpanel/boot/olmo_ladder__all__nls.npy,16
olmo_ladder|task_bpb,olmo_ladder,task_bpb,huber,robust,30,30,25,"(size, multiplier) cell (reruns clustered with originals)",200,0,0.00018252277685986852,736898937.2376164,28308625992.137432,190354176.0,3169537280.0,1908932608.0,633939689472.0,10.01023487188641,200.0293179803946,0.9383966764815819,0.688680015361844,-1.005783389054778,-1.1370124851176269,-0.8148449219907471,-0.0026429200072330006,-0.06007007973739413,0.09565977446030215,0.0,"excl. input embedding only (incl. LM head; OLMo MODEL_PARAMS; vocab 100,352)",tokens processed at final step (single epoch),bits/byte (task BPB),mean of 11 downstream val-task BPB,0.009780984722641235,0.6937028199771905,0.07516222370457264,0.4908668348730302,0.7722962059471945,542.5795321060006,293415.4709790337,7.28664300984617,157372.88766859632,56.18051957532017,599.9037769873175,16.193851441648352,985.1110378571826,0.4023247672691862,0.1285428255468788,0.15609999937120744,0.7094170666986952,0.21949353992286566,0.05104922462806554,0.1492802957022758,0.3559401678051126,0.3529866158396554,0.11557186266471399,0.18870551238475786,0.6786362209096969,0.142015258066827,0.019363477135910207,0.1020327848818171,0.1813370824066307,0.7628293671280316,0.03018351149009333,0.6888463374515824,0.8208053855592107,0.1468539305501924,0.08416386207079532,0.07353114470269295,0.4021148117500355,0.2854020557636532,0.06288600810179662,0.1707997957037378,0.44641775014496915,0.747165133556512,0.04375425049729255,0.6315242118696047,0.8088221318791107,0.7774007873157281,0.024112739749584295,0.7274880631217859,0.8352345354178158,0.18283122734632054,0.16411549363970815,-0.16004180291177872,0.5184173828284487,85.43295800894552,69.70065970556169,24.602627009698267,331.93145193107176,330.88644791500406,1416.7613469575326,5.263193029524304,5837.050062797847,1281.5410348117011,34194.03735354916,1.0603555523372126,98313.61682269543,data/processed/m2_techpanel/boot/olmo_ladder__task_bpb__huber.npy,17
olmo_ladder|task_bpb,olmo_ladder,task_bpb,nls,robust,30,30,25,"(size, multiplier) cell (reruns clustered with originals)",200,0,0.0012451774749550034,736898937.2376164,28308625992.137432,190354176.0,3169537280.0,1908932608.0,633939689472.0,10.01023487188641,200.0293179803946,0.9383966764815819,0.688680015361844,-0.9856357662410304,-1.142072315868798,-0.8451654579165566,0.006639176105485548,-0.06272798069997726,0.07349465178722601,0.0,"excl. input embedding only (incl. LM head; OLMo MODEL_PARAMS; vocab 100,352)",tokens processed at final step (single epoch),bits/byte (task BPB),mean of 11 downstream val-task BPB,0.009111082902908268,0.6800231726715752,0.09283913831859297,0.49311532629464266,0.7956468898194321,365.61234037130106,9319.146626364829,8.81563424163148,26306.577733284434,52.98076716407171,406.0808910719343,18.740622893555,553.6230314992384,0.38258383961299636,0.11883702987232464,0.15493840655129615,0.6160039907866349,0.21469809292454134,0.045211370989629546,0.158971246524423,0.3311333212545515,0.3594585424883049,0.11401519261707202,0.23016603944620065,0.6310757642712623,0.13752302936686706,0.02360446554150547,0.09115595783329795,0.19542961015823748,0.7700357727611055,0.0325179494766859,0.7023320245948389,0.8358011355456685,0.14807913626349986,0.09982864763550511,0.09075491065952017,0.38577013313806363,0.3020725145900492,0.05410335891285151,0.1915275629729793,0.4071619158020298,0.7543112926209169,0.04188837046786883,0.6591528213775119,0.8243795178087638,0.781119163872101,0.02868284594594477,0.7196144995536388,0.8483400535980147,0.16788574668845502,0.14117224393709796,-0.12162263705641707,0.3974635646461109,108.34647207919089,48.019378126982915,34.74887345467717,201.11550889795876,395.3489636222151,608.5555554437158,7.945538538735398,2160.6295203744135,1442.6016836332112,7919.127116941572,2.2569126992017643,26029.150924568326,data/processed/m2_techpanel/boot/olmo_ladder__task_bpb__nls.npy,17
datablations|single_epoch,datablations,single_epoch,huber,primary,33,33,33,run (pairs),400,0,0.0009374751731542337,600832351.0205574,6816332455.064898,7098752.0,8670000000.0,100000000.0,178000000000.0,0.03558718861209965,303.2944047411539,1.9705900669225807,0.53848036013337,-1.0153794688448492,-2.66869305051951,-0.630021911224186,-0.005371612894732758,-0.19731927574258343,0.1868156599137974,0.0325,Muennighoff PARAMS_MAP (as used by the authors; convention UNVERIFIED),tokens processed (single-epoch subset: D = unique tokens),"nats/token, C4 validation (GPT-2 tokenizer)",C4 val,0.04555949124701556,1.9029351880840768,0.35996904363971144,0.7499700846076611,2.311443352720202,430.90996729706825,140511.6744416162,8.099699839738895,69929.55324847106,5360.612850092812,54834.48598592645,327.05618621929483,99495.7555730512,0.3359415800487788,0.13134235600378047,0.07915771717624044,0.625834396855492,0.3868226314778093,0.0772746171382309,0.24622369305526695,0.5373501635052356,0.5351989283763525,0.12647926369390108,0.2724268115149396,0.85360624704581,0.17979557363916504,0.040763136821179734,0.06698770472319539,0.25582427920343603,0.734547630504754,0.030717718108340588,0.6573131892305816,0.7873965288765429,0.4844380891785043,0.35626772944469864,0.20188197631360302,1.6553195100189617,0.8421209266723839,0.2194164785227029,0.5142750135076128,1.1760430325563656,0.7307279251029503,0.036038811970454165,0.6197814779491684,0.7649234207717268,0.746973181590634,0.05436469471280355,0.6696259503576788,0.90994477115713,-0.050881051429030544,0.1778726687051978,-0.37355294106762554,0.36368212411195516,59.630130389394886,90.54441551631206,9.262393729547142,280.5129969775303,43.11913554311948,1602.5544995473551,1.0000479904528126,2057.7000937393104,31.179872286789017,45673.57119472041,0.05191736585842528,14386.854813810036,data/processed/m2_techpanel/boot/datablations__single_epoch__huber.npy,18
datablations|single_epoch,datablations,single_epoch,nls,primary,33,33,33,run (pairs),400,0,0.03004163478396951,600832351.0205574,6816332455.064898,7098752.0,8670000000.0,100000000.0,178000000000.0,0.03558718861209965,303.2944047411539,1.9705900669225807,0.53848036013337,-1.3153624809706208,-3.563794540001202,-0.7276876809060424,-0.08341372295545851,-0.29761309394652713,0.13742845736741438,0.0675,Muennighoff PARAMS_MAP (as used by the authors; convention UNVERIFIED),tokens processed (single-epoch subset: D = unique tokens),"nats/token, C4 validation (GPT-2 tokenizer)",C4 val,0.04266972156485678,2.0658231363612343,0.3044783583690135,1.337174196401949,2.312923726744825,480.68582917180885,2609055732.060066,19.308076849534622,331536.90920331684,8594.771263799279,12932.102635946541,92.21326764265766,38116.5200150455,0.35385885107922066,0.15231287802706486,0.15532435262231753,0.7099647114686827,0.4108224558127556,0.07461069089298034,0.17899923397457965,0.49083676693561124,0.537246630864472,0.12773590774650412,0.21859797825277724,0.736694237365426,0.19010947554388427,0.03683254715095673,0.10659983722775891,0.26022404528056103,0.7234106857142162,0.03091347763985277,0.6504184564682692,0.7748496150840735,0.3762025711690178,0.23682001701282046,0.1443557793850561,0.9160542903368344,0.7841350174977781,0.27813969593694776,0.5997845322680722,1.5401262224967216,0.7200321636608015,0.0458174247051642,0.5937302413093796,0.7613235985719855,0.7373716384540282,0.049111129265705024,0.6651749931284138,0.8618828387273426,-0.056963604733534956,0.20240480437985356,-0.29163395610097853,0.4872416603655351,86.83530108444971,181.05670901005513,16.907231436337852,604.5428263966123,61.61831116499229,5488.584274202921,2.803100182627647,5812.29749027404,43.72434048605769,210898.33602979727,0.3056801605708228,74372.47002334168,data/processed/m2_techpanel/boot/datablations__single_epoch__nls.npy,18
datablations|single_epoch_M04,datablations,single_epoch_M04,huber,robust,31,31,31,run (pairs),200,0,0.0006338129159963545,560682350.7415748,8950439512.904442,7098752.0,8670000000.0,100000000.0,178000000000.0,1.3682386208154702,303.2944047411539,1.5051851449104214,0.7103476636447442,-0.9175557504983488,-1.3201530758617535,-0.63582559345464,0.032255419318743886,-0.12664064777124262,0.14612834813869477,0.035,Muennighoff PARAMS_MAP (as used by the authors; convention UNVERIFIED),tokens processed (single epoch; runs with D/N < 0.4 dropped),"nats/token, C4 validation (GPT-2 tokenizer)",C4 val,0.03238430760771888,1.8040515855669403,0.32067083763438625,0.9380348377723855,2.1456884018225684,6096.996110090834,336615.8691415556,721.9576044555114,616092.7361495773,506.82084685177784,1882.7806275603955,37.22941741256317,5815.998462683278,0.4839403531554294,0.09311244075842415,0.3605505626274811,0.7553579998744078,0.27227407406981374,0.06559496926910324,0.12811733239853146,0.3905235950604627,0.36004876959153176,0.08645296011927221,0.13883125949213332,0.5000918952129264,0.17424212870930372,0.02608839368378219,0.11016514947074013,0.22429115848001915,0.7256329479464538,0.016349627916786163,0.6752676712446046,0.7366792799058479,0.35584328819012034,0.08815846112339473,0.1764856856678104,0.5119020205372367,0.9890659736440431,0.3790002184439637,0.6186706019444448,2.0062178571059652,0.6891615598415572,0.03538896084087938,0.5860241749386121,0.7256898447878641,0.7448234332505991,0.03058025911144219,0.7037456503334742,0.8354647865380146,0.21166627908561564,0.1468878952789813,-0.00016228974576258505,0.6157913401772189,138.83536513735197,248.218335998136,27.736127220340784,866.8749579895673,503.8543686438217,8088.404132916335,23.955828813602846,18715.90925420517,1828.5630937787894,297829.2798471229,29.00607710908194,558443.9432752691,data/processed/m2_techpanel/boot/datablations__single_epoch_M04__huber.npy,19
datablations|single_epoch_M04,datablations,single_epoch_M04,nls,robust,31,31,31,run (pairs),200,0,0.014085378983345985,560682350.7415748,8950439512.904442,7098752.0,8670000000.0,100000000.0,178000000000.0,1.3682386208154702,303.2944047411539,1.5051851449104214,0.7103476636447442,-0.9243946837062279,-1.237680936493178,-0.5402813437738576,0.02947794277515709,-0.07496266878385809,0.17591277988563261,0.015,Muennighoff PARAMS_MAP (as used by the authors; convention UNVERIFIED),tokens processed (single epoch; runs with D/N < 0.4 dropped),"nats/token, C4 validation (GPT-2 tokenizer)",C4 val,0.030145217331407816,1.8147944426963092,0.3941296829940232,0.2124808129839973,2.136107860757866,22795.32075860565,7462720.049606058,2575.053653591757,5186344.116243378,329.323441042987,1340.2307219326476,24.924907932731717,3506.3700361221895,0.5609145458759132,0.10591236893563934,0.43262711815303634,0.8603085590243856,0.2501353842089976,0.0654005608828755,0.09850812334177624,0.3721801540858989,0.3084093530256643,0.0833755503083749,0.12183126145690677,0.458141313779336,0.17299129219627468,0.028835584679243832,0.08653326172589317,0.2140451404104523,0.7114779351996738,0.018479939667959456,0.6496842868104122,0.7271864325139787,0.28220398934095176,0.07169942468993881,0.1508455041636306,0.42347464664411627,1.0673681306946396,0.4424012632267272,0.6889069734051619,2.7657013287445045,0.6564299739529751,0.03973452913890883,0.5462526665630284,0.7083341673677233,0.7428149804993883,0.03576508908810308,0.7097178884966442,0.8555603662366734,0.31077916166691555,0.15742838326445266,0.063484041916588,0.6790362746782295,221.76725157005217,268.11738796349704,50.8103471931288,1045.549126182193,1294.9708785428209,8887.895777784326,86.88478225140989,32917.700634715125,7561.754787515367,314913.3708583466,126.71982678643839,1233524.243768903,data/processed/m2_techpanel/boot/datablations__single_epoch_M04__nls.npy,19
datablations|le4_epochs,datablations,le4_epochs,huber,robust,65,65,65,run (pairs),200,0,0.001451565562037992,687879808.6326172,7200037111.953929,7098752.0,8670000000.0,100000000.0,178000000000.0,0.03558718861209965,303.2944047411539,1.5057049666429911,0.7465235811192672,-1.014847479238336,-1.6860302161004137,-0.890620022420452,-0.005853996772573745,-0.13863611198939083,0.053462735422541756,0.0,Muennighoff PARAMS_MAP (as used by the authors; convention UNVERIFIED),tokens processed incl. up to 4 epochs of repetition (treated as unique),"nats/token, C4 validation (GPT-2 tokenizer)",C4 val,0.03687609858403972,1.9270719834453174,0.10461259892636326,1.822759011082655,2.1301498802506966,539.3210627795961,2491.1333431426883,80.0261408277638,8081.533288014419,4965.85636994433,10796.198364074738,710.7980703486365,41488.473730306774,0.350837526826561,0.0635952293904964,0.2458128224058705,0.5092341567087584,0.38263637953071716,0.04606758864719858,0.28976302375873203,0.4933617790040602,0.5216768806828329,0.06685678651176083,0.3730266623079615,0.6502241313812729,0.18302382662136005,0.01570909950853833,0.15976822824679962,0.21791790340374811,0.7316696879193074,0.013585902140746271,0.6939796909350563,0.744260851982248,0.4278744276359651,0.11494488962713385,0.23278478904133973,0.6201654645671635,0.8398839445792483,0.1028078114749318,0.5992766113018314,1.0111137887885262,0.7295069838158661,0.01965795633108377,0.664564911617024,0.7410793285715325,0.7393662847645355,0.023735512352127782,0.7055660756394385,0.7975731917072375,-0.031798852704156166,0.09819634494558001,-0.2062785526072904,0.20615977762124135,71.62070236576747,52.26111160512648,24.532785430069573,225.91836053276552,58.65851348760123,129.80041185444702,7.693087806487927,498.47748977097575,48.04227117185749,412.8278798064012,3.0293376506393317,1667.3934725698114,data/processed/m2_techpanel/boot/datablations__le4_epochs__huber.npy,20
