key,label,group,form,n_conv,in_set,sensitivity,a,sigma_star,S2,Mstar_1e21,Mstar_1e24,share_M_extrap,share_C_extrap,n,med_w,share_gt1,med_s,med_w_lo,med_w_hi,share_gt1_lo,share_gt1_hi,med_s_lo,med_s_hi,B
meta_mfraw,"Meta Llama 3: model-free curvature, raw",Meta Llama 3,model-free curvature,total,False,True,0.46322087290540404,0.6528016950166154,0.5318587675764959,18.84725216090587,31.32728828763813,0.45454545454545453,0.935064935064935,77,5.0259751072147685,0.922077922077922,0.8010336345350172,4.5445283051225225,5.580583072573652,0.922077922077922,0.961038961038961,0.7799551597321072,0.8208072548982801,999
marin_comma_mf,Marin comma: own path + model-free curvature,Marin,model-free curvature,total,True,False,0.40492945874824543,0.6999688390497418,0.4286350251785096,15.602979492075674,58.02708913227573,0.2077922077922078,1.0,77,3.2066151600063755,0.8831168831168831,0.6881446790147366,2.3995936905971043,5.380161192312071,0.8701298701298701,0.948051948051948,0.5832627507227127,0.8141319421502226,999
marin_comma_mfbc,"Marin comma: model-free curvature, ra2 estimator bias-corrected",Marin,model-free curvature,total,False,True,0.4049294587482455,0.6749903229391557,0.481502720876994,15.602979492075592,58.02708913227542,0.2077922077922078,1.0,77,3.702222226516026,0.8831168831168831,0.729891957095982,3.0472378484986193,5.99868509051271,0.8701298701298701,0.948051948051948,0.6718339305657915,0.8332967983968863,999
marin_comma_mfraw,"Marin comma: model-free curvature, raw",Marin,model-free curvature,total,False,True,0.40492945874824543,0.649708815729694,0.5391510408811228,15.602979492075674,58.02708913227573,0.2077922077922078,1.0,77,4.330341378170012,0.8831168831168831,0.7690713242514389,3.4821097310654023,7.433776221195979,0.8701298701298701,0.948051948051948,0.7128177565601035,0.8654788652793707,999
marin_dclm_mf,Marin dclm: own path + model-free curvature,Marin,model-free curvature,total,True,False,0.4235790714856966,0.7125881529740448,0.40333514643264623,11.318740052026937,32.532965830540526,0.2077922077922078,1.0,77,3.713905334462069,0.922077922077922,0.7307416560350097,2.3700422177197815,6.163065250792391,0.8831168831168831,1.0,0.5780662966873618,0.8377430701963261,999
marin_dclm_mfbc,"Marin dclm: model-free curvature, ra2 estimator bias-corrected",Marin,model-free curvature,total,False,True,0.4235790714856966,0.6618293022356259,0.5109636225263083,11.318740052026937,32.532965830540526,0.2077922077922078,1.0,77,5.2709398029671695,0.922077922077922,0.8102805121323772,3.575632200648926,9.081879475281076,0.8831168831168831,1.0,0.7203291456284177,0.8898899150592143,999
marin_dclm_mfraw,"Marin dclm: model-free curvature, raw",Marin,model-free curvature,total,False,True,0.4235790714856966,0.6287677751563282,0.5904122945094851,11.318740052026937,32.532965830540526,0.2077922077922078,1.0,77,6.825475786080283,0.922077922077922,0.8534900670163716,4.359056793033857,12.79854926320701,0.8831168831168831,1.0,0.7705925392465512,0.9218654641822723,999
marin_nemotron_mf,Marin nemotron: own path + model-free curvature,Marin,model-free curvature,total,True,False,0.4223734822719467,0.7049250317361109,0.4185905663431606,12.017043134544993,35.120179458955,0.2077922077922078,1.0,77,3.7843362509471503,0.922077922077922,0.7357528682210207,2.48035682715716,5.790767183908551,0.8831168831168831,0.987012987012987,0.5968319649846808,0.827311295793982,999
marin_nemotron_mfbc,"Marin nemotron: model-free curvature, ra2 estimator bias-corrected",Marin,model-free curvature,total,False,True,0.4223734822719467,0.6719323192181971,0.48824512737162934,12.017043134544993,35.120179458955,0.2077922077922078,1.0,77,4.7224646227900475,0.922077922077922,0.7882461638412027,3.3116621560413417,6.946349393315362,0.8831168831168831,0.987012987012987,0.6980368248510811,0.8560394896703765,999
marin_nemotron_mfraw,"Marin nemotron: model-free curvature, raw",Marin,model-free curvature,total,False,True,0.4223734822719467,0.6439738967827555,0.5528579729643139,12.017043134544993,35.120179458955,0.2077922077922078,1.0,77,5.799440664088697,0.922077922077922,0.8275695781849789,3.8803178680087833,8.977431180843064,0.8831168831168831,0.987012987012987,0.7422891476364128,0.8886095605236859,999
meta_mf8,Meta Llama 3: path on ra1's 8 bracketed budgets + ra1 curvature,Meta Llama 3,model-free curvature,total,False,True,0.5006500270028927,0.6595077631182621,0.5162823789546223,14.9275310887356,14.794075212861259,0.45454545454545453,0.935064935064935,77,6.468788811010996,1.0,0.8454115555144067,,,,,,,0
deepseek,DeepSeek LLM law + reference curvature,DeepSeek LLM,published law,ds,True,False,0.5243,0.7005534232668366,0.42744288556435484,19.45463116848766,13.906665276662359,,1.0,77,4.567216973792544,1.0,0.7810482826329103,3.9607095417565503,5.307730564675926,1.0,1.0,0.7475196939325226,0.8115955584441126,399
minicpm,MiniCPM law (published),MiniCPM,published law,nonemb,True,False,0.4423076923076923,0.7936507936507936,0.26,191.86999999999998,425.7561418557327,0.8831168831168831,0.948051948051948,77,1.203372074386714,0.6363636363636364,0.16900182305656417,,,,,,,0
