m_label,m,g_label,g,L,phi,rho,p,s_fleet
2024,1.1519122772354577,2x per year (illustrative),0.6931471805599453,1.0,0.7213475204444817,4.424778761061947,1.0,0.15810031540191916
2024,1.1519122772354577,2x per year (illustrative),0.6931471805599453,1.0,0.7213475204444817,4.424778761061947,2.0,0.2730338871327401
2024,1.1519122772354577,2x per year (illustrative),0.6931471805599453,1.0,0.7213475204444817,8.130081300813009,1.0,0.09272716256726383
2024,1.1519122772354577,2x per year (illustrative),0.6931471805599453,1.0,0.7213475204444817,8.130081300813009,2.0,0.16971695358868855
2024,1.1519122772354577,2x per year (illustrative),0.6931471805599453,1.0,0.7213475204444817,10.416666666666666,1.0,0.07387614960390054
2024,1.1519122772354577,2x per year (illustrative),0.6931471805599453,1.0,0.7213475204444817,10.416666666666666,2.0,0.13758783940056735
2024,1.1519122772354577,2x per year (illustrative),0.6931471805599453,2.0,0.5410106403333613,1.0,1.0,0.38393175689378006
2024,1.1519122772354577,2x per year (illustrative),0.6931471805599453,2.0,0.5410106403333613,1.0,2.0,0.5548420360777193
2024,1.1519122772354577,2x per year (illustrative),0.6931471805599453,2.0,0.5410106403333613,4.424778761061947,1.0,0.12345479714298588
2024,1.1519122772354577,2x per year (illustrative),0.6931471805599453,2.0,0.5410106403333613,4.424778761061947,2.0,0.2197770617152358
2024,1.1519122772354577,2x per year (illustrative),0.6931471805599453,2.0,0.5410106403333613,8.130081300813009,1.0,0.07119581848411946
2024,1.1519122772354577,2x per year (illustrative),0.6931471805599453,2.0,0.5410106403333613,8.130081300813009,2.0,0.13292773787125262
2024,1.1519122772354577,2x per year (illustrative),0.6931471805599453,2.0,0.5410106403333613,10.416666666666666,1.0,0.05644968351911312
2024,1.1519122772354577,2x per year (illustrative),0.6931471805599453,2.0,0.5410106403333613,10.416666666666666,2.0,0.10686677160255281
2025,4.52777152241207,frontier (estimated),1.6217254381592587,1.0,0.49480784452506826,1.0,1.0,0.6913939208653077
2025,4.52777152241207,frontier (estimated),1.6217254381592587,1.0,0.49480784452506826,1.0,2.0,0.8175433437901851
2025,4.52777152241207,frontier (estimated),1.6217254381592587,1.0,0.49480784452506826,4.424778761061947,1.0,0.33613271652710475
