path,corpus,C,Mstar_point,Mstar_lo,Mstar_hi
Llama 3,Llama 3,9.696036003881734e+24,16.24982870209891,4.546605062889074,58.07782492543269
Llama 3,Llama 3,1.0656202070321382e+25,16.262519989561223,4.504575221655656,58.711319802019574
Llama 3,Llama 3,1.1711450175933854e+25,16.275221189052786,4.462926196565979,59.35182727341719
Llama 3,Llama 3,1.2871195977540668e+25,16.287932308315003,4.421654787125843,59.99942366660867
Llama 3,Llama 3,1.414578753301565e+25,16.300653355095317,4.380757810219162,60.654186173712986
Llama 3,Llama 3,1.5546597633847485e+25,16.313384337147227,4.340232100455918,61.31619286063648
Llama 3,Llama 3,1.7086125281087578e+25,16.326125262230278,4.3000745104929425,61.98552267585669
Llama 3,Llama 3,1.8778107210122194e+25,16.33887613811009,4.260281911329052,62.662255459339256
Llama 3,Llama 3,2.0637640459370323e+25,16.35163697255834,4.220851192575978,63.34647195158703
Llama 3,Llama 3,2.2681317076550408e+25,16.364407773352767,4.1817792627064465,64.0382538028208
Llama 3,Llama 3,2.4927372164458835e+25,16.377188548277196,4.143063049280659,64.73768358229313
Llama 3,Llama 3,2.739584658722764e+25,16.389979305121535,4.104699499152397,65.44484478773255
Llama 3,Llama 3,3.010876578883865e+25,16.40278005168176,4.066685578655874,66.15982185492105
Llama 3,Llama 3,3.309033631943984e+25,16.415590795759943,4.029018273774382,66.88270016740277
Llama 3,Llama 3,3.6367161823004575e+25,16.42841154516426,3.9916945902917598,67.61356606632559
Llama 3,Llama 3,3.996848041352849e+25,16.44124230770897,3.954711553927636,68.35250686041452
Marin,DCLM,2.9999999999999954e+20,15.03313674894397,11.459496890560272,19.721214872758733
Marin,DCLM,3.309986515932322e+20,15.329448895114863,11.626824810302029,20.211193276062954
Marin,DCLM,3.6520035785512957e+20,15.631601531493157,11.795057190327029,20.716047620334127
Marin,DCLM,4.029360867047131e+20,15.939709777645458,11.964247014030306,21.23613358179723
Marin,DCLM,4.445710045917163e+20,16.25389102221422,12.134447066252871,21.771818025128837
Marin,DCLM,4.9050801019102324e+20,16.57426496764237,12.305709753473275,22.323479483991694
Marin,DCLM,5.4119163322969444e+20,16.90095367577989,12.478086962064005,22.891508611798418
Marin,DCLM,5.971123361752317e+20,17.234081614389062,12.651629949700803,23.47630860784441
Marin,DCLM,6.588112604122891e+20,17.573775704566394,12.826389265320623,24.078295623650558
Marin,DCLM,7.268854628363526e+20,17.920165369099422,13.002414693396531,24.697899153990377
Marin,DCLM,8.019936935385243e+20,18.273382581776513,13.179755218703693,25.335562416675586
Marin,DCLM,8.848627704917597e+20,18.633561917668494,13.358459008165145,25.99174272476782
Marin,DCLM,9.762946129260889e+20,19.00084060440171,13.538573406772672,26.666911854484933
Marin,DCLM,1.0771740014542415e+21,19.375358574441247,13.720144944962726,27.361556411690945
Marin,DCLM,1.1884771400421362e+21,19.757258518405134,13.90321935518648,28.076178199510014
Marin,DCLM,1.3112811026777716e+21,20.146685939429123,14.087841595738164,28.811294589284717
Marin,DCLM,1.4467742561534324e+21,20.543789208602973,14.274055880199354,29.56743889681463
Marin,DCLM,1.5962677598219726e+21,20.948719621499777,14.461905711116469,30.3451607655607
Marin,DCLM,1.7612082536094108e+21,21.361631455819044,14.65143391675613,31.145026558278886
Marin,DCLM,1.9431918570652906e+21,21.782682030166413,14.842682689981814,31.967619758360286
Marin,DCLM,2.1439796149185518e+21,22.21203176399162,15.035693628465497,32.813541381989786
Marin,DCLM,2.3655145386047297e+21,22.649844238707967,15.230507775594582,33.68341040210033
Marin,DCLM,2.609940408674512e+21,23.096286260016623,15.42716566155885,34.577864184984115
Marin,DCLM,2.879622520033201e+21,23.551527921459236,15.625707344207168,35.497558940325696
Marin,DCLM,3.1771705707616545e+21,24.01574266922314,15.82617244935205,36.443170185344364
Marin,DCLM,3.505463916012722e+21,24.489107368224218,16.02860021027436,37.41539322366993
Marin,DCLM,3.8676794313631476e+21,24.971802369491844,16.233029506240857,38.41494363952312
Marin,DCLM,4.2673222552536094e+21,25.464011578882502,16.439498899899075,39.44255780773481
Marin,DCLM,4.708259708009159e+21,25.965922527147487,16.648046673454207,40.498993420105144
Marin,DCLM,5.194758715672597e+21,26.4777264413816,16.858710863567303,41.585030028582615
Marin,DCLM,5.73152710079941e+21,26.99961831788054,17.07152929494123,42.701469605728136
Marin,DCLM,6.323759139782295e+21,27.531796996434014,17.286539612582267,43.84913712291681
Marin,DCLM,6.97718582756107e+21,28.074465236083174,17.503779312742846,45.02888114672736
Marin,DCLM,7.698130336127147e+21,28.627829792371724,17.72328577256466,46.241574453968305
Marin,DCLM,8.49356920349015e+21,29.19210149611902,17.945096278450993,47.48811466578956
Marin,DCLM,9.371199845230157e+21,29.767495333746496,18.169248053206037,48.76942490133833
Marin,DCLM,1.0339515041939718e+22,30.354230529186975,18.395778281983713,50.08645445142153
Marin,DCLM,1.1407885123366645e+22,30.952530627408393,18.62472413709298,51.44017947264975
Marin,DCLM,1.2586648644549618e+22,31.562623579584365,18.85612280170954,52.831603702549984
Marin,DCLM,1.388721243141238e+22,32.1847418299427,19.090011492544345,54.26175919614404
Marin,DCLM,1.5322161963954254e+22,32.81912240432658,19.326427481521293,55.73170708451009
Marin,DCLM,1.6905383165206708e+22,33.46600700050076,19.56540811651523,57.2425383558543
Marin,DCLM,1.865219677450119e+22,34.12564208023785,19.806990841201284,58.795374659640665
Marin,DCLM,2.057950660537194e+22,34.79827896322011,20.051213214065765,60.391369134344295
Marin,DCLM,2.2705963122773794e+22,35.48417392279131,20.29811292662663,62.03170725940771
Marin,DCLM,2.505214392254598e+22,36.183588283596755,20.54772782091102,63.71760773200626
