uid,model,dev,year,gen,N,D,M,Cmp,set,dlo,dhi,Mstar_hi_eff,Mstar_lo_eff,binding_upper,binding_lower,tau_break,sign_tau1
B:stabilityai/stablelm-2-1_6b,stablelm-2-1_6b,Stability AI,2024,StableLM-2,1644515328.0,2000000000000.0,1216.1637936402378,1.9734183936e+22,S2(a),3.259254861087796,5.500492328964041,,,,,,
B:stabilityai/stablelm-base-alpha-7b,stablelm-base-alpha-7b,Stability AI,2023,StableLM-alpha,7869358080.0,800000000000.0,101.6601343930711,3.7772918784e+22,S2(a),0.6721352600389014,3.1199522592849,,,,,,
B:HuggingFaceTB/SmolLM-135M,SmolLM-135M,Hugging Face,2024,SmolLM,134515008.0,600000000000.0,4460.468827389134,4.842540288e+20,S2(a),4.579818557201622,6.246449542605655,,,,,,
B:HuggingFaceTB/SmolLM-360M,SmolLM-360M,Hugging Face,2024,SmolLM,361821120.0,600000000000.0,1658.2779910691781,1.302556032e+21,S2(a),3.6281818794434146,5.3865588451779,,,,,,
B:HuggingFaceTB/SmolLM-1.7B,SmolLM-1.7B,Hugging Face,2024,SmolLM,1711376384.0,1000000000000.0,584.3249967389991,1.0268258304e+22,S2(a),2.581981582456698,4.6655788957286415,,,,,,
B:cerebras/btlm-3b-8k-base,btlm-3b-8k-base,Cerebras,2023,BTLM,3000000000.0,627000000000.0,209.0,1.1286e+22,S2(a),1.5342416587267458,3.6521986920892147,,,,,,
B:h2oai/h2o-danube-1.8b-base,h2o-danube-1.8b-base,H2O.ai,2024,H2O-Danube1,1831201280.0,1000000000000.0,546.0896139172642,1.098720768e+22,S2(a),2.4945486903115968,4.608461838035206,,,,,,
B:h2oai/h2o-danube3-500m-base,h2o-danube3-500m-base,H2O.ai,2024,H2O-Danube3,513590784.0,4000000000000.0,7788.301746473706,1.2326178816e+22,S2(a),5.118677548904458,7.283995875975952,,,,,,
B:h2oai/h2o-danube3-4b-base,h2o-danube3-4b-base,H2O.ai,2024,H2O-Danube3,3961839360.0,6000000000000.0,1514.4480769659474,1.4262621696e+23,S2(a),3.155930300673379,6.028390420164174,,,,,,
B:allenai/OLMo-1B-hf,OLMo-1B-hf,AI2,2024,OLMo-1,1176764416.0,3000000000000.0,2549.3632873412785,2.1181759488e+22,S2(a),3.9736976739360794,6.251677428741259,,,,,,
B:allenai/OLMo-7B-hf,OLMo-7B-hf,AI2,2024,OLMo-1,6888095744.0,2500000000000.0,362.94501309417336,1.0332143616e+23,S2(a),1.7815506339643612,4.549543752232963,,,,,,
B:allenai/OLMo-7B-0424-hf,OLMo-7B-0424-hf,AI2,2024,OLMo-1.7,6888095744.0,2050000000000.0,297.6149107372222,8.47235776512e+22,S2(a),1.6152857922798445,4.320134467068206,,,,,,
B:TinyLlama/TinyLlama_v1.1,TinyLlama_v1.1,TinyLlama,2024,TinyLlama,1100000000.0,2000000000000.0,1818.1818181818182,1.32e+22,S2(a),3.637593098021802,5.83989471422924,,,,,,
B:Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,Alibaba,2024,Qwen2.5,494032768.0,18000000000000.0,36434.83016899802,5.3355538944e+22,S2(a),6.497763589476423,9.055477614001434,,,,,,
B:Qwen/Qwen2.5-1.5B,Qwen2.5-1.5B,Alibaba,2024,Qwen2.5,1543714304.0,18000000000000.0,11660.188645890788,1.66721144832e+23,S2(a),5.173632214516375,8.093870577293973,,,,,,
B:Qwen/Qwen2.5-3B,Qwen2.5-3B,Alibaba,2024,Qwen2.5,3085938688.0,18000000000000.0,5832.9091468974775,3.33281378304e+23,S2(a),4.368626779629131,7.509261749639935,,,,,,
B:Qwen/Qwen2.5-7B,Qwen2.5-7B,Alibaba,2024,Qwen2.5,7615616512.0,18000000000000.0,2363.564390569986,8.22486583296e+23,S2(a),3.318771195005125,6.746838521256325,,,,,,
B:Qwen/Qwen2.5-14B,Qwen2.5-14B,Alibaba,2024,Qwen2.5,14770033664.0,18000000000000.0,1218.6837491015756,1.595163635712e+24,S2(a),2.548939403935228,6.1877734002472735,,,,,,
B:Qwen/Qwen2.5-32B,Qwen2.5-32B,Alibaba,2024,Qwen2.5,32763876352.0,18000000000000.0,549.3855429869253,3.538498646016e+24,S2(a),1.6229948318203213,5.515336485765402,,,,,,
B:Qwen/Qwen2.5-72B,Qwen2.5-72B,Alibaba,2024,Qwen2.5,72706203648.0,18000000000000.0,247.57172148810363,7.852269993984e+24,S2(a),0.6966156793879188,4.8425839715634265,,,,,,
B:Qwen/Qwen3-0.6B-Base,Qwen3-0.6B-Base,Alibaba,2025,Qwen3,596049920.0,36000000000000.0,60397.62575590984,1.2874678272e+23,S2(a),6.8537981551075635,9.698317901449649,,,,,,
B:Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,Alibaba,2025,Qwen3,1720574976.0,36000000000000.0,20923.23816291514,3.71644194816e+23,S2(a),5.628301114567007,8.803602464416855,,,,,,
B:Qwen/Qwen3-4B-Base,Qwen3-4B-Base,Alibaba,2025,Qwen3,4022468096.0,36000000000000.0,8949.729156534248,8.68853108736e+23,S2(a),4.641329024272945,8.086846313925914,,,,,,
B:Qwen/Qwen3-8B-Base,Qwen3-8B-Base,Alibaba,2025,Qwen3,8190735360.0,36000000000000.0,4395.209760506778,1.76919883776e+24,S2(a),3.8148887702717174,7.486671151027248,,,,,,
B:Qwen/Qwen3-14B-Base,Qwen3-14B-Base,Alibaba,2025,Qwen3,14768307200.0,36000000000000.0,2437.6524345322396,3.1899543552e+24,S2(a),3.1298032065367725,6.989150201601744,,,,,,
B:allenai/OLMo-2-0425-1B,OLMo-2-0425-1B,AI2,2025,OLMo-2,1484916736.0,4050000000000.0,2727.4256541209866,3.60834766848e+22,S2(a),3.969034719457552,6.402292336481954,,,,,,
B:allenai/OLMo-2-1124-7B,OLMo-2-1124-7B,AI2,2024,OLMo-2,7298617344.0,4050000000000.0,554.8996212727055,1.773564014592e+23,S2(a),2.118454405858267,5.058369002890479,,,,,,
B:allenai/OLMo-2-1124-13B,OLMo-2-1124-13B,AI2,2024,OLMo-2,13716198400.0,5150000000000.0,375.46846799766325,4.2383053056e+23,S2(a),1.5865491129874458,4.803659157966541,,,,,,
B:allenai/OLMo-2-0325-32B,OLMo-2-0325-32B,AI2,2025,OLMo-2,32234279936.0,6150000000000.0,190.79067415839916,1.1894449296384e+24,S2(a),0.7421897194915372,4.287639246248407,,,,,,
B:allenai/Olmo-3-1025-7B,Olmo-3-1025-7B,AI2,2025,Olmo-3,7298011136.0,6030000000000.0,826.2525073790187,2.6404204290048e+23,S2(a),2.452025886757066,5.5185619365306415,,,,,,
B:allenai/Olmo-3-1125-32B,Olmo-3-1125-32B,AI2,2025,Olmo-3,32233522176.0,5600000000000.0,173.73217762002974,1.0830463451136e+24,S2(a),0.6637260930460043,4.1793586675498275,,,,,,
B:HuggingFaceTB/SmolLM2-135M,SmolLM2-135M,Hugging Face,2024,SmolLM2,134515008.0,2000000000000.0,14868.229424630446,1.614180096e+21,S2(a),5.59760440442701,7.613467606112753,,,,,,
B:HuggingFaceTB/SmolLM2-360M,SmolLM2-360M,Hugging Face,2024,SmolLM2,361821120.0,4000000000000.0,11055.186607127853,8.68370688e+21,S2(a),5.217614290153871,7.579629547705979,,,,,,
B:HuggingFaceTB/SmolLM2-1.7B,SmolLM2-1.7B,Hugging Face,2024,SmolLM2,1711376384.0,11000000000000.0,6427.574964128989,1.12950841344e+23,S2(a),4.5909702043884755,7.437545831083558,,,,,,
B:HuggingFaceTB/SmolLM3-3B-Base,SmolLM3-3B-Base,Hugging Face,2025,SmolLM3,3075098624.0,11200000000000.0,3642.1596083417194,2.066466275328e+23,S2(a),3.9752091931531863,6.9637582872631105,,,,,,
B:tiiuae/Falcon3-7B-Base,Falcon3-7B-Base,TII,2024,Falcon3,7455550464.0,14000000000000.0,1877.7956191968176,6.26266238976e+23,S2(a),3.13290397183028,6.474247424832208,,,,,,
B:tiiuae/falcon-11B,falcon-11B,TII,2024,Falcon2,11102822400.0,5500000000000.0,495.3695377492483,3.663931392e+23,S2(a),1.8804522818209222,5.0580709116347675,,,,,,
B:ibm-granite/granite-3.0-2b-base,granite-3.0-2b-base,IBM,2024,Granite-3.0,2533525504.0,12000000000000.0,4736.482810634458,1.82413836288e+23,S2(a),4.160796443643389,7.207018082586356,,,,,,
B:ibm-granite/granite-3.0-8b-base,granite-3.0-8b-base,IBM,2024,Granite-3.0,8170835968.0,12000000000000.0,1468.6379762115425,5.88300189696e+23,S2(a),2.8840245897480026,6.218728338256804,,,,,,
B:swiss-ai/Apertus-8B-2509,Apertus-8B-2509,Swiss AI,2025,Apertus,8053338176.0,15000000000000.0,1862.5816614409612,7.2480043584e+23,S2(a),3.101070099549246,6.488907234980882,,,,,,
B:swiss-ai/Apertus-70B-2509,Apertus-70B-2509,Swiss AI,2025,Apertus,70599864480.0,15000000000000.0,212.46499707162045,6.3539878032e+24,S2(a),0.5780307798946529,4.6566325758726315,,,,,,
B:marin-community/marin-8b-base,marin-8b-base,Marin,2025,Marin,8030261248.0,12700000000000.0,1581.5176627239912,6.119059070976e+23,S2(a),2.964952611650709,6.298915069857453,,,,,,
B:m-a-p/neo_7b,neo_7b,M-A-P,2024,MAP-Neo,7793716224.0,4420000000000.0,567.1235483772215,2.0668935426048e+23,S2(a),2.115420757204209,5.104035633514936,,,,,,
B:stabilityai/stablelm-3b-4e1t,stablelm-3b-4e1t,Stability AI,2023,StableLM-3B-4E1T,2795443200.0,4000000000000.0,1430.9001163035614,6.70906368e+22,S2(a),3.2016915977436113,5.853990527215908,,,,,,
B:meta-llama/Llama-2-7b-hf,Llama-2-7b-hf,Meta,2023,Llama-2,6738417664.0,2000000000000.0,296.80558548411165,8.0861011968e+22,S2(a)+Comma,-4.137109907437885,8.4107527967783,,,,,,
B:meta-llama/Llama-2-13b-hf,Llama-2-13b-hf,Meta,2023,Llama-2,13015866880.0,2000000000000.0,153.6586090222828,1.5619040256e+23,S2(a)+Comma,-4.988994827559502,7.855110449770316,,,,,,
B:meta-llama/Llama-2-70b-hf,Llama-2-70b-hf,Meta,2023,Llama-2,68976653312.0,2000000000000.0,28.99531803831451,8.27719839744e+23,S2(a)+Comma,-7.146836879275017,6.447656938424481,,,,,,
B:huggyllama/llama-7b,llama-7b,Meta,2023,Llama,6738417664.0,1000000000000.0,148.40279274205582,4.0430505984e+22,S2(a)+Comma,-4.626484696349879,7.609474656051004,,,,,,
B:huggyllama/llama-13b,llama-13b,Meta,2023,Llama,13015866880.0,1000000000000.0,76.8293045111414,7.809520128e+22,S2(a)+Comma,-5.478369616471495,7.0538323090430195,,,,,,
B:huggyllama/llama-30b,llama-30b,Meta,2023,Llama,32528947456.0,1400000000000.0,43.03858899503889,2.732431586304e+23,S2(a)+Comma,-6.42605079220753,6.669722926829034,,,,,,
B:huggyllama/llama-65b,llama-65b,Meta,2023,Llama,65285665792.0,1400000000000.0,21.444217241505925,5.483995926528e+23,S2(a)+Comma,-7.3274927448828,6.081756981611406,,,,,,
B:meta-llama/Meta-Llama-3-70B,Meta-Llama-3-70B,Meta,2024,Llama-3 herd,70553706496.0,15000000000000.0,212.60399694026586,6.34983358464e+24,S2(a)+Comma,-5.753529812748204,8.757805261071809,,,,,,
B:meta-llama/Meta-Llama-3-8B,Meta-Llama-3-8B,Meta,2024,Llama-3 herd,8030261248.0,15000000000000.0,1867.9342473118006,7.2272351232e+23,S2(a)+Comma,-2.941504836877529,10.591949897902325,,,,,,
B:meta-llama/Llama-3.1-405B,Llama-3.1-405B,Meta,2024,Llama-3 herd,405853388800.0,15600000000000.0,38.437525546170825,3.798787719168e+25,S2(a)+Comma,-7.9898121437435945,7.326467008453211,,,,,,
B:Qwen/Qwen-72B,Qwen-72B,Alibaba,2023,Qwen,72287920128.0,3000000000000.0,41.50070986532617,1.301182562304e+24,S2(a)+Comma,-6.921244403615224,6.876800333119479,,,,,,
B:Qwen/Qwen-14B,Qwen-14B,Alibaba,2023,Qwen,14167290880.0,3000000000000.0,211.75537549208562,2.5501123584e+23,S2(a)+Comma,-4.812415469697658,8.252285014915493,,,,,,
B:Qwen/Qwen-7B,Qwen-7B,Alibaba,2023,Qwen,7721324544.0,2400000000000.0,310.8274993912754,1.111870734336e+23,S2(a)+Comma,-4.184577036688866,8.506596807167693,,,,,,
B:Qwen/Qwen2-72B,Qwen2-72B,Alibaba,2024,Qwen2,72706203648.0,7000000000000.0,96.27789168981808,3.053660553216e+24,S2(a)+Comma,-6.330502226176295,7.851407051759133,,,,,,
B:Qwen/Qwen2-7B,Qwen2-7B,Alibaba,2024,Qwen2,7615616512.0,7000000000000.0,919.1639296661056,3.19855893504e+23,S2(a)+Comma,-3.4109880032384847,9.755661601452033,,,,,,
B:Qwen/Qwen2-1.5B,Qwen2-1.5B,Alibaba,2024,Qwen2,1543714304.0,7000000000000.0,4534.517806735306,6.4836000768e+22,S2(a)+Comma,-1.345781307532123,11.10269365748968,,,,,,
B:Qwen/Qwen2-0.5B,Qwen2-0.5B,Alibaba,2024,Qwen2,494032768.0,12000000000000.0,24289.886779332013,3.5570359296e+22,S2(a)+Comma,0.5090512771605678,12.687380649044126,,,,,,
B:01-ai/Yi-6B,Yi-6B,01.AI,2023,Yi,6061035520.0,3000000000000.0,494.9649263893441,1.0909863936e+23,S2(a)+Comma,-3.713753836637089,8.968887591087695,,,,,,
B:01-ai/Yi-34B,Yi-34B,01.AI,2023,Yi,34388917248.0,3000000000000.0,87.23740786501426,6.19000510464e+23,S2(a)+Comma,-5.959916239409929,7.503827088479406,,,,,,
B:google/gemma-7b,gemma-7b,Google,2024,Gemma,8537680896.0,6000000000000.0,702.7669542921273,3.07356512256e+23,S2(a)+Comma,-3.6677084037967607,9.48100394706356,,,,,,
B:google/gemma-2b,gemma-2b,Google,2024,Gemma,2506172416.0,3000000000000.0,1197.044537258206,4.5111103488e+22,S2(a)+Comma,-2.5710077797169824,9.714244253828669,,,,,,
B:google/gemma-2-27b,gemma-2-27b,Google,2024,Gemma-2,27227128320.0,13000000000000.0,477.464969761453,2.12371600896e+24,S2(a)+Comma,-4.622483836725141,9.396004040719285,,,,,,
B:tiiuae/falcon-180B,falcon-180B,TII,2023,Falcon,179522565120.0,3500000000000.0,19.49615636151623,3.76997386752e+24,S2(a)+Comma,-7.989473432251298,6.287259087967227,,,,,,
B:tiiuae/falcon-40b,falcon-40b,TII,2023,Falcon,41835970560.0,1000000000000.0,23.902875602367764,2.5101582336e+23,S2(a)+Comma,-6.989205973975588,6.068388571514804,,,,,,
B:tiiuae/falcon-7b,falcon-7b,TII,2023,Falcon,7217189760.0,1500000000000.0,207.83712911547445,6.495470784e+22,S2(a)+Comma,-4.429038350666369,8.020259723993393,,,,,,
B:microsoft/phi-2,phi-2,Microsoft,2023,Phi-2,2779683840.0,1400000000000.0,503.65440121420426,2.3349344256e+22,S2(a)+Comma,-3.2431241109885507,8.74578837855034,,,,,,
B:microsoft/phi-1_5,phi-1_5,Microsoft,2023,Phi-1.5,1418270720.0,150000000000.0,105.76260081009076,1.276443648e+21,S2(a)+Comma,-3.949363090052091,6.731682415033406,,,,,,
B:mosaicml/mpt-30b,mpt-30b,MosaicML,2023,MPT,30000000000.0,1050000000000.0,35.0,1.89e+23,S2(a)+Comma,-6.524433879788173,6.405469904929529,,,,,,
B:mosaicml/mpt-7b,mpt-7b,MosaicML,2023,MPT,7000000000.0,1000000000000.0,142.85714285714286,4.2e+22,S2(a)+Comma,-4.675766004110175,7.57733089946984,,,,,,
B:deepseek-ai/deepseek-llm-67b-base,deepseek-llm-67b-base,DeepSeek,2024,DeepSeek-LLM,67000000000.0,2000000000000.0,29.850746268656717,8.04e+23,S2(a)+Comma,-7.109213761150879,6.472196635233846,,,,,,
B:deepseek-ai/deepseek-llm-7b-base,deepseek-llm-7b-base,DeepSeek,2024,DeepSeek-LLM,7000000000.0,2000000000000.0,285.7142857142857,8.4e+22,S2(a)+Comma,-4.186391215198183,8.378609040197137,,,,,,
B:stabilityai/stablelm-base-alpha-3b,stablelm-base-alpha-3b,Stability AI,2023,StableLM-alpha,3638525952.0,800000000000.0,219.8692576482137,1.74649245696e+22,S2(a)+Comma,-3.9866166848693094,7.871632746620848,,,,,,
B:stabilityai/stablelm-base-alpha-7b-v2,stablelm-base-alpha-7b-v2,Stability AI,2023,StableLM-alpha-v2,6889414656.0,1100000000000.0,159.66523353939925,4.54701367296e+22,S2(a)+Comma,-4.587869856031182,7.700949342926793,,,,,,
B:stabilityai/stablelm-2-1_6b,stablelm-2-1_6b,Stability AI,2024,StableLM-2,1644515328.0,2000000000000.0,1216.1637936402378,1.9734183936e+22,S2(a)+Comma,-2.312105141718824,9.601113028979773,,,,,,
B:stabilityai/stablelm-base-alpha-7b,stablelm-base-alpha-7b,Stability AI,2023,StableLM-alpha,7869358080.0,800000000000.0,101.6601343930711,3.7772918784e+22,S2(a)+Comma,-4.984791172293155,7.220572959300632,,,,,,
B:HuggingFaceTB/SmolLM-135M,SmolLM-135M,Hugging Face,2024,SmolLM,134515008.0,600000000000.0,4460.468827389134,4.842540288e+20,S2(a)+Comma,0.07738279063792142,10.322295744327702,,,,,,
B:HuggingFaceTB/SmolLM-360M,SmolLM-360M,Hugging Face,2024,SmolLM,361821120.0,600000000000.0,1658.2779910691781,1.302556032e+21,S2(a)+Comma,-1.2029783992937944,9.487179545193632,,,,,,
B:HuggingFaceTB/SmolLM-1.7B,SmolLM-1.7B,Hugging Face,2024,SmolLM,1711376384.0,1000000000000.0,584.3249967389991,1.0268258304e+22,S2(a)+Comma,-2.853047991679123,8.766199595744373,,,,,,
B:cerebras/btlm-3b-8k-base,btlm-3b-8k-base,Cerebras,2023,BTLM,3000000000.0,627000000000.0,209.0,1.1286e+22,S2(a)+Comma,-3.9089539595890344,7.752819392104946,,,,,,
B:h2oai/h2o-danube-1.8b-base,h2o-danube-1.8b-base,H2O.ai,2024,H2O-Danube1,1831201280.0,1000000000000.0,546.0896139172642,1.098720768e+22,S2(a)+Comma,-2.9406171994487647,8.709082538050938,,,,,,
B:h2oai/h2o-danube3-500m-base,h2o-danube3-500m-base,H2O.ai,2024,H2O-Danube3,513590784.0,4000000000000.0,7788.301746473706,1.2326178816e+22,S2(a)+Comma,-0.31682819059786205,11.384616575991684,,,,,,
B:h2oai/h2o-danube3-4b-base,h2o-danube3-4b-base,H2O.ai,2024,H2O-Danube3,3961839360.0,6000000000000.0,1514.4480769659474,1.4262621696e+23,S2(a)+Comma,-2.6742140420350937,10.129011120179905,,,,,,
B:allenai/OLMo-1B-hf,OLMo-1B-hf,AI2,2024,OLMo-1,1176764416.0,3000000000000.0,2549.3632873412785,2.1181759488e+22,S2(a)+Comma,-1.592773350315599,10.352298128756992,,,,,,
B:allenai/OLMo-7B-hf,OLMo-7B-hf,AI2,2024,OLMo-1,6888095744.0,2500000000000.0,362.94501309417336,1.0332143616e+23,S2(a)+Comma,-4.007994587569224,8.650164452248696,,,,,,
B:allenai/OLMo-7B-0424-hf,OLMo-7B-0424-hf,AI2,2024,OLMo-1.7,6888095744.0,2050000000000.0,297.6149107372222,8.47235776512e+22,S2(a)+Comma,-4.148104637744876,8.420755167083938,,,,,,
B:TinyLlama/TinyLlama_v1.1,TinyLlama_v1.1,TinyLlama,2024,TinyLlama,1100000000.0,2000000000000.0,1818.1818181818182,1.32e+22,S2(a)+Comma,-1.79174924116941,9.94051541424497,,,,,,
B:Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,Alibaba,2024,Qwen2.5,494032768.0,18000000000000.0,36434.83016899802,5.3355538944e+22,S2(a)+Comma,0.7953171774724161,13.156098314017166,,,,,,
B:Qwen/Qwen2.5-1.5B,Qwen2.5-1.5B,Alibaba,2024,Qwen2.5,1543714304.0,18000000000000.0,11660.188645890788,1.66721144832e+23,S2(a)+Comma,-0.6789738625554342,12.194491277309705,,,,,,
B:Qwen/Qwen2.5-3B,Qwen2.5-3B,Alibaba,2024,Qwen2.5,3085938688.0,18000000000000.0,5832.9091468974775,3.33281378304e+23,S2(a)+Comma,-1.5752688392255525,11.609882449655668,,,,,,
B:Qwen/Qwen2.5-7B,Qwen2.5-7B,Alibaba,2024,Qwen2.5,7615616512.0,18000000000000.0,2363.564390569986,8.22486583296e+23,S2(a)+Comma,-2.744180558261797,10.847459221272056,,,,,,
B:Qwen/Qwen2.5-14B,Qwen2.5-14B,Alibaba,2024,Qwen2.5,14770033664.0,18000000000000.0,1218.6837491015756,1.595163635712e+24,S2(a)+Comma,-3.601313115774971,10.288394100263005,,,,,,
B:Qwen/Qwen2.5-32B,Qwen2.5-32B,Alibaba,2024,Qwen2.5,32763876352.0,18000000000000.0,549.3855429869253,3.538498646016e+24,S2(a)+Comma,-4.632262017104809,9.615957185781134,,,,,,
B:Qwen/Qwen2.5-72B,Qwen2.5-72B,Alibaba,2024,Qwen2.5,72706203648.0,18000000000000.0,247.57172148810363,7.852269993984e+24,S2(a)+Comma,-5.663694781199606,8.943204671579158,,,,,,
B:Qwen/Qwen3-0.6B-Base,Qwen3-0.6B-Base,Alibaba,2025,Qwen3,596049920.0,36000000000000.0,60397.62575590984,1.2874678272e+23,S2(a)+Comma,1.0417824424583095,13.79893860146538,,,,,,
B:Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,Alibaba,2025,Qwen3,1720574976.0,36000000000000.0,20923.23816291514,3.71644194816e+23,S2(a)+Comma,-0.32995351811509366,12.904223164432587,,,,,,
B:Qwen/Qwen3-4B-Base,Qwen3-4B-Base,Alibaba,2025,Qwen3,4022468096.0,36000000000000.0,8949.729156534248,8.68853108736e+23,S2(a)+Comma,-1.4288506041553646,12.187467013941646,,,,,,
B:Qwen/Qwen3-8B-Base,Qwen3-8B-Base,Alibaba,2025,Qwen3,8190735360.0,36000000000000.0,4395.209760506778,1.76919883776e+24,S2(a)+Comma,-2.349011159696248,11.587291851042979,,,,,,
B:Qwen/Qwen3-14B-Base,Qwen3-14B-Base,Alibaba,2025,Qwen3,14768307200.0,36000000000000.0,2437.6524345322396,3.1899543552e+24,S2(a)+Comma,-3.1117870649929067,11.089770901617475,,,,,,
B:allenai/OLMo-2-0425-1B,OLMo-2-0425-1B,AI2,2025,OLMo-2,1484916736.0,4050000000000.0,2727.4256541209866,3.60834766848e+22,S2(a)+Comma,-1.6818611330559845,10.502913036497686,,,,,,
B:allenai/OLMo-2-1124-7B,OLMo-2-1124-7B,AI2,2024,OLMo-2,7298617344.0,4050000000000.0,554.8996212727055,1.773564014592e+23,S2(a)+Comma,-3.74230168056108,9.15898970290621,,,,,,
B:allenai/OLMo-2-1124-13B,OLMo-2-1124-13B,AI2,2024,OLMo-2,13716198400.0,5150000000000.0,375.46846799766325,4.2383053056e+23,S2(a)+Comma,-4.3890229215766645,8.904279857982273,,,,,,
B:allenai/OLMo-2-0325-32B,OLMo-2-0325-32B,AI2,2025,OLMo-2,32234279936.0,6150000000000.0,190.79067415839916,1.1894449296384e+24,S2(a)+Comma,-5.369382416058717,8.388259946264139,,,,,,
B:allenai/Olmo-3-1025-7B,Olmo-3-1025-7B,AI2,2025,Olmo-3,7298011136.0,6030000000000.0,826.2525073790187,2.6404204290048e+23,S2(a)+Comma,-3.4611775333383843,9.619182636546373,,,,,,
B:allenai/Olmo-3-1125-32B,Olmo-3-1125-32B,AI2,2025,Olmo-3,32233522176.0,5600000000000.0,173.73217762002974,1.0830463451136e+24,S2(a)+Comma,-5.435495689462461,8.27997936756556,,,,,,
B:HuggingFaceTB/SmolLM2-135M,SmolLM2-135M,Hugging Face,2024,SmolLM2,134515008.0,2000000000000.0,14868.229424630446,1.614180096e+21,S2(a)+Comma,0.9274099616304028,11.714088306128485,,,,,,
B:HuggingFaceTB/SmolLM2-360M,SmolLM2-360M,Hugging Face,2024,SmolLM2,361821120.0,4000000000000.0,11055.186607127853,8.68370688e+21,S2(a)+Comma,0.1364235606106785,11.680250247721709,,,,,,
B:HuggingFaceTB/SmolLM2-1.7B,SmolLM2-1.7B,Hugging Face,2024,SmolLM2,1711376384.0,11000000000000.0,6427.574964128989,1.12950841344e+23,S2(a)+Comma,-1.1600893735530224,11.53816653109929,,,,,,
B:HuggingFaceTB/SmolLM3-3B-Base,SmolLM3-3B-Base,Hugging Face,2025,SmolLM3,3075098624.0,11200000000000.0,3642.1596083417194,2.066466275328e+23,S2(a)+Comma,-1.9056915815569706,11.064378987278841,,,,,,
B:tiiuae/Falcon3-7B-Base,Falcon3-7B-Base,TII,2024,Falcon3,7455550464.0,14000000000000.0,1877.7956191968176,6.26266238976e+23,S2(a)+Comma,-2.894126254558574,10.574868124847939,,,,,,
B:tiiuae/falcon-11B,falcon-11B,TII,2024,Falcon2,11102822400.0,5500000000000.0,495.3695377492483,3.663931392e+23,S2(a)+Comma,-4.069081824828014,9.158691611650498,,,,,,
B:ibm-granite/granite-3.0-2b-base,granite-3.0-2b-base,IBM,2024,Granite-3.0,2533525504.0,12000000000000.0,4736.482810634458,1.82413836288e+23,S2(a)+Comma,-1.6063045736157484,11.307638782602087,,,,,,
B:ibm-granite/granite-3.0-8b-base,granite-3.0-8b-base,IBM,2024,Granite-3.0,8170835968.0,12000000000000.0,1468.6379762115425,5.88300189696e+23,S2(a)+Comma,-3.1215042959527732,10.319349038272536,,,,,,
B:swiss-ai/Apertus-8B-2509,Apertus-8B-2509,Swiss AI,2025,Apertus,8053338176.0,15000000000000.0,1862.5816614409612,7.2480043584e+23,S2(a)+Comma,-2.945218077395606,10.589527934996614,,,,,,
B:swiss-ai/Apertus-70B-2509,Apertus-70B-2509,Swiss AI,2025,Apertus,70599864480.0,15000000000000.0,212.46499707162045,6.3539878032e+24,S2(a)+Comma,-5.7543760906757955,8.757253275888363,,,,,,
B:marin-community/marin-8b-base,marin-8b-base,Marin,2025,Marin,8030261248.0,12700000000000.0,1581.5176627239912,6.119059070976e+23,S2(a)+Comma,-3.059020364260414,10.399535769873186,,,,,,
B:m-a-p/neo_7b,neo_7b,M-A-P,2024,MAP-Neo,7793716224.0,4420000000000.0,567.1235483772215,2.0668935426048e+23,S2(a)+Comma,-3.7655072648717027,9.204656333530668,,,,,,
